Tanggal,Tahun,Bulan,NamaBulan,Minggu,PKS,KodePKS,Wilayah,KapasitasPKS_TonPerJam,TBS_Olah_Ton,JamOlah,KapasitasTerpakai_Persen,CPO_Ton,PK_Ton,OER_Persen,KER_Persen,TargetOER_Persen,GapOER_Persen,TotalOilLoss_Persen,TotalKernelLoss_Persen,ALB_CPO_Persen,KadarAir_CPO_Persen,KadarKotoran_CPO_Persen,JanjangMentahRata2_Persen,RestanTBSRata2_Jam,Downtime_Jam,NilaiCPO_Rp,PotensiKehilanganOER_Rp
2026-04-30,2026,4,Apr,18,PKS Bukit Sekawan,PKS-BSK,Kalimantan Tengah,60,693.9,11.9,97.2,150.85,31.09,21.74,4.48,23.2,-1.46,2.408,1.552,2.66,0.174,0.0209,2.3,12.0,1.6,2025462950,136028131
2026-05-01,2026,5,Mei,18,PKS Bukit Sekawan,PKS-BSK,Kalimantan Tengah,60,672.4,12.5,89.7,145.78,30.12,21.68,4.48,23.2,-1.52,2.37,1.584,2.83,0.182,0.0196,2.82,16.7,2.2,1976776800,138589708
2026-05-02,2026,5,Mei,18,PKS Bukit Sekawan,PKS-BSK,Kalimantan Tengah,60,664.7,12.7,87.2,144.9,29.78,21.8,4.48,23.2,-1.4,2.355,1.622,2.83,0.158,0.0228,2.92,14.8,0.3,1964844000,126186647
2026-05-04,2026,5,Mei,19,PKS Bukit Sekawan,PKS-BSK,Kalimantan Tengah,60,702.6,12.4,94.4,152.96,30.7,21.77,4.37,23.2,-1.43,2.387,1.591,2.6,0.14,0.0184,2.71,12.6,1.2,2074137600,136239760
2026-05-05,2026,5,Mei,19,PKS Bukit Sekawan,PKS-BSK,Kalimantan Tengah,60,650.7,12.3,88.2,142.76,29.22,21.94,4.49,23.2,-1.26,2.328,1.501,2.67,0.164,0.0175,2.08,16.4,1.2,1935825599,111175999
2026-05-06,2026,5,Mei,19,PKS Bukit Sekawan,PKS-BSK,Kalimantan Tengah,60,607.0,12.3,82.2,131.29,26.34,21.63,4.34,23.2,-1.57,2.379,1.63,2.79,0.189,0.0145,2.48,17.5,1.7,1780292400,129225444
2026-05-07,2026,5,Mei,19,PKS Bukit Sekawan,PKS-BSK,Kalimantan Tengah,60,614.0,11.1,92.2,133.42,27.69,21.73,4.51,23.2,-1.47,2.273,1.645,2.91,0.163,0.0206,3.21,16.6,1.1,1809175199,122389847
2026-05-08,2026,5,Mei,19,PKS Bukit Sekawan,PKS-BSK,Kalimantan Tengah,60,684.5,12.8,89.1,147.85,30.87,21.6,4.51,23.2,-1.6,2.423,1.6,3.02,0.171,0.0127,2.58,14.3,2.1,2004846000,148509119
2026-05-09,2026,5,Mei,19,PKS Bukit Sekawan,PKS-BSK,Kalimantan Tengah,60,703.0,13.2,88.8,152.69,31.49,21.72,4.48,23.2,-1.48,2.527,1.593,2.63,0.167,0.0184,2.59,14.4,1.9,2070476400,141083664
2026-05-11,2026,5,Mei,20,PKS Bukit Sekawan,PKS-BSK,Kalimantan Tengah,60,698.9,13.7,85.0,151.94,31.45,21.74,4.5,23.2,-1.46,2.332,1.66,2.92,0.209,0.022,2.82,15.9,0.5,2060306400,138365426
2026-05-12,2026,5,Mei,20,PKS Bukit Sekawan,PKS-BSK,Kalimantan Tengah,60,633.0,11.8,89.4,136.41,28.42,21.55,4.49,23.2,-1.65,2.373,1.586,2.95,0.084,0.0213,2.93,17.8,0.7,1849719600,141627419
2026-05-13,2026,5,Mei,20,PKS Bukit Sekawan,PKS-BSK,Kalimantan Tengah,60,680.4,13.4,84.6,147.44,30.14,21.67,4.43,23.2,-1.53,2.429,1.675,3.07,0.172,0.0177,2.98,15.4,0.3,1999286400,141161227
2026-05-14,2026,5,Mei,20,PKS Bukit Sekawan,PKS-BSK,Kalimantan Tengah,60,671.7,12.9,86.8,145.89,29.08,21.72,4.33,23.2,-1.48,2.451,1.658,2.81,0.159,0.0206,2.27,17.4,0.7,1978268399,134802129
2026-05-15,2026,5,Mei,20,PKS Bukit Sekawan,PKS-BSK,Kalimantan Tengah,60,683.6,13.6,83.8,149.43,31.58,21.86,4.62,23.2,-1.34,2.333,1.5,2.71,0.187,0.0169,2.75,15.2,0.0,2026270800,124212854
2026-05-16,2026,5,Mei,20,PKS Bukit Sekawan,PKS-BSK,Kalimantan Tengah,60,617.1,10.8,95.2,134.59,27.4,21.81,4.44,23.2,-1.39,2.408,1.625,2.96,0.171,0.0172,2.79,14.5,1.3,1825040400,116313476
2026-05-18,2026,5,Mei,21,PKS Bukit Sekawan,PKS-BSK,Kalimantan Tengah,60,581.9,10.1,96.0,125.98,26.19,21.65,4.5,23.2,-1.55,2.407,1.693,2.67,0.188,0.0164,2.88,13.9,1.6,1708288800,122303742
2026-05-19,2026,5,Mei,21,PKS Bukit Sekawan,PKS-BSK,Kalimantan Tengah,60,646.2,12.8,84.1,139.13,28.76,21.53,4.45,23.2,-1.67,2.49,1.631,2.84,0.167,0.0171,3.39,14.5,2.9,1886602800,146333282
2026-05-20,2026,5,Mei,21,PKS Bukit Sekawan,PKS-BSK,Kalimantan Tengah,60,674.4,13.4,83.9,146.41,30.35,21.71,4.5,23.2,-1.49,2.393,1.598,2.83,0.203,0.0192,2.77,14.8,2.4,1985319600,136258473
2026-05-21,2026,5,Mei,21,PKS Bukit Sekawan,PKS-BSK,Kalimantan Tengah,60,638.7,12.5,85.2,138.09,27.98,21.62,4.38,23.2,-1.58,2.393,1.67,2.75,0.176,0.0139,2.94,16.5,2.0,1872500400,136840197
2026-05-22,2026,5,Mei,21,PKS Bukit Sekawan,PKS-BSK,Kalimantan Tengah,60,664.0,12.5,88.5,143.82,30.21,21.66,4.55,23.2,-1.54,2.475,1.599,2.81,0.189,0.0233,2.56,17.4,2.4,1950199200,138659135
2026-05-23,2026,5,Mei,21,PKS Bukit Sekawan,PKS-BSK,Kalimantan Tengah,60,702.2,14.0,83.6,151.25,31.88,21.54,4.54,23.2,-1.66,2.453,1.509,2.82,0.16,0.0113,2.85,15.7,2.1,2050950000,158062411
2026-05-25,2026,5,Mei,22,PKS Bukit Sekawan,PKS-BSK,Kalimantan Tengah,60,732.1,13.8,88.4,160.18,32.58,21.88,4.45,23.2,-1.32,2.278,1.561,2.7,0.19,0.0175,3.25,15.1,2.9,2172040800,131040043
2026-05-26,2026,5,Mei,22,PKS Bukit Sekawan,PKS-BSK,Kalimantan Tengah,60,692.7,12.1,95.4,150.8,30.55,21.77,4.41,23.2,-1.43,2.433,1.676,2.63,0.225,0.022,3.33,13.8,3.3,2044848000,134320071
2026-05-27,2026,5,Mei,22,PKS Bukit Sekawan,PKS-BSK,Kalimantan Tengah,60,697.5,13.8,84.2,149.61,31.53,21.45,4.52,23.2,-1.75,2.509,1.529,2.82,0.127,0.0192,3.14,16.3,1.3,2028711600,165516750
2026-05-28,2026,5,Mei,22,PKS Bukit Sekawan,PKS-BSK,Kalimantan Tengah,60,693.9,12.8,90.4,148.15,31.02,21.35,4.47,23.2,-1.85,2.398,1.608,3.0,0.206,0.0229,3.27,14.8,1.8,2008914000,174071753
2026-05-29,2026,5,Mei,22,PKS Bukit Sekawan,PKS-BSK,Kalimantan Tengah,60,649.6,11.0,98.4,139.66,29.04,21.5,4.47,23.2,-1.7,2.507,1.601,3.03,0.143,0.0253,2.83,14.3,1.5,1893789600,149745791
2026-05-30,2026,5,Mei,22,PKS Bukit Sekawan,PKS-BSK,Kalimantan Tengah,60,600.0,11.1,90.1,129.72,26.76,21.62,4.46,23.2,-1.58,2.437,1.589,2.89,0.23,0.0178,2.91,16.6,1.5,1759003200,128548799
2026-06-01,2026,6,Jun,23,PKS Bukit Sekawan,PKS-BSK,Kalimantan Tengah,60,660.8,13.2,83.4,140.16,29.27,21.21,4.43,23.2,-1.99,2.645,1.777,2.88,0.167,0.0189,3.5,17.0,1.7,1951587840,183099486
2026-06-02,2026,6,Jun,23,PKS Bukit Sekawan,PKS-BSK,Kalimantan Tengah,60,685.8,12.4,92.2,144.77,31.41,21.11,4.58,23.2,-2.09,2.715,1.641,2.72,0.177,0.0198,3.04,17.3,1.9,2015777480,199575755
2026-06-03,2026,6,Jun,23,PKS Bukit Sekawan,PKS-BSK,Kalimantan Tengah,60,658.6,11.6,94.6,140.35,29.24,21.31,4.44,23.2,-1.89,2.658,1.629,3.08,0.174,0.0178,3.72,17.0,1.7,1954233400,173319546
2026-06-04,2026,6,Jun,23,PKS Bukit Sekawan,PKS-BSK,Kalimantan Tengah,60,646.7,12.0,89.8,138.14,28.07,21.36,4.34,23.2,-1.84,2.435,1.745,2.92,0.184,0.0236,3.66,19.0,2.4,1923461359,165685574
2026-06-05,2026,6,Jun,23,PKS Bukit Sekawan,PKS-BSK,Kalimantan Tengah,60,673.4,13.5,83.1,142.49,29.49,21.16,4.38,23.2,-2.04,2.688,1.722,2.79,0.209,0.018,2.88,15.6,3.1,1984030760,191279000
2026-06-06,2026,6,Jun,23,PKS Bukit Sekawan,PKS-BSK,Kalimantan Tengah,60,630.2,12.4,84.7,133.98,27.04,21.26,4.29,23.2,-1.94,2.733,1.827,2.93,0.156,0.0099,3.69,17.6,3.1,1865537519,170233153
2026-06-08,2026,6,Jun,24,PKS Bukit Sekawan,PKS-BSK,Kalimantan Tengah,60,691.5,12.6,91.5,146.6,30.08,21.2,4.35,23.2,-2.0,2.599,1.681,2.92,0.145,0.0221,2.63,17.4,2.1,2041258400,192568920
2026-06-09,2026,6,Jun,24,PKS Bukit Sekawan,PKS-BSK,Kalimantan Tengah,60,588.9,10.8,90.9,123.9,25.91,21.04,4.4,23.2,-2.16,2.799,1.612,2.68,0.142,0.0197,2.81,17.0,3.4,1725183600,177116621
2026-06-10,2026,6,Jun,24,PKS Bukit Sekawan,PKS-BSK,Kalimantan Tengah,60,673.2,12.2,92.0,147.09,29.28,21.85,4.35,23.2,-1.35,2.49,1.699,2.76,0.151,0.0134,3.12,16.3,1.4,2048081160,126544096
2026-06-11,2026,6,Jun,24,PKS Bukit Sekawan,PKS-BSK,Kalimantan Tengah,60,676.0,11.9,94.7,143.58,29.81,21.24,4.41,23.2,-1.96,2.613,1.691,2.95,0.178,0.0125,2.66,18.5,1.4,1999207920,184487430
2026-06-12,2026,6,Jun,24,PKS Bukit Sekawan,PKS-BSK,Kalimantan Tengah,60,648.0,12.2,88.5,137.83,29.35,21.27,4.53,23.2,-1.93,2.546,1.648,2.68,0.172,0.0172,3.34,15.6,2.5,1919144920,174139113
2026-06-13,2026,6,Jun,24,PKS Bukit Sekawan,PKS-BSK,Kalimantan Tengah,60,555.0,10.2,90.7,118.33,24.09,21.32,4.34,23.2,-1.88,2.604,1.779,2.57,0.154,0.0138,2.68,12.8,2.6,1647626920,145283015
2026-06-15,2026,6,Jun,25,PKS Bukit Sekawan,PKS-BSK,Kalimantan Tengah,60,649.5,11.8,91.7,138.67,28.64,21.35,4.41,23.2,-1.85,2.594,1.713,3.03,0.21,0.0168,2.95,17.4,2.7,1930841079,167307302
2026-06-16,2026,6,Jun,25,PKS Bukit Sekawan,PKS-BSK,Kalimantan Tengah,60,618.8,11.2,92.1,130.2,27.23,21.04,4.4,23.2,-2.16,2.66,1.603,2.64,0.187,0.0211,3.71,14.7,1.8,1812904799,186109297
2026-06-17,2026,6,Jun,25,PKS Bukit Sekawan,PKS-BSK,Kalimantan Tengah,60,679.2,11.9,95.1,145.28,29.61,21.39,4.36,23.2,-1.81,2.618,1.724,2.92,0.162,0.0265,4.0,15.9,1.6,2022878720,171174972
2026-06-18,2026,6,Jun,25,PKS Bukit Sekawan,PKS-BSK,Kalimantan Tengah,60,597.6,10.7,93.1,127.47,26.23,21.33,4.39,23.2,-1.87,2.625,1.785,3.09,0.154,0.0151,3.1,15.7,0.4,1774892280,155602370
2026-06-19,2026,6,Jun,25,PKS Bukit Sekawan,PKS-BSK,Kalimantan Tengah,60,712.0,13.0,91.3,151.51,31.54,21.28,4.43,23.2,-1.92,2.586,1.658,2.7,0.191,0.0144,3.0,14.6,2.9,2109625239,190346649
2026-06-20,2026,6,Jun,25,PKS Bukit Sekawan,PKS-BSK,Kalimantan Tengah,60,662.4,12.0,92.0,138.11,29.54,20.85,4.46,23.2,-2.35,2.818,1.697,2.81,0.168,0.0228,3.83,19.4,2.1,1923043640,216746553
2026-06-22,2026,6,Jun,26,PKS Bukit Sekawan,PKS-BSK,Kalimantan Tengah,60,637.6,11.9,89.3,137.08,28.63,21.5,4.49,23.2,-1.7,2.521,1.81,2.95,0.161,0.022,3.07,17.3,0.1,1908701920,150925020
2026-06-23,2026,6,Jun,26,PKS Bukit Sekawan,PKS-BSK,Kalimantan Tengah,60,699.1,14.0,83.2,149.82,29.99,21.43,4.29,23.2,-1.77,2.494,1.828,2.84,0.124,0.0213,2.8,19.9,2.4,2086093680,172296550
2026-06-24,2026,6,Jun,26,PKS Bukit Sekawan,PKS-BSK,Kalimantan Tengah,60,660.9,11.6,95.0,140.9,28.55,21.32,4.32,23.2,-1.88,2.714,1.809,2.63,0.163,0.0214,2.69,16.9,0.3,1961891600,173004586
2026-06-25,2026,6,Jun,26,PKS Bukit Sekawan,PKS-BSK,Kalimantan Tengah,60,660.0,13.0,84.6,141.64,29.11,21.46,4.41,23.2,-1.74,2.538,1.758,2.74,0.195,0.0178,2.81,17.9,1.1,1972195359,159903215
2026-06-26,2026,6,Jun,26,PKS Bukit Sekawan,PKS-BSK,Kalimantan Tengah,60,690.9,12.5,92.1,147.85,29.85,21.4,4.32,23.2,-1.8,2.56,1.728,2.99,0.16,0.0193,3.12,16.1,3.0,2058663400,173161648
2026-06-27,2026,6,Jun,26,PKS Bukit Sekawan,PKS-BSK,Kalimantan Tengah,60,698.1,13.2,88.1,148.35,30.93,21.25,4.43,23.2,-1.95,2.62,1.703,2.9,0.172,0.0177,4.08,16.5,0.7,2065625400,189546715
2026-06-29,2026,6,Jun,27,PKS Bukit Sekawan,PKS-BSK,Kalimantan Tengah,60,635.3,10.9,97.1,135.64,28.27,21.35,4.45,23.2,-1.85,2.525,1.671,3.04,0.223,0.0172,3.48,18.9,1.3,1888651359,163649468
2026-06-30,2026,6,Jun,27,PKS Bukit Sekawan,PKS-BSK,Kalimantan Tengah,60,595.7,11.5,86.3,125.39,26.09,21.05,4.38,23.2,-2.15,2.669,1.719,2.76,0.164,0.0117,3.09,20.0,1.3,1745930360,178332326
2026-07-01,2026,7,Jul,27,PKS Bukit Sekawan,PKS-BSK,Kalimantan Tengah,60,649.3,12.0,90.2,135.25,28.24,20.83,4.35,23.2,-2.37,2.803,1.727,3.1,0.187,0.0119,3.37,22.0,2.5,1884979250,214468270
2026-07-02,2026,7,Jul,27,PKS Bukit Sekawan,PKS-BSK,Kalimantan Tengah,60,596.9,10.2,97.5,125.53,26.62,21.03,4.46,23.2,-2.17,2.839,1.755,2.96,0.204,0.0131,3.78,21.5,1.7,1749511610,180522198
2026-07-03,2026,7,Jul,27,PKS Bukit Sekawan,PKS-BSK,Kalimantan Tengah,60,596.8,11.3,88.0,125.75,26.38,21.07,4.42,23.2,-2.13,2.682,1.708,3.0,0.154,0.0221,3.51,20.8,2.2,1752577750,177164914
2026-07-04,2026,7,Jul,27,PKS Bukit Sekawan,PKS-BSK,Kalimantan Tengah,60,623.7,12.1,85.9,132.66,27.07,21.27,4.34,23.2,-1.93,2.588,1.748,3.03,0.172,0.0198,3.31,18.8,2.2,1848882420,167765383
2026-07-06,2026,7,Jul,28,PKS Bukit Sekawan,PKS-BSK,Kalimantan Tengah,60,616.8,11.3,91.0,129.84,26.83,21.05,4.35,23.2,-2.15,2.794,1.806,3.16,0.199,0.0158,3.25,18.4,1.2,1809580080,184821344
2026-07-07,2026,7,Jul,28,PKS Bukit Sekawan,PKS-BSK,Kalimantan Tengah,60,620.9,12.6,82.1,128.71,27.51,20.73,4.43,23.2,-2.47,2.91,1.849,3.17,0.166,0.0182,3.69,17.5,2.2,1793831270,213741037
2026-07-08,2026,7,Jul,28,PKS Bukit Sekawan,PKS-BSK,Kalimantan Tengah,60,653.5,12.1,90.0,138.48,29.28,21.19,4.48,23.2,-2.01,2.755,1.693,2.89,0.221,0.0235,3.55,17.7,1.1,1929995759,183067372
2026-07-09,2026,7,Jul,28,PKS Bukit Sekawan,PKS-BSK,Kalimantan Tengah,60,633.9,11.1,95.2,132.49,27.45,20.9,4.33,23.2,-2.3,2.895,1.768,2.57,0.148,0.013,3.68,17.5,0.7,1846513130,203197278
2026-07-10,2026,7,Jul,28,PKS Bukit Sekawan,PKS-BSK,Kalimantan Tengah,60,621.3,10.7,96.8,129.48,27.59,20.84,4.44,23.2,-2.36,2.877,1.667,2.95,0.151,0.0171,3.28,18.0,2.0,1804562759,204353771
2026-07-11,2026,7,Jul,28,PKS Bukit Sekawan,PKS-BSK,Kalimantan Tengah,60,633.4,10.8,97.7,134.22,28.5,21.19,4.5,23.2,-2.01,2.84,1.626,2.78,0.156,0.0197,2.92,16.1,1.4,1870624140,177436685
2026-07-13,2026,7,Jul,29,PKS Bukit Sekawan,PKS-BSK,Kalimantan Tengah,60,635.7,12.2,86.8,135.15,27.72,21.26,4.36,23.2,-1.94,2.73,1.837,2.87,0.154,0.019,3.73,16.7,0.1,1883585550,171879167
2026-07-14,2026,7,Jul,29,PKS Bukit Sekawan,PKS-BSK,Kalimantan Tengah,60,626.8,10.7,97.6,131.38,26.89,20.96,4.29,23.2,-2.24,2.84,1.885,2.63,0.183,0.0156,3.62,16.8,2.2,1831043060,195679939
2026-07-15,2026,7,Jul,29,PKS Bukit Sekawan,PKS-BSK,Kalimantan Tengah,60,588.4,11.9,82.4,122.5,25.95,20.82,4.41,23.2,-2.38,2.775,1.819,2.95,0.183,0.0223,3.78,19.4,2.3,1707282500,195172633
2026-07-16,2026,7,Jul,29,PKS Bukit Sekawan,PKS-BSK,Kalimantan Tengah,60,599.5,10.2,98.0,125.24,25.78,20.89,4.3,23.2,-2.31,2.872,1.782,2.62,0.148,0.0195,2.6,19.8,1.6,1745469880,193005847
2026-07-17,2026,7,Jul,29,PKS Bukit Sekawan,PKS-BSK,Kalimantan Tengah,60,663.9,12.7,87.1,140.48,28.28,21.16,4.26,23.2,-2.04,2.78,1.857,2.62,0.137,0.0191,3.3,16.2,1.2,1957869759,188756595
2026-07-18,2026,7,Jul,29,PKS Bukit Sekawan,PKS-BSK,Kalimantan Tengah,60,633.5,11.3,93.4,131.2,28.13,20.71,4.44,23.2,-2.49,2.919,1.738,3.07,0.121,0.012,4.07,16.1,2.3,1828534399,219844328
2026-07-20,2026,7,Jul,30,PKS Bukit Sekawan,PKS-BSK,Kalimantan Tengah,60,668.2,13.3,83.7,140.26,29.67,20.99,4.44,23.2,-2.21,2.763,1.744,3.16,0.149,0.0204,3.78,20.1,1.6,1954803619,205810745
2026-07-21,2026,7,Jul,30,PKS Bukit Sekawan,PKS-BSK,Kalimantan Tengah,60,612.8,12.4,82.4,127.77,26.53,20.85,4.33,23.2,-2.35,2.766,1.823,2.76,0.152,0.0298,3.42,17.9,0.8,1780730490,200703949
2026-07-22,2026,7,Jul,30,PKS Bukit Sekawan,PKS-BSK,Kalimantan Tengah,60,614.7,12.1,84.7,128.84,26.99,20.96,4.39,23.2,-2.24,2.893,1.775,3.04,0.147,0.0213,3.01,20.5,1.5,1795643080,191902455
2026-07-23,2026,7,Jul,30,PKS Bukit Sekawan,PKS-BSK,Kalimantan Tengah,60,593.5,11.8,83.8,124.69,25.76,21.01,4.34,23.2,-2.19,2.853,1.771,3.03,0.162,0.0124,3.62,17.9,2.4,1737804530,181148248
2026-07-24,2026,7,Jul,30,PKS Bukit Sekawan,PKS-BSK,Kalimantan Tengah,60,688.0,13.2,86.9,145.17,29.58,21.1,4.3,23.2,-2.1,2.797,1.861,3.11,0.161,0.0204,3.5,20.0,1.5,2023234289,201361775
2026-07-25,2026,7,Jul,30,PKS Bukit Sekawan,PKS-BSK,Kalimantan Tengah,60,664.5,11.9,93.1,141.01,28.37,21.22,4.27,23.2,-1.98,2.71,1.889,3.11,0.181,0.0188,3.31,18.3,3.1,1965256369,183370502
2026-07-27,2026,7,Jul,31,PKS Bukit Sekawan,PKS-BSK,Kalimantan Tengah,60,581.0,9.9,97.8,122.77,25.74,21.13,4.43,23.2,-2.07,2.666,1.79,2.92,0.113,0.0189,3.49,17.7,2.9,1711045490,167616117
2026-07-28,2026,7,Jul,31,PKS Bukit Sekawan,PKS-BSK,Kalimantan Tengah,60,633.1,12.0,87.9,132.0,27.41,20.85,4.33,23.2,-2.35,2.665,1.78,2.97,0.217,0.0265,3.62,20.6,2.2,1839684000,207352595
2026-07-29,2026,7,Jul,31,PKS Bukit Sekawan,PKS-BSK,Kalimantan Tengah,60,614.1,10.6,96.6,128.9,26.28,20.99,4.28,23.2,-2.21,2.634,1.776,2.8,0.157,0.0242,2.79,16.5,1.1,1796479300,189147528
2026-07-30,2026,7,Jul,31,PKS Bukit Sekawan,PKS-BSK,Kalimantan Tengah,60,566.7,11.2,84.3,119.35,24.48,21.06,4.32,23.2,-2.14,2.687,1.787,2.97,0.154,0.0148,2.54,16.2,1.9,1663380950,169019295
2026-07-31,2026,7,Jul,31,PKS Bukit Sekawan,PKS-BSK,Kalimantan Tengah,60,646.3,12.6,85.5,135.4,28.57,20.95,4.42,23.2,-2.25,2.977,1.723,2.85,0.145,0.0228,2.72,17.4,3.9,1887069800,202668369
2026-01-01,2026,1,Jan,1,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,566.3,13.4,93.9,127.02,25.88,22.43,4.57,23.2,-0.77,1.672,1.372,2.59,0.18,0.0209,3.25,15.3,1.2,1668407700,57275298
2026-01-02,2026,1,Jan,1,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,522.5,12.3,94.4,119.76,23.72,22.92,4.54,23.2,-0.28,1.544,1.244,2.7,0.106,0.0191,2.6,11.1,0.2,1573047600,19216504
2026-01-03,2026,1,Jan,1,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,538.3,13.6,88.0,122.46,24.87,22.75,4.62,23.2,-0.45,1.695,1.292,2.66,0.165,0.0228,2.42,13.1,2.0,1608512100,31817567
2026-01-05,2026,1,Jan,2,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,514.5,12.2,93.7,117.92,23.82,22.92,4.63,23.2,-0.28,1.713,1.325,2.61,0.117,0.0175,2.41,13.3,1.1,1548879200,18922280
2026-01-06,2026,1,Jan,2,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,575.9,13.2,97.0,129.06,25.92,22.41,4.5,23.2,-0.79,1.694,1.414,2.87,0.157,0.0208,3.07,16.3,0.7,1695203100,59759127
2026-01-07,2026,1,Jan,2,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,497.1,12.0,92.1,112.39,22.62,22.61,4.55,23.2,-0.59,1.627,1.326,2.75,0.165,0.0127,2.64,12.9,0.8,1476242650,38523510
2026-01-08,2026,1,Jan,2,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,513.1,12.1,94.2,116.37,23.91,22.68,4.66,23.2,-0.52,1.739,1.336,2.41,0.168,0.0135,2.95,13.0,2.5,1528519950,35045756
2026-01-09,2026,1,Jan,2,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,548.3,13.4,90.9,123.53,25.44,22.53,4.64,23.2,-0.67,1.729,1.322,2.75,0.127,0.0206,2.3,10.4,1.8,1622566550,48252867
2026-01-10,2026,1,Jan,2,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,525.4,13.8,84.6,118.64,24.01,22.58,4.57,23.2,-0.62,1.675,1.351,2.88,0.146,0.0185,2.88,14.6,1.2,1558336400,42786999
2026-01-12,2026,1,Jan,3,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,577.3,15.0,85.5,130.53,26.79,22.61,4.64,23.2,-0.59,1.647,1.419,2.8,0.227,0.0169,2.12,16.1,1.2,1714511550,44738729
2026-01-13,2026,1,Jan,3,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,482.1,12.8,83.7,110.26,22.13,22.87,4.59,23.2,-0.33,1.682,1.367,2.83,0.102,0.0144,1.81,15.5,1.8,1448265100,20896865
2026-01-14,2026,1,Jan,3,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,556.6,13.6,90.9,126.85,25.16,22.79,4.52,23.2,-0.41,1.679,1.372,2.94,0.165,0.012,2.3,15.7,2.0,1666174750,29974858
2026-01-15,2026,1,Jan,3,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,514.8,12.7,90.1,117.37,23.47,22.8,4.56,23.2,-0.4,1.686,1.385,2.7,0.184,0.0215,2.0,11.7,0.0,1541654950,27047591
2026-01-16,2026,1,Jan,3,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,500.2,12.3,90.4,113.35,23.31,22.66,4.66,23.2,-0.54,1.695,1.299,2.67,0.159,0.0244,2.89,14.6,1.7,1488852250,35478685
2026-01-17,2026,1,Jan,3,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,550.8,12.9,94.9,125.09,25.67,22.71,4.66,23.2,-0.49,1.687,1.448,2.58,0.148,0.0241,3.42,12.7,0.8,1643057150,35450314
2026-01-19,2026,1,Jan,4,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,490.6,12.8,85.2,112.2,22.57,22.87,4.6,23.2,-0.33,1.645,1.32,2.87,0.141,0.0218,1.99,13.8,0.8,1473747000,21265302
2026-01-20,2026,1,Jan,4,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,503.9,12.8,87.5,115.04,24.14,22.83,4.79,23.2,-0.37,1.681,1.267,2.9,0.19,0.0205,2.19,16.1,1.6,1511050400,24489288
2026-01-21,2026,1,Jan,4,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,543.2,14.6,82.7,124.94,25.48,23.0,4.69,23.2,-0.2,1.637,1.331,2.58,0.214,0.0129,2.33,14.6,0.0,1641086900,14269863
2026-01-22,2026,1,Jan,4,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,560.4,13.8,90.2,126.37,26.11,22.55,4.66,23.2,-0.65,1.624,1.412,3.0,0.199,0.0198,2.91,14.5,1.9,1659869950,47845550
2026-01-23,2026,1,Jan,4,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,486.4,12.5,86.5,110.95,22.47,22.81,4.62,23.2,-0.39,1.652,1.422,2.5,0.168,0.0182,3.0,13.7,2.1,1457328250,24916569
2026-01-24,2026,1,Jan,4,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,579.5,14.4,89.4,130.56,26.54,22.53,4.58,23.2,-0.67,1.712,1.269,2.45,0.167,0.0285,2.73,13.9,1.6,1714905600,50998607
2026-01-26,2026,1,Jan,5,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,530.2,13.8,85.4,120.3,24.18,22.69,4.56,23.2,-0.51,1.728,1.354,2.37,0.161,0.0215,3.12,11.5,0.8,1580140500,35517302
2026-01-27,2026,1,Jan,5,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,551.6,14.8,82.8,125.49,25.32,22.75,4.59,23.2,-0.45,1.621,1.378,2.64,0.17,0.0246,1.96,13.9,1.0,1648311150,32603696
2026-01-28,2026,1,Jan,5,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,505.8,13.1,85.8,114.77,23.52,22.69,4.65,23.2,-0.51,1.63,1.235,2.84,0.147,0.0163,2.93,13.7,1.2,1507503950,33882783
2026-01-29,2026,1,Jan,5,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,455.8,11.1,91.3,104.2,20.97,22.86,4.6,23.2,-0.34,1.647,1.413,2.6,0.173,0.0121,2.52,14.3,1.6,1368667000,20355572
