Tanggal,Tahun,Bulan,NamaBulan,EstateKode,Estate,Wilayah,CurahHujan_mm,HariHujan,HariKerjaEfektif
2026-02-10,2026,2,Feb,SRK,Estate Sungai Rangkat,Kalimantan Barat,24.2,1,1
2026-02-10,2026,2,Feb,LDP,Estate Landak Permai,Kalimantan Barat,0.0,0,1
2026-02-10,2026,2,Feb,RKJ,Estate Rokan Jaya,Riau,0.0,0,1
2026-02-10,2026,2,Feb,KPS,Estate Kampar Sentosa,Riau,16.9,1,1
2026-02-11,2026,2,Feb,BSK,Estate Bukit Sekawan,Kalimantan Tengah,0.0,0,1
2026-02-11,2026,2,Feb,TJL,Estate Tanjung Lestari,Kalimantan Tengah,0.0,0,1
2026-02-11,2026,2,Feb,MRA,Estate Muara Alam,Kalimantan Tengah,0.0,0,1
2026-02-11,2026,2,Feb,SRK,Estate Sungai Rangkat,Kalimantan Barat,0.0,0,1
2026-02-11,2026,2,Feb,LDP,Estate Landak Permai,Kalimantan Barat,0.0,0,1
2026-02-11,2026,2,Feb,RKJ,Estate Rokan Jaya,Riau,0.0,0,1
2026-02-11,2026,2,Feb,KPS,Estate Kampar Sentosa,Riau,5.3,1,1
2026-02-12,2026,2,Feb,BSK,Estate Bukit Sekawan,Kalimantan Tengah,16.8,1,1
2026-02-12,2026,2,Feb,TJL,Estate Tanjung Lestari,Kalimantan Tengah,22.6,1,1
2026-02-12,2026,2,Feb,MRA,Estate Muara Alam,Kalimantan Tengah,0.0,0,1
2026-02-12,2026,2,Feb,SRK,Estate Sungai Rangkat,Kalimantan Barat,33.1,1,1
2026-02-12,2026,2,Feb,LDP,Estate Landak Permai,Kalimantan Barat,0.0,0,1
2026-02-12,2026,2,Feb,RKJ,Estate Rokan Jaya,Riau,0.0,0,1
2026-02-12,2026,2,Feb,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-02-13,2026,2,Feb,BSK,Estate Bukit Sekawan,Kalimantan Tengah,0.0,0,1
2026-02-13,2026,2,Feb,TJL,Estate Tanjung Lestari,Kalimantan Tengah,0.0,0,1
2026-02-13,2026,2,Feb,MRA,Estate Muara Alam,Kalimantan Tengah,0.0,0,1
2026-02-13,2026,2,Feb,SRK,Estate Sungai Rangkat,Kalimantan Barat,0.0,0,1
2026-02-13,2026,2,Feb,LDP,Estate Landak Permai,Kalimantan Barat,27.5,1,1
2026-02-13,2026,2,Feb,RKJ,Estate Rokan Jaya,Riau,44.5,1,1
2026-02-13,2026,2,Feb,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-02-14,2026,2,Feb,BSK,Estate Bukit Sekawan,Kalimantan Tengah,0.0,0,1
2026-02-14,2026,2,Feb,TJL,Estate Tanjung Lestari,Kalimantan Tengah,28.2,1,1
2026-02-14,2026,2,Feb,MRA,Estate Muara Alam,Kalimantan Tengah,0.0,0,1
2026-02-14,2026,2,Feb,SRK,Estate Sungai Rangkat,Kalimantan Barat,0.0,0,1
2026-02-14,2026,2,Feb,LDP,Estate Landak Permai,Kalimantan Barat,3.6,1,1
2026-02-14,2026,2,Feb,RKJ,Estate Rokan Jaya,Riau,0.0,0,1
2026-02-14,2026,2,Feb,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-02-15,2026,2,Feb,BSK,Estate Bukit Sekawan,Kalimantan Tengah,38.8,1,1
2026-02-15,2026,2,Feb,TJL,Estate Tanjung Lestari,Kalimantan Tengah,0.0,0,1
2026-02-15,2026,2,Feb,MRA,Estate Muara Alam,Kalimantan Tengah,24.5,1,1
2026-02-15,2026,2,Feb,SRK,Estate Sungai Rangkat,Kalimantan Barat,0.0,0,1
2026-02-15,2026,2,Feb,LDP,Estate Landak Permai,Kalimantan Barat,0.0,0,1
2026-02-15,2026,2,Feb,RKJ,Estate Rokan Jaya,Riau,0.0,0,1
2026-02-15,2026,2,Feb,KPS,Estate Kampar Sentosa,Riau,11.0,1,1
2026-02-16,2026,2,Feb,BSK,Estate Bukit Sekawan,Kalimantan Tengah,13.1,1,1
2026-02-16,2026,2,Feb,TJL,Estate Tanjung Lestari,Kalimantan Tengah,0.0,0,1
2026-02-16,2026,2,Feb,MRA,Estate Muara Alam,Kalimantan Tengah,0.0,0,1
2026-02-16,2026,2,Feb,SRK,Estate Sungai Rangkat,Kalimantan Barat,11.0,1,1
2026-02-16,2026,2,Feb,LDP,Estate Landak Permai,Kalimantan Barat,24.3,1,1
2026-02-16,2026,2,Feb,RKJ,Estate Rokan Jaya,Riau,0.0,0,1
2026-02-16,2026,2,Feb,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-02-17,2026,2,Feb,BSK,Estate Bukit Sekawan,Kalimantan Tengah,22.0,1,1
2026-02-17,2026,2,Feb,TJL,Estate Tanjung Lestari,Kalimantan Tengah,27.8,1,1
2026-02-17,2026,2,Feb,MRA,Estate Muara Alam,Kalimantan Tengah,0.0,0,1
2026-02-17,2026,2,Feb,SRK,Estate Sungai Rangkat,Kalimantan Barat,0.0,0,1
2026-02-17,2026,2,Feb,LDP,Estate Landak Permai,Kalimantan Barat,7.2,1,1
2026-02-17,2026,2,Feb,RKJ,Estate Rokan Jaya,Riau,51.8,1,1
2026-02-17,2026,2,Feb,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-02-18,2026,2,Feb,BSK,Estate Bukit Sekawan,Kalimantan Tengah,0.0,0,1
2026-02-18,2026,2,Feb,TJL,Estate Tanjung Lestari,Kalimantan Tengah,32.4,1,1
2026-02-18,2026,2,Feb,MRA,Estate Muara Alam,Kalimantan Tengah,0.0,0,1
2026-02-18,2026,2,Feb,SRK,Estate Sungai Rangkat,Kalimantan Barat,0.0,0,1
2026-02-18,2026,2,Feb,LDP,Estate Landak Permai,Kalimantan Barat,3.5,1,1
2026-02-18,2026,2,Feb,RKJ,Estate Rokan Jaya,Riau,15.2,1,1
2026-02-18,2026,2,Feb,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-02-19,2026,2,Feb,BSK,Estate Bukit Sekawan,Kalimantan Tengah,0.0,0,1
2026-02-19,2026,2,Feb,TJL,Estate Tanjung Lestari,Kalimantan Tengah,0.0,0,1
2026-02-19,2026,2,Feb,MRA,Estate Muara Alam,Kalimantan Tengah,45.8,1,1
2026-02-19,2026,2,Feb,SRK,Estate Sungai Rangkat,Kalimantan Barat,54.3,1,1
2026-02-19,2026,2,Feb,LDP,Estate Landak Permai,Kalimantan Barat,22.0,1,1
2026-02-19,2026,2,Feb,RKJ,Estate Rokan Jaya,Riau,0.0,0,1
2026-02-19,2026,2,Feb,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-02-20,2026,2,Feb,BSK,Estate Bukit Sekawan,Kalimantan Tengah,17.1,1,1
2026-02-20,2026,2,Feb,TJL,Estate Tanjung Lestari,Kalimantan Tengah,0.0,0,1
2026-02-20,2026,2,Feb,MRA,Estate Muara Alam,Kalimantan Tengah,0.0,0,1
2026-02-20,2026,2,Feb,SRK,Estate Sungai Rangkat,Kalimantan Barat,0.0,0,1
2026-02-20,2026,2,Feb,LDP,Estate Landak Permai,Kalimantan Barat,0.0,0,1
2026-02-20,2026,2,Feb,RKJ,Estate Rokan Jaya,Riau,0.0,0,1
2026-02-20,2026,2,Feb,KPS,Estate Kampar Sentosa,Riau,14.4,1,1
2026-02-21,2026,2,Feb,BSK,Estate Bukit Sekawan,Kalimantan Tengah,47.8,1,1
2026-02-21,2026,2,Feb,TJL,Estate Tanjung Lestari,Kalimantan Tengah,0.0,0,1
2026-02-21,2026,2,Feb,MRA,Estate Muara Alam,Kalimantan Tengah,0.0,0,1
2026-02-21,2026,2,Feb,SRK,Estate Sungai Rangkat,Kalimantan Barat,13.7,1,1
2026-02-21,2026,2,Feb,LDP,Estate Landak Permai,Kalimantan Barat,14.9,1,1
2026-02-21,2026,2,Feb,RKJ,Estate Rokan Jaya,Riau,0.0,0,1
2026-02-21,2026,2,Feb,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-02-22,2026,2,Feb,BSK,Estate Bukit Sekawan,Kalimantan Tengah,0.0,0,1
2026-02-22,2026,2,Feb,TJL,Estate Tanjung Lestari,Kalimantan Tengah,19.4,1,1
2026-02-22,2026,2,Feb,MRA,Estate Muara Alam,Kalimantan Tengah,0.0,0,1
2026-02-22,2026,2,Feb,SRK,Estate Sungai Rangkat,Kalimantan Barat,0.0,0,1
2026-02-22,2026,2,Feb,LDP,Estate Landak Permai,Kalimantan Barat,0.0,0,1
2026-02-22,2026,2,Feb,RKJ,Estate Rokan Jaya,Riau,0.0,0,1
2026-02-22,2026,2,Feb,KPS,Estate Kampar Sentosa,Riau,14.5,1,1
2026-02-23,2026,2,Feb,BSK,Estate Bukit Sekawan,Kalimantan Tengah,0.0,0,1
2026-02-23,2026,2,Feb,TJL,Estate Tanjung Lestari,Kalimantan Tengah,0.0,0,1
2026-02-23,2026,2,Feb,MRA,Estate Muara Alam,Kalimantan Tengah,0.0,0,1
2026-02-23,2026,2,Feb,SRK,Estate Sungai Rangkat,Kalimantan Barat,28.4,1,1
2026-02-23,2026,2,Feb,LDP,Estate Landak Permai,Kalimantan Barat,0.0,0,1
2026-02-23,2026,2,Feb,RKJ,Estate Rokan Jaya,Riau,40.0,1,1
2026-02-23,2026,2,Feb,KPS,Estate Kampar Sentosa,Riau,44.5,1,1
2026-02-24,2026,2,Feb,BSK,Estate Bukit Sekawan,Kalimantan Tengah,4.8,1,1
2026-02-24,2026,2,Feb,TJL,Estate Tanjung Lestari,Kalimantan Tengah,29.3,1,1
2026-02-24,2026,2,Feb,MRA,Estate Muara Alam,Kalimantan Tengah,0.0,0,1
2026-02-24,2026,2,Feb,SRK,Estate Sungai Rangkat,Kalimantan Barat,21.8,1,1
2026-02-24,2026,2,Feb,LDP,Estate Landak Permai,Kalimantan Barat,0.0,0,1
2026-02-24,2026,2,Feb,RKJ,Estate Rokan Jaya,Riau,23.8,1,1
2026-02-24,2026,2,Feb,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-02-25,2026,2,Feb,BSK,Estate Bukit Sekawan,Kalimantan Tengah,68.2,1,0
2026-02-25,2026,2,Feb,TJL,Estate Tanjung Lestari,Kalimantan Tengah,20.9,1,1
2026-02-25,2026,2,Feb,MRA,Estate Muara Alam,Kalimantan Tengah,0.0,0,1
2026-02-25,2026,2,Feb,SRK,Estate Sungai Rangkat,Kalimantan Barat,0.0,0,1
2026-02-25,2026,2,Feb,LDP,Estate Landak Permai,Kalimantan Barat,0.0,0,1
2026-02-25,2026,2,Feb,RKJ,Estate Rokan Jaya,Riau,0.0,0,1
2026-02-25,2026,2,Feb,KPS,Estate Kampar Sentosa,Riau,23.2,1,1
2026-02-26,2026,2,Feb,BSK,Estate Bukit Sekawan,Kalimantan Tengah,37.5,1,1
2026-02-26,2026,2,Feb,TJL,Estate Tanjung Lestari,Kalimantan Tengah,32.9,1,1
2026-02-26,2026,2,Feb,MRA,Estate Muara Alam,Kalimantan Tengah,25.8,1,1
2026-02-26,2026,2,Feb,SRK,Estate Sungai Rangkat,Kalimantan Barat,0.0,0,1
2026-02-26,2026,2,Feb,LDP,Estate Landak Permai,Kalimantan Barat,0.0,0,1
2026-02-26,2026,2,Feb,RKJ,Estate Rokan Jaya,Riau,0.0,0,1
2026-02-26,2026,2,Feb,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-02-27,2026,2,Feb,BSK,Estate Bukit Sekawan,Kalimantan Tengah,0.0,0,1
2026-02-27,2026,2,Feb,TJL,Estate Tanjung Lestari,Kalimantan Tengah,0.0,0,1
2026-02-27,2026,2,Feb,MRA,Estate Muara Alam,Kalimantan Tengah,21.8,1,1
2026-02-27,2026,2,Feb,SRK,Estate Sungai Rangkat,Kalimantan Barat,15.2,1,1
2026-02-27,2026,2,Feb,LDP,Estate Landak Permai,Kalimantan Barat,0.0,0,1
2026-02-27,2026,2,Feb,RKJ,Estate Rokan Jaya,Riau,0.0,0,1
2026-02-27,2026,2,Feb,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-02-28,2026,2,Feb,BSK,Estate Bukit Sekawan,Kalimantan Tengah,22.4,1,1
2026-02-28,2026,2,Feb,TJL,Estate Tanjung Lestari,Kalimantan Tengah,19.0,1,1
2026-02-28,2026,2,Feb,MRA,Estate Muara Alam,Kalimantan Tengah,11.7,1,1
2026-02-28,2026,2,Feb,SRK,Estate Sungai Rangkat,Kalimantan Barat,0.0,0,1
2026-02-28,2026,2,Feb,LDP,Estate Landak Permai,Kalimantan Barat,13.8,1,1
2026-02-28,2026,2,Feb,RKJ,Estate Rokan Jaya,Riau,28.5,1,1
2026-02-28,2026,2,Feb,KPS,Estate Kampar Sentosa,Riau,21.4,1,1
2026-03-01,2026,3,Mar,BSK,Estate Bukit Sekawan,Kalimantan Tengah,0.0,0,1
2026-03-01,2026,3,Mar,TJL,Estate Tanjung Lestari,Kalimantan Tengah,13.2,1,1
2026-03-01,2026,3,Mar,MRA,Estate Muara Alam,Kalimantan Tengah,0.0,0,1
2026-03-01,2026,3,Mar,SRK,Estate Sungai Rangkat,Kalimantan Barat,19.1,1,1
2026-03-01,2026,3,Mar,LDP,Estate Landak Permai,Kalimantan Barat,27.3,1,1
2026-03-01,2026,3,Mar,RKJ,Estate Rokan Jaya,Riau,0.0,0,1
2026-03-01,2026,3,Mar,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-03-02,2026,3,Mar,BSK,Estate Bukit Sekawan,Kalimantan Tengah,50.4,1,1
2026-03-02,2026,3,Mar,TJL,Estate Tanjung Lestari,Kalimantan Tengah,23.6,1,1
2026-03-02,2026,3,Mar,MRA,Estate Muara Alam,Kalimantan Tengah,14.1,1,1
2026-03-02,2026,3,Mar,SRK,Estate Sungai Rangkat,Kalimantan Barat,0.0,0,1
2026-03-02,2026,3,Mar,LDP,Estate Landak Permai,Kalimantan Barat,10.4,1,1
2026-03-02,2026,3,Mar,RKJ,Estate Rokan Jaya,Riau,6.7,1,1
2026-03-02,2026,3,Mar,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-03-03,2026,3,Mar,BSK,Estate Bukit Sekawan,Kalimantan Tengah,14.1,1,1
2026-03-03,2026,3,Mar,TJL,Estate Tanjung Lestari,Kalimantan Tengah,0.0,0,1
2026-03-03,2026,3,Mar,MRA,Estate Muara Alam,Kalimantan Tengah,0.0,0,1
2026-03-03,2026,3,Mar,SRK,Estate Sungai Rangkat,Kalimantan Barat,0.0,0,1
2026-03-03,2026,3,Mar,LDP,Estate Landak Permai,Kalimantan Barat,34.7,1,1
2026-03-03,2026,3,Mar,RKJ,Estate Rokan Jaya,Riau,0.0,0,1
2026-03-03,2026,3,Mar,KPS,Estate Kampar Sentosa,Riau,15.4,1,1
2026-03-04,2026,3,Mar,BSK,Estate Bukit Sekawan,Kalimantan Tengah,4.1,1,1
2026-03-04,2026,3,Mar,TJL,Estate Tanjung Lestari,Kalimantan Tengah,26.9,1,1
2026-03-04,2026,3,Mar,MRA,Estate Muara Alam,Kalimantan Tengah,0.0,0,1
2026-03-04,2026,3,Mar,SRK,Estate Sungai Rangkat,Kalimantan Barat,0.0,0,1
2026-03-04,2026,3,Mar,LDP,Estate Landak Permai,Kalimantan Barat,0.0,0,1
2026-03-04,2026,3,Mar,RKJ,Estate Rokan Jaya,Riau,8.2,1,1
2026-03-04,2026,3,Mar,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-03-05,2026,3,Mar,BSK,Estate Bukit Sekawan,Kalimantan Tengah,40.5,1,1
2026-03-05,2026,3,Mar,TJL,Estate Tanjung Lestari,Kalimantan Tengah,17.3,1,1
2026-03-05,2026,3,Mar,MRA,Estate Muara Alam,Kalimantan Tengah,10.2,1,1
2026-03-05,2026,3,Mar,SRK,Estate Sungai Rangkat,Kalimantan Barat,0.0,0,1
2026-03-05,2026,3,Mar,LDP,Estate Landak Permai,Kalimantan Barat,15.7,1,1
2026-03-05,2026,3,Mar,RKJ,Estate Rokan Jaya,Riau,14.2,1,1
2026-03-05,2026,3,Mar,KPS,Estate Kampar Sentosa,Riau,19.8,1,1
2026-03-06,2026,3,Mar,BSK,Estate Bukit Sekawan,Kalimantan Tengah,34.5,1,1
2026-03-06,2026,3,Mar,TJL,Estate Tanjung Lestari,Kalimantan Tengah,0.0,0,1
2026-03-06,2026,3,Mar,MRA,Estate Muara Alam,Kalimantan Tengah,0.0,0,1
2026-03-06,2026,3,Mar,SRK,Estate Sungai Rangkat,Kalimantan Barat,29.6,1,1
2026-03-06,2026,3,Mar,LDP,Estate Landak Permai,Kalimantan Barat,26.0,1,1
2026-03-06,2026,3,Mar,RKJ,Estate Rokan Jaya,Riau,0.0,0,1
2026-03-06,2026,3,Mar,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-03-07,2026,3,Mar,BSK,Estate Bukit Sekawan,Kalimantan Tengah,18.1,1,1
2026-03-07,2026,3,Mar,TJL,Estate Tanjung Lestari,Kalimantan Tengah,0.0,0,1
2026-03-07,2026,3,Mar,MRA,Estate Muara Alam,Kalimantan Tengah,0.0,0,1
2026-03-07,2026,3,Mar,SRK,Estate Sungai Rangkat,Kalimantan Barat,39.7,1,1
2026-03-07,2026,3,Mar,LDP,Estate Landak Permai,Kalimantan Barat,0.0,0,1
2026-03-07,2026,3,Mar,RKJ,Estate Rokan Jaya,Riau,0.0,0,1
2026-03-07,2026,3,Mar,KPS,Estate Kampar Sentosa,Riau,13.8,1,1
2026-03-08,2026,3,Mar,BSK,Estate Bukit Sekawan,Kalimantan Tengah,0.0,0,1
2026-03-08,2026,3,Mar,TJL,Estate Tanjung Lestari,Kalimantan Tengah,0.0,0,1
2026-03-08,2026,3,Mar,MRA,Estate Muara Alam,Kalimantan Tengah,20.6,1,1
2026-03-08,2026,3,Mar,SRK,Estate Sungai Rangkat,Kalimantan Barat,0.0,0,1
2026-03-08,2026,3,Mar,LDP,Estate Landak Permai,Kalimantan Barat,34.9,1,1
2026-03-08,2026,3,Mar,RKJ,Estate Rokan Jaya,Riau,0.0,0,1
2026-03-08,2026,3,Mar,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-03-09,2026,3,Mar,BSK,Estate Bukit Sekawan,Kalimantan Tengah,0.0,0,1
2026-03-09,2026,3,Mar,TJL,Estate Tanjung Lestari,Kalimantan Tengah,0.0,0,1
2026-03-09,2026,3,Mar,MRA,Estate Muara Alam,Kalimantan Tengah,0.0,0,1
2026-03-09,2026,3,Mar,SRK,Estate Sungai Rangkat,Kalimantan Barat,9.7,1,1
2026-03-09,2026,3,Mar,LDP,Estate Landak Permai,Kalimantan Barat,0.0,0,1
2026-03-09,2026,3,Mar,RKJ,Estate Rokan Jaya,Riau,29.3,1,1
2026-03-09,2026,3,Mar,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-03-10,2026,3,Mar,BSK,Estate Bukit Sekawan,Kalimantan Tengah,0.0,0,1
2026-03-10,2026,3,Mar,TJL,Estate Tanjung Lestari,Kalimantan Tengah,30.2,1,1
2026-03-10,2026,3,Mar,MRA,Estate Muara Alam,Kalimantan Tengah,20.4,1,1
2026-03-10,2026,3,Mar,SRK,Estate Sungai Rangkat,Kalimantan Barat,0.0,0,1
2026-03-10,2026,3,Mar,LDP,Estate Landak Permai,Kalimantan Barat,0.0,0,1
2026-03-10,2026,3,Mar,RKJ,Estate Rokan Jaya,Riau,0.0,0,1
2026-03-10,2026,3,Mar,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-03-11,2026,3,Mar,BSK,Estate Bukit Sekawan,Kalimantan Tengah,0.0,0,1
2026-03-11,2026,3,Mar,TJL,Estate Tanjung Lestari,Kalimantan Tengah,10.5,1,1
2026-03-11,2026,3,Mar,MRA,Estate Muara Alam,Kalimantan Tengah,0.0,0,1
2026-03-11,2026,3,Mar,SRK,Estate Sungai Rangkat,Kalimantan Barat,0.0,0,1
2026-03-11,2026,3,Mar,LDP,Estate Landak Permai,Kalimantan Barat,14.7,1,1
2026-03-11,2026,3,Mar,RKJ,Estate Rokan Jaya,Riau,0.0,0,1
2026-03-11,2026,3,Mar,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-03-12,2026,3,Mar,BSK,Estate Bukit Sekawan,Kalimantan Tengah,0.0,0,1
2026-03-12,2026,3,Mar,TJL,Estate Tanjung Lestari,Kalimantan Tengah,16.3,1,1
2026-03-12,2026,3,Mar,MRA,Estate Muara Alam,Kalimantan Tengah,19.6,1,1
2026-03-12,2026,3,Mar,SRK,Estate Sungai Rangkat,Kalimantan Barat,7.0,1,1
2026-03-12,2026,3,Mar,LDP,Estate Landak Permai,Kalimantan Barat,0.0,0,1
2026-03-12,2026,3,Mar,RKJ,Estate Rokan Jaya,Riau,0.0,0,1
2026-03-12,2026,3,Mar,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-03-13,2026,3,Mar,BSK,Estate Bukit Sekawan,Kalimantan Tengah,33.8,1,1
2026-03-13,2026,3,Mar,TJL,Estate Tanjung Lestari,Kalimantan Tengah,11.5,1,1
2026-03-13,2026,3,Mar,MRA,Estate Muara Alam,Kalimantan Tengah,0.0,0,1
2026-03-13,2026,3,Mar,SRK,Estate Sungai Rangkat,Kalimantan Barat,0.0,0,1
2026-03-13,2026,3,Mar,LDP,Estate Landak Permai,Kalimantan Barat,21.0,1,1
2026-03-13,2026,3,Mar,RKJ,Estate Rokan Jaya,Riau,0.0,0,1
2026-03-13,2026,3,Mar,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-03-14,2026,3,Mar,BSK,Estate Bukit Sekawan,Kalimantan Tengah,24.1,1,1
2026-03-14,2026,3,Mar,TJL,Estate Tanjung Lestari,Kalimantan Tengah,24.1,1,1
2026-03-14,2026,3,Mar,MRA,Estate Muara Alam,Kalimantan Tengah,0.0,0,1
2026-03-14,2026,3,Mar,SRK,Estate Sungai Rangkat,Kalimantan Barat,0.0,0,1
2026-03-14,2026,3,Mar,LDP,Estate Landak Permai,Kalimantan Barat,0.0,0,1
2026-03-14,2026,3,Mar,RKJ,Estate Rokan Jaya,Riau,0.0,0,1
2026-03-14,2026,3,Mar,KPS,Estate Kampar Sentosa,Riau,33.9,1,1
2026-03-15,2026,3,Mar,BSK,Estate Bukit Sekawan,Kalimantan Tengah,0.0,0,1
2026-03-15,2026,3,Mar,TJL,Estate Tanjung Lestari,Kalimantan Tengah,22.6,1,1
2026-03-15,2026,3,Mar,MRA,Estate Muara Alam,Kalimantan Tengah,29.2,1,1
2026-03-15,2026,3,Mar,SRK,Estate Sungai Rangkat,Kalimantan Barat,46.4,1,1
2026-03-15,2026,3,Mar,LDP,Estate Landak Permai,Kalimantan Barat,17.4,1,1
2026-03-15,2026,3,Mar,RKJ,Estate Rokan Jaya,Riau,9.4,1,1
2026-03-15,2026,3,Mar,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-03-16,2026,3,Mar,BSK,Estate Bukit Sekawan,Kalimantan Tengah,0.0,0,1
2026-03-16,2026,3,Mar,TJL,Estate Tanjung Lestari,Kalimantan Tengah,21.8,1,1
2026-03-16,2026,3,Mar,MRA,Estate Muara Alam,Kalimantan Tengah,0.0,0,1
2026-03-16,2026,3,Mar,SRK,Estate Sungai Rangkat,Kalimantan Barat,34.5,1,1
2026-03-16,2026,3,Mar,LDP,Estate Landak Permai,Kalimantan Barat,0.0,0,1
2026-03-16,2026,3,Mar,RKJ,Estate Rokan Jaya,Riau,9.1,1,1
2026-03-16,2026,3,Mar,KPS,Estate Kampar Sentosa,Riau,30.2,1,1
2026-03-17,2026,3,Mar,BSK,Estate Bukit Sekawan,Kalimantan Tengah,26.3,1,1
2026-03-17,2026,3,Mar,TJL,Estate Tanjung Lestari,Kalimantan Tengah,0.0,0,1
2026-03-17,2026,3,Mar,MRA,Estate Muara Alam,Kalimantan Tengah,0.0,0,1
2026-03-17,2026,3,Mar,SRK,Estate Sungai Rangkat,Kalimantan Barat,0.0,0,1
2026-03-17,2026,3,Mar,LDP,Estate Landak Permai,Kalimantan Barat,0.0,0,1
2026-03-17,2026,3,Mar,RKJ,Estate Rokan Jaya,Riau,22.2,1,1
2026-03-17,2026,3,Mar,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-03-18,2026,3,Mar,BSK,Estate Bukit Sekawan,Kalimantan Tengah,0.0,0,1
2026-03-18,2026,3,Mar,TJL,Estate Tanjung Lestari,Kalimantan Tengah,0.0,0,1
2026-03-18,2026,3,Mar,MRA,Estate Muara Alam,Kalimantan Tengah,46.6,1,1
2026-03-18,2026,3,Mar,SRK,Estate Sungai Rangkat,Kalimantan Barat,0.0,0,1
2026-03-18,2026,3,Mar,LDP,Estate Landak Permai,Kalimantan Barat,34.1,1,1
2026-03-18,2026,3,Mar,RKJ,Estate Rokan Jaya,Riau,4.4,1,1
2026-03-18,2026,3,Mar,KPS,Estate Kampar Sentosa,Riau,28.4,1,1
2026-03-19,2026,3,Mar,BSK,Estate Bukit Sekawan,Kalimantan Tengah,14.8,1,1
2026-03-19,2026,3,Mar,TJL,Estate Tanjung Lestari,Kalimantan Tengah,0.0,0,1
2026-03-19,2026,3,Mar,MRA,Estate Muara Alam,Kalimantan Tengah,44.8,1,1
2026-03-19,2026,3,Mar,SRK,Estate Sungai Rangkat,Kalimantan Barat,0.0,0,1
2026-03-19,2026,3,Mar,LDP,Estate Landak Permai,Kalimantan Barat,0.0,0,1
2026-03-19,2026,3,Mar,RKJ,Estate Rokan Jaya,Riau,10.5,1,1
2026-03-19,2026,3,Mar,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-03-20,2026,3,Mar,BSK,Estate Bukit Sekawan,Kalimantan Tengah,39.5,1,1
2026-03-20,2026,3,Mar,TJL,Estate Tanjung Lestari,Kalimantan Tengah,0.0,0,1
2026-03-20,2026,3,Mar,MRA,Estate Muara Alam,Kalimantan Tengah,25.7,1,1
2026-03-20,2026,3,Mar,SRK,Estate Sungai Rangkat,Kalimantan Barat,35.7,1,1
2026-03-20,2026,3,Mar,LDP,Estate Landak Permai,Kalimantan Barat,47.2,1,1
2026-03-20,2026,3,Mar,RKJ,Estate Rokan Jaya,Riau,31.1,1,1
2026-03-20,2026,3,Mar,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-03-21,2026,3,Mar,BSK,Estate Bukit Sekawan,Kalimantan Tengah,21.2,1,1
2026-03-21,2026,3,Mar,TJL,Estate Tanjung Lestari,Kalimantan Tengah,45.9,1,1
2026-03-21,2026,3,Mar,MRA,Estate Muara Alam,Kalimantan Tengah,11.1,1,1
2026-03-21,2026,3,Mar,SRK,Estate Sungai Rangkat,Kalimantan Barat,43.7,1,1
2026-03-21,2026,3,Mar,LDP,Estate Landak Permai,Kalimantan Barat,43.1,1,1
2026-03-21,2026,3,Mar,RKJ,Estate Rokan Jaya,Riau,0.0,0,1
2026-03-21,2026,3,Mar,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-03-22,2026,3,Mar,BSK,Estate Bukit Sekawan,Kalimantan Tengah,0.0,0,1
2026-03-22,2026,3,Mar,TJL,Estate Tanjung Lestari,Kalimantan Tengah,11.2,1,1
2026-03-22,2026,3,Mar,MRA,Estate Muara Alam,Kalimantan Tengah,0.0,0,1
2026-03-22,2026,3,Mar,SRK,Estate Sungai Rangkat,Kalimantan Barat,25.9,1,1
2026-03-22,2026,3,Mar,LDP,Estate Landak Permai,Kalimantan Barat,22.5,1,1
2026-03-22,2026,3,Mar,RKJ,Estate Rokan Jaya,Riau,10.5,1,1
2026-03-22,2026,3,Mar,KPS,Estate Kampar Sentosa,Riau,0.0,0,1
2026-03-23,2026,3,Mar,BSK,Estate Bukit Sekawan,Kalimantan Tengah,0.0,0,1
