SampelID,Tanggal,Bulan,NamaBulan,Minggu,PKS,KodePKS,Wilayah,KapasitasPKS_TonPerJam,Shift,Stasiun,JenisLosses,Basis,HasilAnalisa_Persen,StandarMaks_Persen,Deviasi_Persen,Status,Analis,MetodeUji,TBS_Olah_Ton,JamOlah,KapasitasTerpakai_Persen,SuhuRebusan_C,TekananRebusan_Bar,SiklusRebusan_Menit,TekananPress_Bar,JamOperasiPress_Kumulatif,JanjangMentahHariIni_Persen,RestanRata2_Jam
LS-001960,2026-02-11,2,Feb,7,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 1,Kernel di Cangkang (LTDS),Kernel Loss,% terhadap TBS olah,0.525,0.55,-0.025,Sesuai Standar,Nanda Wijaya,NMR,611.9,16.3,83.4,137.5,2.68,89.5,43.8,3966,2.16,11.4
LS-001961,2026-02-11,2,Feb,7,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 2,Kernel di Claybath,Kernel Loss,% terhadap TBS olah,0.325,0.35,-0.025,Sesuai Standar,Nanda Wijaya,NMR,611.9,16.3,83.4,139.0,3.2,83.0,47.5,3966,2.16,11.4
LS-001962,2026-02-11,2,Feb,7,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 2,Kernel di Effluent,Kernel Loss,% terhadap TBS olah,0.047,0.05,-0.003,Sesuai Standar,Agus Prakoso,Oven Kadar Air + Soxhlet,611.9,16.3,83.4,142.7,2.91,80.2,47.8,3966,2.16,11.4
LS-001963,2026-02-12,2,Feb,7,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 1,Tandan Kosong (EFB),Oil Loss,% terhadap TBS olah,0.527,0.45,0.077,Melebihi Standar,Nanda Wijaya,Oven Kadar Air + Soxhlet,579.8,15.6,82.6,141.4,2.87,88.1,48.1,3966,2.91,13.0
LS-001964,2026-02-12,2,Feb,7,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 2,Unstripped Bunch (USB),Oil Loss,% terhadap TBS olah,0.144,0.1,0.044,Melebihi Standar,Firman Ramadhan,Soxhlet Ekstraksi,579.8,15.6,82.6,136.3,2.93,86.9,41.2,3966,2.91,13.0
LS-001965,2026-02-12,2,Feb,7,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 2,Ampas Press / Fibre,Oil Loss,% terhadap TBS olah,0.603,0.6,0.003,Melebihi Standar,Agus Prakoso,Soxhlet Ekstraksi,579.8,15.6,82.6,140.9,2.98,89.3,46.1,3966,2.91,13.0
LS-001966,2026-02-12,2,Feb,7,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 1,Biji / Nut,Oil Loss,% terhadap TBS olah,0.179,0.2,-0.021,Sesuai Standar,Nanda Wijaya,Oven Kadar Air + Soxhlet,579.8,15.6,82.6,137.1,2.9,87.6,45.6,3966,2.91,13.0
LS-001967,2026-02-12,2,Feb,7,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 2,Sludge / Final Effluent,Oil Loss,% terhadap TBS olah,0.547,0.55,-0.003,Sesuai Standar,Nanda Wijaya,Oven Kadar Air + Soxhlet,579.8,15.6,82.6,133.7,3.14,91.0,46.4,3966,2.91,13.0
LS-001968,2026-02-12,2,Feb,7,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 2,Kernel di Fibre Cyclone,Kernel Loss,% terhadap TBS olah,0.551,0.6,-0.049,Sesuai Standar,Tirta Sanjaya,Soxhlet Ekstraksi,579.8,15.6,82.6,132.4,3.16,84.8,47.4,3966,2.91,13.0
LS-001969,2026-02-12,2,Feb,7,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 2,Kernel di Cangkang (LTDS),Kernel Loss,% terhadap TBS olah,0.498,0.55,-0.052,Sesuai Standar,Tirta Sanjaya,Oven Kadar Air + Soxhlet,579.8,15.6,82.6,141.2,2.77,85.1,45.5,3966,2.91,13.0
LS-001970,2026-02-12,2,Feb,7,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 2,Kernel di Claybath,Kernel Loss,% terhadap TBS olah,0.351,0.35,0.001,Melebihi Standar,Firman Ramadhan,Oven Kadar Air + Soxhlet,579.8,15.6,82.6,138.6,2.93,90.9,44.8,3966,2.91,13.0
LS-001971,2026-02-12,2,Feb,7,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 2,Kernel di Effluent,Kernel Loss,% terhadap TBS olah,0.044,0.05,-0.006,Sesuai Standar,Agus Prakoso,NMR,579.8,15.6,82.6,138.3,2.95,85.1,47.0,3966,2.91,13.0
LS-001972,2026-02-13,2,Feb,7,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 2,Tandan Kosong (EFB),Oil Loss,% terhadap TBS olah,0.516,0.45,0.066,Melebihi Standar,Tirta Sanjaya,NMR,573.8,13.7,93.1,136.8,2.83,89.3,44.7,3966,2.31,15.6
LS-001973,2026-02-13,2,Feb,7,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 2,Unstripped Bunch (USB),Oil Loss,% terhadap TBS olah,0.143,0.1,0.043,Melebihi Standar,Nanda Wijaya,Soxhlet Ekstraksi,573.8,13.7,93.1,138.4,2.89,89.5,46.5,3966,2.31,15.6
LS-001974,2026-02-13,2,Feb,7,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 2,Ampas Press / Fibre,Oil Loss,% terhadap TBS olah,0.586,0.6,-0.014,Sesuai Standar,Firman Ramadhan,Soxhlet Ekstraksi,573.8,13.7,93.1,137.2,2.78,88.8,43.5,3966,2.31,15.6
LS-001975,2026-02-13,2,Feb,7,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 1,Biji / Nut,Oil Loss,% terhadap TBS olah,0.17,0.2,-0.03,Sesuai Standar,Nanda Wijaya,Oven Kadar Air + Soxhlet,573.8,13.7,93.1,136.9,2.95,89.1,48.3,3966,2.31,15.6
LS-001976,2026-02-13,2,Feb,7,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 2,Sludge / Final Effluent,Oil Loss,% terhadap TBS olah,0.481,0.55,-0.069,Sesuai Standar,Tirta Sanjaya,Soxhlet Ekstraksi,573.8,13.7,93.1,142.2,3.09,86.7,50.1,3966,2.31,15.6
LS-001977,2026-02-13,2,Feb,7,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 2,Kernel di Fibre Cyclone,Kernel Loss,% terhadap TBS olah,0.63,0.6,0.03,Melebihi Standar,Firman Ramadhan,Soxhlet Ekstraksi,573.8,13.7,93.1,142.2,3.11,82.0,43.8,3966,2.31,15.6
LS-001978,2026-02-13,2,Feb,7,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 1,Kernel di Cangkang (LTDS),Kernel Loss,% terhadap TBS olah,0.477,0.55,-0.073,Sesuai Standar,Firman Ramadhan,Oven Kadar Air + Soxhlet,573.8,13.7,93.1,142.2,3.24,84.7,44.4,3966,2.31,15.6
LS-001979,2026-02-13,2,Feb,7,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 2,Kernel di Claybath,Kernel Loss,% terhadap TBS olah,0.29,0.35,-0.06,Sesuai Standar,Agus Prakoso,Soxhlet Ekstraksi,573.8,13.7,93.1,130.5,3.05,88.1,49.9,3966,2.31,15.6
LS-001980,2026-02-13,2,Feb,7,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 1,Kernel di Effluent,Kernel Loss,% terhadap TBS olah,0.044,0.05,-0.006,Sesuai Standar,Nanda Wijaya,NMR,573.8,13.7,93.1,134.4,2.81,94.0,45.7,3966,2.31,15.6
LS-001981,2026-02-14,2,Feb,7,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 2,Tandan Kosong (EFB),Oil Loss,% terhadap TBS olah,0.459,0.45,0.009,Melebihi Standar,Nanda Wijaya,NMR,627.6,16.3,85.6,134.8,2.86,89.6,39.8,3966,2.52,16.4
LS-001982,2026-02-14,2,Feb,7,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 2,Unstripped Bunch (USB),Oil Loss,% terhadap TBS olah,0.153,0.1,0.053,Melebihi Standar,Agus Prakoso,Oven Kadar Air + Soxhlet,627.6,16.3,85.6,138.0,2.93,81.5,48.0,3966,2.52,16.4
LS-001983,2026-02-14,2,Feb,7,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 1,Ampas Press / Fibre,Oil Loss,% terhadap TBS olah,0.702,0.6,0.102,Melebihi Standar,Nanda Wijaya,NMR,627.6,16.3,85.6,138.0,2.76,87.0,46.2,3966,2.52,16.4
LS-001984,2026-02-14,2,Feb,7,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 1,Biji / Nut,Oil Loss,% terhadap TBS olah,0.185,0.2,-0.015,Sesuai Standar,Tirta Sanjaya,Oven Kadar Air + Soxhlet,627.6,16.3,85.6,139.1,3.01,86.8,47.8,3966,2.52,16.4
LS-001985,2026-02-14,2,Feb,7,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 2,Sludge / Final Effluent,Oil Loss,% terhadap TBS olah,0.53,0.55,-0.02,Sesuai Standar,Umi Salamah,Oven Kadar Air + Soxhlet,627.6,16.3,85.6,141.0,2.93,86.5,46.4,3966,2.52,16.4
LS-001986,2026-02-14,2,Feb,7,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 1,Kernel di Fibre Cyclone,Kernel Loss,% terhadap TBS olah,0.546,0.6,-0.054,Sesuai Standar,Nanda Wijaya,NMR,627.6,16.3,85.6,137.5,2.98,88.3,44.9,3966,2.52,16.4
LS-001987,2026-02-14,2,Feb,7,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 1,Kernel di Cangkang (LTDS),Kernel Loss,% terhadap TBS olah,0.477,0.55,-0.073,Sesuai Standar,Nanda Wijaya,Soxhlet Ekstraksi,627.6,16.3,85.6,134.4,2.87,86.1,47.1,3966,2.52,16.4
LS-001988,2026-02-14,2,Feb,7,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 1,Kernel di Claybath,Kernel Loss,% terhadap TBS olah,0.323,0.35,-0.027,Sesuai Standar,Umi Salamah,Soxhlet Ekstraksi,627.6,16.3,85.6,139.7,2.95,86.6,43.9,3966,2.52,16.4
LS-001989,2026-02-14,2,Feb,7,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 1,Kernel di Effluent,Kernel Loss,% terhadap TBS olah,0.043,0.05,-0.007,Sesuai Standar,Nanda Wijaya,NMR,627.6,16.3,85.6,139.4,3.01,88.1,45.9,3966,2.52,16.4
LS-001990,2026-02-16,2,Feb,8,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 1,Tandan Kosong (EFB),Oil Loss,% terhadap TBS olah,0.483,0.45,0.033,Melebihi Standar,Nanda Wijaya,NMR,607.7,16.0,84.4,131.9,3.11,85.3,50.9,3966,2.51,13.8
LS-001991,2026-02-16,2,Feb,8,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 2,Unstripped Bunch (USB),Oil Loss,% terhadap TBS olah,0.129,0.1,0.029,Melebihi Standar,Firman Ramadhan,Oven Kadar Air + Soxhlet,607.7,16.0,84.4,137.7,2.98,86.3,51.4,3966,2.51,13.8
LS-001992,2026-02-16,2,Feb,8,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 2,Ampas Press / Fibre,Oil Loss,% terhadap TBS olah,0.643,0.6,0.043,Melebihi Standar,Firman Ramadhan,Oven Kadar Air + Soxhlet,607.7,16.0,84.4,140.3,2.86,78.8,46.2,3966,2.51,13.8
LS-001993,2026-02-16,2,Feb,8,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 1,Biji / Nut,Oil Loss,% terhadap TBS olah,0.168,0.2,-0.032,Sesuai Standar,Nanda Wijaya,Oven Kadar Air + Soxhlet,607.7,16.0,84.4,135.9,2.77,85.5,48.0,3966,2.51,13.8
LS-001994,2026-02-16,2,Feb,8,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 2,Sludge / Final Effluent,Oil Loss,% terhadap TBS olah,0.506,0.55,-0.044,Sesuai Standar,Umi Salamah,Soxhlet Ekstraksi,607.7,16.0,84.4,138.7,2.58,83.0,48.9,3966,2.51,13.8
LS-001995,2026-02-16,2,Feb,8,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 1,Kernel di Fibre Cyclone,Kernel Loss,% terhadap TBS olah,0.549,0.6,-0.051,Sesuai Standar,Tirta Sanjaya,Oven Kadar Air + Soxhlet,607.7,16.0,84.4,137.9,3.07,84.5,44.2,3966,2.51,13.8
LS-001996,2026-02-16,2,Feb,8,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 2,Kernel di Cangkang (LTDS),Kernel Loss,% terhadap TBS olah,0.484,0.55,-0.066,Sesuai Standar,Tirta Sanjaya,Soxhlet Ekstraksi,607.7,16.0,84.4,136.8,2.91,86.9,44.4,3966,2.51,13.8
LS-001997,2026-02-16,2,Feb,8,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 2,Kernel di Claybath,Kernel Loss,% terhadap TBS olah,0.352,0.35,0.002,Melebihi Standar,Firman Ramadhan,NMR,607.7,16.0,84.4,132.9,2.97,89.7,48.6,3966,2.51,13.8
LS-001998,2026-02-16,2,Feb,8,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 1,Kernel di Effluent,Kernel Loss,% terhadap TBS olah,0.042,0.05,-0.008,Sesuai Standar,Firman Ramadhan,Soxhlet Ekstraksi,607.7,16.0,84.4,132.0,2.74,83.8,46.8,3966,2.51,13.8
LS-001999,2026-02-17,2,Feb,8,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 2,Tandan Kosong (EFB),Oil Loss,% terhadap TBS olah,0.479,0.45,0.029,Melebihi Standar,Agus Prakoso,NMR,592.3,14.0,94.0,137.0,2.82,87.6,47.9,3966,2.89,15.6
LS-002000,2026-02-17,2,Feb,8,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 2,Unstripped Bunch (USB),Oil Loss,% terhadap TBS olah,0.154,0.1,0.054,Melebihi Standar,Tirta Sanjaya,NMR,592.3,14.0,94.0,139.1,3.02,80.6,48.1,3966,2.89,15.6
LS-002001,2026-02-17,2,Feb,8,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 1,Ampas Press / Fibre,Oil Loss,% terhadap TBS olah,0.645,0.6,0.045,Melebihi Standar,Tirta Sanjaya,Oven Kadar Air + Soxhlet,592.3,14.0,94.0,139.4,2.95,83.7,47.7,3966,2.89,15.6
LS-002002,2026-02-17,2,Feb,8,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 2,Biji / Nut,Oil Loss,% terhadap TBS olah,0.202,0.2,0.002,Melebihi Standar,Firman Ramadhan,Soxhlet Ekstraksi,592.3,14.0,94.0,140.9,3.02,84.4,45.4,3966,2.89,15.6
LS-002003,2026-02-17,2,Feb,8,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 2,Sludge / Final Effluent,Oil Loss,% terhadap TBS olah,0.574,0.55,0.024,Melebihi Standar,Nanda Wijaya,Soxhlet Ekstraksi,592.3,14.0,94.0,141.6,2.97,82.8,43.8,3966,2.89,15.6
LS-002004,2026-02-17,2,Feb,8,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 1,Kernel di Fibre Cyclone,Kernel Loss,% terhadap TBS olah,0.596,0.6,-0.004,Sesuai Standar,Tirta Sanjaya,NMR,592.3,14.0,94.0,134.2,2.86,89.9,44.5,3966,2.89,15.6
LS-002005,2026-02-17,2,Feb,8,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 1,Kernel di Cangkang (LTDS),Kernel Loss,% terhadap TBS olah,0.582,0.55,0.032,Melebihi Standar,Tirta Sanjaya,Oven Kadar Air + Soxhlet,592.3,14.0,94.0,139.5,3.13,85.4,48.9,3966,2.89,15.6
LS-002006,2026-02-17,2,Feb,8,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 1,Kernel di Claybath,Kernel Loss,% terhadap TBS olah,0.332,0.35,-0.018,Sesuai Standar,Nanda Wijaya,NMR,592.3,14.0,94.0,135.8,2.89,85.7,47.3,3966,2.89,15.6
LS-002007,2026-02-17,2,Feb,8,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 1,Kernel di Effluent,Kernel Loss,% terhadap TBS olah,0.042,0.05,-0.008,Sesuai Standar,Firman Ramadhan,Soxhlet Ekstraksi,592.3,14.0,94.0,138.3,2.76,85.4,45.2,3966,2.89,15.6
LS-002008,2026-02-18,2,Feb,8,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 2,Tandan Kosong (EFB),Oil Loss,% terhadap TBS olah,0.448,0.45,-0.002,Sesuai Standar,Nanda Wijaya,Oven Kadar Air + Soxhlet,615.3,15.3,89.4,133.4,2.74,89.7,46.0,3966,3.06,15.6
LS-002009,2026-02-18,2,Feb,8,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 1,Unstripped Bunch (USB),Oil Loss,% terhadap TBS olah,0.135,0.1,0.035,Melebihi Standar,Umi Salamah,Soxhlet Ekstraksi,615.3,15.3,89.4,135.0,3.11,91.2,44.1,3966,3.06,15.6
LS-002010,2026-02-18,2,Feb,8,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 2,Ampas Press / Fibre,Oil Loss,% terhadap TBS olah,0.677,0.6,0.077,Melebihi Standar,Firman Ramadhan,Soxhlet Ekstraksi,615.3,15.3,89.4,133.9,2.81,84.8,40.9,3966,3.06,15.6
LS-002011,2026-02-18,2,Feb,8,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 1,Biji / Nut,Oil Loss,% terhadap TBS olah,0.195,0.2,-0.005,Sesuai Standar,Umi Salamah,NMR,615.3,15.3,89.4,141.1,2.89,83.9,50.9,3966,3.06,15.6
LS-002012,2026-02-18,2,Feb,8,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 2,Sludge / Final Effluent,Oil Loss,% terhadap TBS olah,0.469,0.55,-0.081,Sesuai Standar,Tirta Sanjaya,NMR,615.3,15.3,89.4,136.8,2.79,90.6,43.9,3966,3.06,15.6
LS-002013,2026-02-18,2,Feb,8,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 1,Kernel di Fibre Cyclone,Kernel Loss,% terhadap TBS olah,0.566,0.6,-0.034,Sesuai Standar,Agus Prakoso,Oven Kadar Air + Soxhlet,615.3,15.3,89.4,136.7,2.81,89.1,50.3,3966,3.06,15.6
LS-002014,2026-02-18,2,Feb,8,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 1,Kernel di Cangkang (LTDS),Kernel Loss,% terhadap TBS olah,0.552,0.55,0.002,Melebihi Standar,Umi Salamah,Oven Kadar Air + Soxhlet,615.3,15.3,89.4,136.3,3.05,91.0,49.2,3966,3.06,15.6
LS-002015,2026-02-18,2,Feb,8,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 2,Kernel di Claybath,Kernel Loss,% terhadap TBS olah,0.29,0.35,-0.06,Sesuai Standar,Tirta Sanjaya,NMR,615.3,15.3,89.4,139.2,2.81,90.9,45.6,3966,3.06,15.6
LS-002016,2026-02-18,2,Feb,8,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 1,Kernel di Effluent,Kernel Loss,% terhadap TBS olah,0.045,0.05,-0.005,Sesuai Standar,Agus Prakoso,Soxhlet Ekstraksi,615.3,15.3,89.4,135.7,2.8,85.9,51.7,3966,3.06,15.6
LS-002017,2026-02-19,2,Feb,8,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 1,Tandan Kosong (EFB),Oil Loss,% terhadap TBS olah,0.516,0.45,0.066,Melebihi Standar,Agus Prakoso,Oven Kadar Air + Soxhlet,542.8,13.5,89.3,137.3,2.79,86.8,46.8,3966,2.25,14.9
LS-002018,2026-02-19,2,Feb,8,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 2,Unstripped Bunch (USB),Oil Loss,% terhadap TBS olah,0.153,0.1,0.053,Melebihi Standar,Agus Prakoso,Soxhlet Ekstraksi,542.8,13.5,89.3,134.8,2.86,87.8,51.9,3966,2.25,14.9
LS-002019,2026-02-19,2,Feb,8,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 2,Ampas Press / Fibre,Oil Loss,% terhadap TBS olah,0.654,0.6,0.054,Melebihi Standar,Nanda Wijaya,Oven Kadar Air + Soxhlet,542.8,13.5,89.3,136.9,2.96,86.2,45.4,3966,2.25,14.9
LS-002020,2026-02-19,2,Feb,8,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 2,Biji / Nut,Oil Loss,% terhadap TBS olah,0.177,0.2,-0.023,Sesuai Standar,Agus Prakoso,NMR,542.8,13.5,89.3,137.2,2.96,88.2,46.7,3966,2.25,14.9
LS-002021,2026-02-19,2,Feb,8,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 1,Sludge / Final Effluent,Oil Loss,% terhadap TBS olah,0.514,0.55,-0.036,Sesuai Standar,Umi Salamah,NMR,542.8,13.5,89.3,138.3,2.81,86.9,46.6,3966,2.25,14.9
LS-002022,2026-02-19,2,Feb,8,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 1,Kernel di Fibre Cyclone,Kernel Loss,% terhadap TBS olah,0.648,0.6,0.048,Melebihi Standar,Nanda Wijaya,Soxhlet Ekstraksi,542.8,13.5,89.3,137.3,2.64,86.1,44.9,3966,2.25,14.9
LS-002023,2026-02-19,2,Feb,8,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 1,Kernel di Cangkang (LTDS),Kernel Loss,% terhadap TBS olah,0.536,0.55,-0.014,Sesuai Standar,Tirta Sanjaya,Oven Kadar Air + Soxhlet,542.8,13.5,89.3,133.2,3.14,87.7,44.2,3966,2.25,14.9
LS-002024,2026-02-19,2,Feb,8,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 1,Kernel di Claybath,Kernel Loss,% terhadap TBS olah,0.346,0.35,-0.004,Sesuai Standar,Firman Ramadhan,Oven Kadar Air + Soxhlet,542.8,13.5,89.3,142.9,3.08,84.2,45.8,3966,2.25,14.9
LS-002025,2026-02-19,2,Feb,8,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 1,Kernel di Effluent,Kernel Loss,% terhadap TBS olah,0.047,0.05,-0.003,Sesuai Standar,Firman Ramadhan,NMR,542.8,13.5,89.3,138.2,2.64,86.3,45.4,3966,2.25,14.9
LS-002026,2026-02-20,2,Feb,8,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 1,Tandan Kosong (EFB),Oil Loss,% terhadap TBS olah,0.442,0.45,-0.008,Sesuai Standar,Nanda Wijaya,Oven Kadar Air + Soxhlet,624.5,14.6,95.1,131.3,2.77,89.5,45.8,3966,2.75,14.5
LS-002027,2026-02-20,2,Feb,8,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 2,Unstripped Bunch (USB),Oil Loss,% terhadap TBS olah,0.149,0.1,0.049,Melebihi Standar,Umi Salamah,NMR,624.5,14.6,95.1,138.1,2.84,90.4,48.8,3966,2.75,14.5
LS-002028,2026-02-20,2,Feb,8,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 1,Ampas Press / Fibre,Oil Loss,% terhadap TBS olah,0.648,0.6,0.048,Melebihi Standar,Firman Ramadhan,Oven Kadar Air + Soxhlet,624.5,14.6,95.1,139.0,2.8,87.2,45.4,3966,2.75,14.5
LS-002029,2026-02-20,2,Feb,8,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 1,Biji / Nut,Oil Loss,% terhadap TBS olah,0.175,0.2,-0.025,Sesuai Standar,Nanda Wijaya,NMR,624.5,14.6,95.1,136.2,2.93,88.2,49.8,3966,2.75,14.5
LS-002030,2026-02-20,2,Feb,8,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 2,Sludge / Final Effluent,Oil Loss,% terhadap TBS olah,0.554,0.55,0.004,Melebihi Standar,Agus Prakoso,NMR,624.5,14.6,95.1,140.3,3.23,89.1,44.2,3966,2.75,14.5
LS-002031,2026-02-20,2,Feb,8,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 2,Kernel di Fibre Cyclone,Kernel Loss,% terhadap TBS olah,0.575,0.6,-0.025,Sesuai Standar,Nanda Wijaya,Soxhlet Ekstraksi,624.5,14.6,95.1,140.9,2.87,84.4,48.9,3966,2.75,14.5
LS-002032,2026-02-20,2,Feb,8,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 1,Kernel di Cangkang (LTDS),Kernel Loss,% terhadap TBS olah,0.582,0.55,0.032,Melebihi Standar,Nanda Wijaya,NMR,624.5,14.6,95.1,135.3,2.95,90.7,41.8,3966,2.75,14.5
LS-002033,2026-02-20,2,Feb,8,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 2,Kernel di Claybath,Kernel Loss,% terhadap TBS olah,0.329,0.35,-0.021,Sesuai Standar,Agus Prakoso,Oven Kadar Air + Soxhlet,624.5,14.6,95.1,135.4,2.91,87.9,47.5,3966,2.75,14.5
LS-002034,2026-02-20,2,Feb,8,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 2,Kernel di Effluent,Kernel Loss,% terhadap TBS olah,0.041,0.05,-0.009,Sesuai Standar,Firman Ramadhan,Soxhlet Ekstraksi,624.5,14.6,95.1,137.9,2.82,85.8,47.4,3966,2.75,14.5
LS-002035,2026-02-21,2,Feb,8,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 2,Tandan Kosong (EFB),Oil Loss,% terhadap TBS olah,0.447,0.45,-0.003,Sesuai Standar,Nanda Wijaya,NMR,576.1,13.4,95.5,137.2,2.96,88.0,41.5,3966,3.19,15.5
LS-002036,2026-02-21,2,Feb,8,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 1,Unstripped Bunch (USB),Oil Loss,% terhadap TBS olah,0.152,0.1,0.052,Melebihi Standar,Firman Ramadhan,NMR,576.1,13.4,95.5,145.5,2.91,90.7,45.0,3966,3.19,15.5
LS-002037,2026-02-21,2,Feb,8,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 2,Ampas Press / Fibre,Oil Loss,% terhadap TBS olah,0.66,0.6,0.06,Melebihi Standar,Agus Prakoso,Soxhlet Ekstraksi,576.1,13.4,95.5,133.6,2.93,89.2,42.9,3966,3.19,15.5
LS-002038,2026-02-21,2,Feb,8,PKS Sungai Rangkat,PKS-SRK,Kalimantan Barat,45,Shift 2,Biji / Nut,Oil Loss,% terhadap TBS olah,0.19,0.2,-0.01,Sesuai Standar,Umi Salamah,Soxhlet Ekstraksi,576.1,13.4,95.5,138.2,3.18,91.5,42.6,3966,3.19,15.5
