RekomendasiID,Tahun,BlokID,EstateKode,Estate,Wilayah,Afdeling,StatusKebun,LuasHa,JumlahPokok,UmurTanaman,JenisTanah,K_Daun_Persen,StatusK,NPK_13_6_27_4_KgPerPokok,MOP_KgPerPokok,Kieserite_KgPerPokok,Urea_KgPerPokok,RockPhosphate_KgPerPokok,Borate_KgPerPokok,TotalPupuk_Ton,EstimasiBiaya_Rp,Semester1_Persen,Semester2_Persen,DasarRekomendasi,DisusunOleh,DisetujuiOleh
RK-00165,2026,TJL-A-021,TJL,Estate Tanjung Lestari,Kalimantan Tengah,A,Inti,25.2,3528,13,Gambut,0.993,Defisit,4.43,1.29,1.2,0.9,0.75,0.18,30.87,283327817,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00166,2026,TJL-A-022,TJL,Estate Tanjung Lestari,Kalimantan Tengah,A,Inti,31.9,4402,15,Gambut,0.715,Defisit,4.15,2.16,1.2,0.9,0.75,0.18,41.11,361562859,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00167,2026,TJL-A-023,TJL,Estate Tanjung Lestari,Kalimantan Tengah,A,Inti,31.6,4171,17,Gambut,0.92,Defisit,4.2,2.04,0.85,0.9,0.75,0.1,36.87,334380452,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00168,2026,TJL-A-024,TJL,Estate Tanjung Lestari,Kalimantan Tengah,A,Inti,30.5,4148,19,Mineral,1.012,Optimum,3.35,1.44,0.85,0.9,0.45,0.1,29.41,236132912,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00169,2026,TJL-B-001,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,26.7,3604,19,Mineral,0.781,Defisit,4.31,2.15,1.2,0.9,0.45,0.1,32.83,282093431,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00170,2026,TJL-B-002,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,29.1,3725,9,Podsolik Merah Kuning,1.002,Optimum,3.24,1.4,1.2,1.25,0.45,0.1,28.46,255381287,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00171,2026,TJL-B-003,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,25.6,3379,14,Mineral,1.057,Optimum,3.25,1.5,0.85,0.9,0.45,0.1,23.82,210315353,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00172,2026,TJL-B-004,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,26.1,3393,16,Podsolik Merah Kuning,0.851,Defisit,4.29,2.09,0.85,0.9,0.45,0.1,29.45,246438278,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00173,2026,TJL-B-005,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,28.2,4033,7,Aluvial,0.975,Defisit,4.37,1.44,1.2,0.9,0.45,0.1,34.12,295167892,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00174,2026,TJL-B-006,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,24.6,3518,16,Mineral,1.132,Optimum,3.3,1.37,1.2,1.25,0.45,0.1,26.98,233274298,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00175,2026,TJL-B-007,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,24.4,3172,8,Mineral,0.599,Defisit,4.16,2.07,0.85,0.9,0.45,0.1,27.06,212739640,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00176,2026,TJL-B-008,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,31.0,4216,15,Podsolik Merah Kuning,0.744,Defisit,4.11,2.21,0.85,1.25,0.45,0.1,37.82,312045826,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00177,2026,TJL-B-009,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,24.1,3446,15,Mineral,0.951,Defisit,4.48,1.44,1.2,1.25,0.45,0.1,30.74,258680173,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00178,2026,TJL-B-010,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,25.7,3290,14,Gambut,1.087,Optimum,3.08,1.49,0.85,1.25,0.75,0.1,24.74,199346048,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00179,2026,TJL-B-011,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,28.2,3835,13,Mineral,0.918,Defisit,4.38,2.19,1.2,0.9,0.45,0.1,35.36,325481653,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00180,2026,TJL-B-012,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,24.9,3362,13,Mineral,1.029,Optimum,3.28,1.29,1.2,1.25,0.45,0.1,25.45,199612458,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00181,2026,TJL-B-013,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,26.3,3419,11,Mineral,1.119,Optimum,3.1,1.38,1.2,0.9,0.45,0.18,24.65,226901084,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00182,2026,TJL-B-014,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,26.6,3511,13,Mineral,0.914,Defisit,4.15,2.06,0.85,1.25,0.45,0.18,31.39,273485448,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00183,2026,TJL-B-015,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,28.9,3930,9,Mineral,0.9,Defisit,4.26,2.01,1.2,0.9,0.45,0.18,35.37,302694055,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00184,2026,TJL-B-016,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,30.3,4090,14,Mineral,0.859,Defisit,4.11,2.23,0.85,0.9,0.45,0.1,35.34,305650629,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00185,2026,TJL-B-017,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,31.9,4338,14,Gambut,1.03,Optimum,3.15,1.45,0.85,1.25,0.75,0.18,33.1,270324316,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00186,2026,TJL-B-018,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,25.9,3704,16,Mineral,1.066,Optimum,3.18,1.48,1.2,0.9,0.45,0.1,27.08,248163138,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00187,2026,TJL-B-019,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,24.2,3461,14,Mineral,1.162,Optimum,3.42,1.44,0.85,0.9,0.45,0.1,24.78,201052330,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00188,2026,TJL-B-020,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,31.4,4490,13,Gambut,1.088,Optimum,3.24,1.48,0.85,1.25,0.75,0.18,34.8,305426003,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00189,2026,TJL-B-021,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,30.7,4298,16,Gambut,1.173,Optimum,3.38,1.26,1.2,0.9,0.75,0.18,32.97,297448294,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00190,2026,TJL-B-022,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,24.5,3234,8,Gambut,1.063,Optimum,3.44,1.32,0.85,0.9,0.75,0.1,23.8,186079088,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00191,2026,TJL-B-023,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,31.7,4375,19,Mineral,1.057,Optimum,3.2,1.48,1.2,1.25,0.45,0.1,33.6,289018626,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00192,2026,TJL-B-024,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,29.7,4010,16,Mineral,0.91,Defisit,4.11,2.2,0.85,0.9,0.45,0.1,34.53,292404636,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00193,2026,TJL-C-001,TJL,Estate Tanjung Lestari,Kalimantan Tengah,C,Inti,24.8,3174,14,Gambut,0.816,Defisit,4.18,2.19,0.85,0.9,0.75,0.18,28.72,260986555,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00194,2026,TJL-C-002,TJL,Estate Tanjung Lestari,Kalimantan Tengah,C,Inti,28.6,3890,21,Mineral,1.076,Optimum,3.36,1.42,1.2,0.9,0.45,0.1,28.9,263267717,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00195,2026,TJL-C-003,TJL,Estate Tanjung Lestari,Kalimantan Tengah,C,Inti,28.5,3990,16,Gambut,1.1,Optimum,3.42,1.33,0.85,1.25,0.75,0.1,30.72,259165430,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00196,2026,TJL-C-004,TJL,Estate Tanjung Lestari,Kalimantan Tengah,C,Inti,26.5,3710,11,Aluvial,1.251,Optimum,3.26,1.38,0.85,0.9,0.45,0.18,26.04,232698352,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00197,2026,TJL-C-005,TJL,Estate Tanjung Lestari,Kalimantan Tengah,C,Inti,30.3,4333,10,Gambut,1.093,Optimum,3.31,1.31,0.85,0.9,0.75,0.18,31.63,276865613,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00198,2026,TJL-C-006,TJL,Estate Tanjung Lestari,Kalimantan Tengah,C,Inti,29.0,3712,12,Podsolik Merah Kuning,1.221,Optimum,3.36,1.41,1.2,0.9,0.45,0.1,27.54,239138854,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00199,2026,TJL-C-007,TJL,Estate Tanjung Lestari,Kalimantan Tengah,C,Inti,26.1,3550,15,Mineral,0.971,Defisit,4.17,1.32,0.85,1.25,0.45,0.1,28.9,245838772,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00200,2026,TJL-C-008,TJL,Estate Tanjung Lestari,Kalimantan Tengah,C,Inti,28.9,3930,13,Mineral,0.884,Defisit,4.23,2.01,0.85,0.9,0.45,0.18,33.88,299650948,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00201,2026,TJL-C-009,TJL,Estate Tanjung Lestari,Kalimantan Tengah,C,Inti,30.2,4168,10,Gambut,0.789,Defisit,4.21,2.08,1.2,0.9,0.75,0.1,38.51,301678443,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00202,2026,TJL-C-010,TJL,Estate Tanjung Lestari,Kalimantan Tengah,C,Inti,24.6,3346,12,Gambut,1.106,Optimum,3.36,1.5,1.2,0.9,0.75,0.18,26.4,223249846,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00203,2026,TJL-C-011,TJL,Estate Tanjung Lestari,Kalimantan Tengah,C,Inti,29.7,4039,21,Mineral,0.892,Defisit,4.12,2.0,1.2,0.9,0.45,0.1,35.42,303982353,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00204,2026,TJL-C-012,TJL,Estate Tanjung Lestari,Kalimantan Tengah,C,Inti,28.4,3919,15,Podsolik Merah Kuning,1.214,Optimum,3.29,1.38,1.2,0.9,0.45,0.1,28.69,265726977,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00205,2026,TJL-C-013,TJL,Estate Tanjung Lestari,Kalimantan Tengah,C,Inti,28.0,3864,10,Podsolik Merah Kuning,1.025,Optimum,3.4,1.43,1.2,0.9,0.45,0.1,28.9,235848593,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00206,2026,TJL-C-014,TJL,Estate Tanjung Lestari,Kalimantan Tengah,C,Inti,25.8,3509,12,Mineral,1.033,Optimum,3.28,1.29,0.85,0.9,0.45,0.18,24.39,206347929,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00207,2026,TJL-C-015,TJL,Estate Tanjung Lestari,Kalimantan Tengah,C,Inti,25.3,3289,11,Podsolik Merah Kuning,0.922,Defisit,4.18,2.13,0.85,0.9,0.45,0.1,28.32,242484968,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00208,2026,TJL-C-016,TJL,Estate Tanjung Lestari,Kalimantan Tengah,C,Inti,30.4,4256,9,Gambut,0.863,Defisit,4.29,2.21,0.85,0.9,0.75,0.1,38.73,362336997,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00209,2026,TJL-C-017,TJL,Estate Tanjung Lestari,Kalimantan Tengah,C,Inti,31.9,4211,10,Mineral,0.796,Defisit,4.42,2.16,0.85,0.9,0.45,0.1,37.39,350817960,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00210,2026,TJL-C-018,TJL,Estate Tanjung Lestari,Kalimantan Tengah,C,Inti,27.3,3904,15,Aluvial,0.7,Defisit,4.15,2.03,1.2,0.9,0.45,0.1,34.47,300659613,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00211,2026,TJL-C-019,TJL,Estate Tanjung Lestari,Kalimantan Tengah,C,Inti,27.0,3726,21,Mineral,0.858,Defisit,4.11,2.16,1.2,0.9,0.45,0.1,33.24,310274104,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00212,2026,TJL-C-020,TJL,Estate Tanjung Lestari,Kalimantan Tengah,C,Inti,24.4,3123,16,Gambut,1.09,Optimum,3.11,1.46,0.85,1.25,0.75,0.1,23.48,209253039,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00213,2026,TJL-C-021,TJL,Estate Tanjung Lestari,Kalimantan Tengah,C,Inti,28.0,3864,18,Podsolik Merah Kuning,0.916,Defisit,4.14,2.06,1.2,0.9,0.45,0.1,34.2,298763941,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00214,2026,TJL-C-022,TJL,Estate Tanjung Lestari,Kalimantan Tengah,C,Inti,24.8,3472,15,Aluvial,0.902,Defisit,4.3,2.23,0.85,0.9,0.45,0.1,30.66,239388606,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00215,2026,TJL-C-023,TJL,Estate Tanjung Lestari,Kalimantan Tengah,C,Inti,29.9,3887,7,Podsolik Merah Kuning,1.15,Optimum,3.14,1.34,0.85,0.9,0.45,0.1,26.35,210669829,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00216,2026,TJL-C-024,TJL,Estate Tanjung Lestari,Kalimantan Tengah,C,Inti,29.7,3861,14,Gambut,1.031,Optimum,3.2,1.45,0.85,0.9,0.75,0.1,27.99,249934725,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00217,2026,TJL-D-001,TJL,Estate Tanjung Lestari,Kalimantan Tengah,D,Inti,24.3,3353,8,Mineral,0.85,Defisit,4.42,2.19,0.85,1.25,0.45,0.1,31.05,275186628,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00218,2026,TJL-D-002,TJL,Estate Tanjung Lestari,Kalimantan Tengah,D,Inti,24.3,3402,19,Gambut,0.945,Defisit,4.41,2.17,0.85,1.25,0.75,0.18,32.69,264523342,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00219,2026,TJL-D-003,TJL,Estate Tanjung Lestari,Kalimantan Tengah,D,Inti,29.9,3947,21,Podsolik Merah Kuning,1.198,Optimum,3.1,1.43,1.2,0.9,0.45,0.1,28.34,221092528,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00220,2026,TJL-D-004,TJL,Estate Tanjung Lestari,Kalimantan Tengah,D,Inti,25.7,3290,12,Mineral,0.863,Defisit,4.21,2.09,1.2,0.9,0.45,0.1,29.45,262829643,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00221,2026,TJL-D-005,TJL,Estate Tanjung Lestari,Kalimantan Tengah,D,Inti,24.3,3208,9,Mineral,1.076,Optimum,3.35,1.3,1.2,0.9,0.45,0.18,23.68,210671608,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00222,2026,TJL-D-006,TJL,Estate Tanjung Lestari,Kalimantan Tengah,D,Inti,25.1,3388,15,Mineral,0.857,Defisit,4.22,2.2,1.2,1.25,0.45,0.1,31.91,288495892,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00223,2026,TJL-D-007,TJL,Estate Tanjung Lestari,Kalimantan Tengah,D,Inti,25.3,3491,8,Podsolik Merah Kuning,0.92,Defisit,4.47,2.19,1.2,0.9,0.45,0.1,32.5,272444450,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00224,2026,TJL-D-008,TJL,Estate Tanjung Lestari,Kalimantan Tengah,D,Inti,24.4,3294,18,Podsolik Merah Kuning,1.081,Optimum,3.15,1.49,1.2,0.9,0.45,0.1,24.01,203866940,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00225,2026,TJL-D-009,TJL,Estate Tanjung Lestari,Kalimantan Tengah,D,Inti,25.0,3250,18,Mineral,0.99,Defisit,4.48,1.43,1.2,0.9,0.45,0.18,28.08,240668904,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00226,2026,TJL-D-010,TJL,Estate Tanjung Lestari,Kalimantan Tengah,D,Inti,25.7,3675,19,Gambut,0.868,Defisit,4.36,2.21,0.85,0.9,0.75,0.18,33.99,303820485,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00227,2026,TJL-D-011,TJL,Estate Tanjung Lestari,Kalimantan Tengah,D,Inti,26.5,3604,19,Podsolik Merah Kuning,0.919,Defisit,4.18,2.09,0.85,0.9,0.45,0.1,30.89,259449465,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00228,2026,TJL-D-012,TJL,Estate Tanjung Lestari,Kalimantan Tengah,D,Inti,25.4,3632,14,Podsolik Merah Kuning,1.053,Optimum,3.41,1.44,0.85,0.9,0.45,0.18,26.26,244590194,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00229,2026,TJL-D-013,TJL,Estate Tanjung Lestari,Kalimantan Tengah,D,Inti,25.8,3354,14,Gambut,1.198,Optimum,3.15,1.4,1.2,0.9,0.75,0.1,25.16,211422546,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00230,2026,TJL-D-014,TJL,Estate Tanjung Lestari,Kalimantan Tengah,D,Inti,29.8,3874,13,Mineral,0.881,Defisit,4.23,2.25,1.2,0.9,0.45,0.1,35.37,280178976,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00231,2026,TJL-D-015,TJL,Estate Tanjung Lestari,Kalimantan Tengah,D,Inti,29.1,4161,19,Mineral,0.971,Defisit,4.19,1.39,1.2,0.9,0.45,0.1,34.25,281609487,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00232,2026,TJL-D-016,TJL,Estate Tanjung Lestari,Kalimantan Tengah,D,Inti,25.5,3366,18,Aluvial,0.955,Defisit,4.42,1.41,0.85,0.9,0.45,0.1,27.37,240682060,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00233,2026,TJL-D-017,TJL,Estate Tanjung Lestari,Kalimantan Tengah,D,Inti,28.4,3692,19,Podsolik Merah Kuning,1.045,Optimum,3.38,1.37,0.85,0.9,0.45,0.1,26.03,239748402,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00234,2026,TJL-D-018,TJL,Estate Tanjung Lestari,Kalimantan Tengah,D,Inti,26.1,3654,19,Podsolik Merah Kuning,0.797,Defisit,4.21,2.04,0.85,0.9,0.45,0.1,31.24,263030453,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00235,2026,TJL-D-019,TJL,Estate Tanjung Lestari,Kalimantan Tengah,D,Inti,29.4,4116,21,Mineral,0.878,Defisit,4.15,2.08,0.85,0.9,0.45,0.1,35.11,315050409,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00236,2026,TJL-D-020,TJL,Estate Tanjung Lestari,Kalimantan Tengah,D,Inti,29.2,3854,14,Podsolik Merah Kuning,1.09,Optimum,3.44,1.33,1.2,0.9,0.45,0.1,28.6,242596868,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00237,2026,TJL-D-021,TJL,Estate Tanjung Lestari,Kalimantan Tengah,D,Inti,27.3,3549,19,Gambut,0.853,Defisit,4.29,2.18,0.85,0.9,0.75,0.1,32.19,274364456,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00238,2026,TJL-D-022,TJL,Estate Tanjung Lestari,Kalimantan Tengah,D,Inti,31.5,4284,14,Podsolik Merah Kuning,1.058,Optimum,3.18,1.31,1.2,0.9,0.45,0.1,30.59,280669473,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00239,2026,TJL-D-023,TJL,Estate Tanjung Lestari,Kalimantan Tengah,D,Inti,30.9,4079,11,Gambut,0.878,Defisit,4.41,2.21,1.2,1.25,0.75,0.1,40.46,324838708,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
RK-00240,2026,TJL-D-024,TJL,Estate Tanjung Lestari,Kalimantan Tengah,D,Inti,27.6,3726,14,Aluvial,0.863,Defisit,4.27,2.05,1.2,0.9,0.45,0.18,33.72,289626200,55,45,Analisa daun LSU 2026 + analisa tanah + potensi produksi,Sadewa Kusuma Putra (RND),Ratna Kusumaningrum (Direktur Operasi)
