SampelTanahID,Tahun,BlokID,EstateKode,Estate,Afdeling,JenisTanah,Topografi,Kedalaman_cm,pH_H2O,C_Organik_Persen,N_Total_Persen,P_Bray_ppm,K_dd_me100g,Mg_dd_me100g,KTK_me100g,KejenuhanBasa_Persen,Tekstur
TN-0151,2026,SRK-A-024,SRK,Estate Sungai Rangkat,A,Podsolik Merah Kuning,Datar,0-20,5.35,1.53,0.214,12.1,0.334,0.37,17.4,30.7,Lempung berpasir
TN-0152,2026,SRK-B-001,SRK,Estate Sungai Rangkat,B,Podsolik Merah Kuning,Datar,20-40,5.25,2.38,0.123,13.0,0.405,0.414,15.1,35.3,Pasir berlempung
TN-0153,2026,SRK-B-002,SRK,Estate Sungai Rangkat,B,Mineral,Datar,20-40,5.14,2.77,0.212,13.7,0.354,0.561,21.6,24.6,Pasir berlempung
TN-0154,2026,SRK-B-005,SRK,Estate Sungai Rangkat,B,Mineral,Berbukit,0-20,5.48,0.99,0.135,7.5,0.372,0.501,15.0,22.5,Lempung berpasir
TN-0155,2026,SRK-B-007,SRK,Estate Sungai Rangkat,B,Mineral,Bergelombang,20-40,5.12,2.7,0.216,10.2,0.36,0.22,14.5,35.1,Liat berdebu
TN-0156,2026,SRK-B-008,SRK,Estate Sungai Rangkat,B,Mineral,Bergelombang,20-40,4.9,2.22,0.156,7.4,0.334,0.382,17.9,23.8,Liat berdebu
TN-0157,2026,SRK-B-015,SRK,Estate Sungai Rangkat,B,Aluvial,Berbukit,0-20,4.72,1.57,0.221,4.9,0.273,0.564,14.9,28.1,Liat berdebu
TN-0158,2026,SRK-B-019,SRK,Estate Sungai Rangkat,B,Podsolik Merah Kuning,Bergelombang,20-40,5.1,2.02,0.152,14.7,0.289,0.414,14.5,22.2,Organik
TN-0159,2026,SRK-C-001,SRK,Estate Sungai Rangkat,C,Mineral,Datar,0-20,5.02,1.47,0.183,13.8,0.347,0.327,15.1,22.8,Lempung berpasir
TN-0160,2026,SRK-C-006,SRK,Estate Sungai Rangkat,C,Mineral,Bergelombang,20-40,5.01,2.57,0.219,13.2,0.282,0.403,12.4,28.6,Pasir berlempung
TN-0161,2026,SRK-C-009,SRK,Estate Sungai Rangkat,C,Mineral,Datar,20-40,5.06,3.18,0.16,8.0,0.355,0.41,13.8,24.9,Liat berdebu
TN-0162,2026,SRK-C-011,SRK,Estate Sungai Rangkat,C,Podsolik Merah Kuning,Datar,20-40,4.8,2.29,0.226,9.3,0.216,0.431,13.1,27.7,Liat berdebu
TN-0163,2026,SRK-C-016,SRK,Estate Sungai Rangkat,C,Aluvial,Datar,20-40,5.23,2.01,0.227,7.5,0.32,0.533,17.6,29.8,Lempung berpasir
TN-0164,2026,SRK-C-021,SRK,Estate Sungai Rangkat,C,Podsolik Merah Kuning,Berbukit,20-40,5.28,1.59,0.154,15.1,0.231,0.36,15.7,45.1,Organik
TN-0165,2026,SRK-D-002,SRK,Estate Sungai Rangkat,D,Gambut,Bergelombang,20-40,4.81,13.45,0.162,15.0,0.251,0.534,20.2,28.7,Pasir berlempung
TN-0166,2026,SRK-D-004,SRK,Estate Sungai Rangkat,D,Mineral,Berbukit,20-40,5.04,1.93,0.205,13.3,0.311,0.282,21.3,33.0,Liat berdebu
TN-0167,2026,SRK-D-011,SRK,Estate Sungai Rangkat,D,Podsolik Merah Kuning,Bergelombang,0-20,5.48,1.94,0.203,15.8,0.418,0.536,16.3,27.8,Lempung berpasir
TN-0168,2026,SRK-D-014,SRK,Estate Sungai Rangkat,D,Gambut,Bergelombang,20-40,4.91,12.91,0.284,12.0,0.227,0.387,10.5,24.6,Organik
TN-0169,2026,SRK-D-015,SRK,Estate Sungai Rangkat,D,Podsolik Merah Kuning,Datar,20-40,5.22,2.36,0.224,13.4,0.357,0.429,13.1,31.8,Pasir berlempung
TN-0170,2026,SRK-E-012,SRK,Estate Sungai Rangkat,E,Gambut,Datar,0-20,4.21,12.97,0.203,6.3,0.483,0.333,7.3,40.9,Lempung berpasir
TN-0171,2026,SRK-E-016,SRK,Estate Sungai Rangkat,E,Mineral,Bergelombang,20-40,5.21,1.84,0.19,3.2,0.279,0.421,20.2,26.1,Liat berdebu
TN-0172,2026,SRK-E-021,SRK,Estate Sungai Rangkat,E,Mineral,Berbukit,20-40,4.96,2.72,0.113,15.4,0.419,0.37,9.4,19.2,Organik
TN-0173,2026,SRK-F-002,SRK,Estate Sungai Rangkat,F,Mineral,Datar,0-20,4.67,1.88,0.156,16.9,0.462,0.347,14.5,28.4,Organik
TN-0174,2026,SRK-F-003,SRK,Estate Sungai Rangkat,F,Podsolik Merah Kuning,Bergelombang,0-20,5.2,1.93,0.219,10.8,0.306,0.653,12.7,15.3,Lempung berpasir
TN-0175,2026,SRK-F-006,SRK,Estate Sungai Rangkat,F,Mineral,Berbukit,0-20,4.99,1.41,0.141,15.8,0.288,0.63,20.9,32.5,Lempung berpasir
TN-0176,2026,SRK-F-015,SRK,Estate Sungai Rangkat,F,Podsolik Merah Kuning,Datar,0-20,5.24,2.02,0.146,8.4,0.227,0.383,11.9,32.8,Organik
TN-0177,2026,SRK-F-017,SRK,Estate Sungai Rangkat,F,Gambut,Bergelombang,0-20,4.56,11.55,0.169,13.9,0.139,0.716,13.7,25.0,Organik
TN-0178,2026,SRK-F-022,SRK,Estate Sungai Rangkat,F,Mineral,Datar,20-40,4.75,1.61,0.174,11.7,0.363,0.419,27.1,45.1,Lempung berpasir
TN-0179,2026,SRK-F-023,SRK,Estate Sungai Rangkat,F,Aluvial,Bergelombang,0-20,5.18,2.41,0.205,8.9,0.33,0.422,8.9,30.2,Organik
TN-0180,2026,SRK-F-024,SRK,Estate Sungai Rangkat,F,Mineral,Datar,20-40,5.5,0.59,0.186,13.3,0.467,0.607,10.6,25.9,Liat berdebu
TN-0181,2026,LDP-A-004,LDP,Estate Landak Permai,A,Mineral,Berbukit,20-40,5.16,1.58,0.176,9.3,0.257,0.204,13.3,22.2,Pasir berlempung
TN-0182,2026,LDP-A-005,LDP,Estate Landak Permai,A,Gambut,Datar,20-40,4.96,12.72,0.207,16.0,0.493,0.377,19.9,21.8,Liat berdebu
TN-0183,2026,LDP-A-008,LDP,Estate Landak Permai,A,Gambut,Datar,20-40,4.44,12.24,0.197,9.1,0.371,0.402,17.0,36.0,Pasir berlempung
TN-0184,2026,LDP-A-011,LDP,Estate Landak Permai,A,Mineral,Datar,0-20,5.39,1.73,0.199,6.3,0.288,0.446,13.4,31.5,Lempung berpasir
TN-0185,2026,LDP-A-012,LDP,Estate Landak Permai,A,Gambut,Bergelombang,20-40,4.45,11.75,0.221,11.6,0.309,0.497,17.3,43.9,Liat berdebu
TN-0186,2026,LDP-A-017,LDP,Estate Landak Permai,A,Mineral,Datar,20-40,5.06,2.55,0.165,11.4,0.44,0.572,18.5,22.0,Pasir berlempung
TN-0187,2026,LDP-A-018,LDP,Estate Landak Permai,A,Aluvial,Datar,20-40,5.36,1.87,0.119,13.5,0.323,0.453,15.7,27.4,Liat berdebu
TN-0188,2026,LDP-A-023,LDP,Estate Landak Permai,A,Aluvial,Bergelombang,0-20,5.4,1.25,0.187,16.9,0.352,0.443,18.0,7.5,Organik
TN-0189,2026,LDP-A-024,LDP,Estate Landak Permai,A,Mineral,Datar,20-40,5.05,1.5,0.178,15.0,0.272,0.486,20.4,30.9,Organik
TN-0190,2026,LDP-B-009,LDP,Estate Landak Permai,B,Mineral,Bergelombang,0-20,5.04,1.43,0.181,20.8,0.248,0.551,9.2,33.5,Liat berdebu
TN-0191,2026,LDP-B-011,LDP,Estate Landak Permai,B,Mineral,Datar,20-40,5.38,2.37,0.13,11.1,0.365,0.501,20.8,27.2,Lempung berpasir
TN-0192,2026,LDP-B-014,LDP,Estate Landak Permai,B,Mineral,Bergelombang,0-20,5.12,2.93,0.202,13.5,0.471,0.515,22.5,38.5,Lempung berpasir
TN-0193,2026,LDP-B-015,LDP,Estate Landak Permai,B,Podsolik Merah Kuning,Bergelombang,0-20,5.21,1.88,0.197,14.2,0.252,0.352,18.9,28.7,Organik
TN-0194,2026,LDP-B-016,LDP,Estate Landak Permai,B,Mineral,Berbukit,0-20,5.17,2.61,0.155,12.3,0.298,0.509,18.2,18.5,Pasir berlempung
TN-0195,2026,LDP-B-019,LDP,Estate Landak Permai,B,Aluvial,Datar,20-40,4.87,3.16,0.122,11.1,0.378,0.5,16.4,31.8,Lempung berpasir
TN-0196,2026,LDP-C-002,LDP,Estate Landak Permai,C,Gambut,Datar,20-40,5.02,12.97,0.2,14.8,0.404,0.576,16.3,22.1,Liat berdebu
TN-0197,2026,LDP-C-003,LDP,Estate Landak Permai,C,Mineral,Datar,0-20,4.86,2.84,0.229,9.3,0.278,0.44,16.1,29.9,Lempung berpasir
TN-0198,2026,LDP-C-004,LDP,Estate Landak Permai,C,Mineral,Bergelombang,0-20,4.88,0.73,0.155,9.7,0.308,0.512,17.9,25.3,Lempung berpasir
TN-0199,2026,LDP-C-009,LDP,Estate Landak Permai,C,Mineral,Bergelombang,0-20,5.4,2.05,0.216,13.9,0.317,0.381,15.6,30.4,Pasir berlempung
TN-0200,2026,LDP-C-013,LDP,Estate Landak Permai,C,Gambut,Berbukit,0-20,4.79,12.7,0.235,15.3,0.364,0.436,8.8,27.1,Lempung berpasir
TN-0201,2026,LDP-C-014,LDP,Estate Landak Permai,C,Podsolik Merah Kuning,Datar,20-40,5.39,1.93,0.185,8.4,0.341,0.38,16.8,17.1,Liat berdebu
TN-0202,2026,LDP-C-017,LDP,Estate Landak Permai,C,Mineral,Datar,0-20,4.75,0.99,0.199,11.8,0.371,0.354,19.5,31.0,Liat berdebu
TN-0203,2026,LDP-C-021,LDP,Estate Landak Permai,C,Podsolik Merah Kuning,Bergelombang,0-20,5.16,2.47,0.217,13.2,0.341,0.481,19.8,8.4,Liat berdebu
TN-0204,2026,LDP-C-022,LDP,Estate Landak Permai,C,Podsolik Merah Kuning,Bergelombang,20-40,5.24,1.55,0.177,12.7,0.386,0.493,16.1,26.9,Lempung berpasir
TN-0205,2026,LDP-C-024,LDP,Estate Landak Permai,C,Podsolik Merah Kuning,Berbukit,20-40,5.32,2.05,0.146,10.0,0.373,0.416,15.4,21.3,Pasir berlempung
TN-0206,2026,LDP-D-003,LDP,Estate Landak Permai,D,Podsolik Merah Kuning,Datar,20-40,4.42,2.64,0.237,17.1,0.277,0.509,16.6,35.7,Pasir berlempung
TN-0207,2026,LDP-D-007,LDP,Estate Landak Permai,D,Aluvial,Bergelombang,20-40,5.21,2.01,0.238,18.1,0.43,0.674,18.5,36.0,Liat berdebu
TN-0208,2026,LDP-D-012,LDP,Estate Landak Permai,D,Mineral,Datar,0-20,4.97,1.48,0.151,5.3,0.275,0.331,14.3,36.9,Liat berdebu
TN-0209,2026,LDP-D-016,LDP,Estate Landak Permai,D,Podsolik Merah Kuning,Datar,20-40,5.19,2.09,0.162,9.4,0.458,0.645,7.0,29.1,Organik
TN-0210,2026,LDP-D-023,LDP,Estate Landak Permai,D,Gambut,Datar,20-40,4.84,12.37,0.216,19.3,0.419,0.648,17.3,40.1,Pasir berlempung
TN-0211,2026,LDP-E-002,LDP,Estate Landak Permai,E,Mineral,Berbukit,0-20,4.79,2.25,0.163,2.1,0.368,0.555,17.1,17.9,Lempung berpasir
TN-0212,2026,LDP-E-003,LDP,Estate Landak Permai,E,Mineral,Datar,20-40,4.59,2.0,0.204,13.8,0.428,0.439,15.8,34.6,Organik
TN-0213,2026,LDP-E-010,LDP,Estate Landak Permai,E,Aluvial,Datar,0-20,4.91,2.12,0.199,6.3,0.259,0.414,21.3,31.4,Liat berdebu
TN-0214,2026,LDP-E-021,LDP,Estate Landak Permai,E,Podsolik Merah Kuning,Berbukit,0-20,5.31,2.31,0.187,9.2,0.319,0.427,16.5,31.5,Liat berdebu
TN-0215,2026,LDP-F-002,LDP,Estate Landak Permai,F,Podsolik Merah Kuning,Berbukit,0-20,5.21,1.53,0.232,7.8,0.288,0.482,15.3,14.5,Pasir berlempung
TN-0216,2026,LDP-F-009,LDP,Estate Landak Permai,F,Gambut,Bergelombang,0-20,4.54,12.05,0.187,9.6,0.314,0.334,17.7,30.1,Lempung berpasir
TN-0217,2026,LDP-F-011,LDP,Estate Landak Permai,F,Mineral,Bergelombang,20-40,5.54,1.49,0.252,8.8,0.415,0.443,19.6,9.8,Organik
TN-0218,2026,LDP-F-012,LDP,Estate Landak Permai,F,Mineral,Datar,0-20,4.79,1.58,0.144,3.9,0.466,0.328,13.9,27.4,Lempung berpasir
TN-0219,2026,LDP-F-013,LDP,Estate Landak Permai,F,Aluvial,Datar,20-40,5.2,2.06,0.162,11.9,0.452,0.313,16.1,24.9,Organik
TN-0220,2026,LDP-F-016,LDP,Estate Landak Permai,F,Podsolik Merah Kuning,Berbukit,0-20,4.64,2.33,0.216,13.7,0.368,0.333,15.4,26.0,Liat berdebu
TN-0221,2026,LDP-F-017,LDP,Estate Landak Permai,F,Mineral,Berbukit,20-40,4.44,2.02,0.223,6.8,0.289,0.57,12.4,28.3,Liat berdebu
TN-0222,2026,LDP-F-019,LDP,Estate Landak Permai,F,Gambut,Datar,0-20,4.35,13.09,0.214,13.8,0.375,0.396,13.8,35.0,Organik
TN-0223,2026,RKJ-A-001,RKJ,Estate Rokan Jaya,A,Podsolik Merah Kuning,Datar,20-40,5.4,1.73,0.247,16.6,0.416,0.503,16.1,31.5,Organik
TN-0224,2026,RKJ-A-006,RKJ,Estate Rokan Jaya,A,Mineral,Datar,0-20,4.91,2.4,0.106,12.9,0.426,0.312,15.1,30.3,Lempung berpasir
TN-0225,2026,RKJ-A-008,RKJ,Estate Rokan Jaya,A,Mineral,Bergelombang,20-40,5.02,1.34,0.195,9.7,0.345,0.491,23.3,23.7,Organik
TN-0226,2026,RKJ-A-014,RKJ,Estate Rokan Jaya,A,Mineral,Datar,20-40,5.54,2.63,0.138,12.4,0.304,0.662,25.3,40.4,Pasir berlempung
TN-0227,2026,RKJ-A-017,RKJ,Estate Rokan Jaya,A,Gambut,Berbukit,20-40,5.03,13.02,0.187,11.3,0.341,0.29,17.3,30.7,Liat berdebu
TN-0228,2026,RKJ-A-018,RKJ,Estate Rokan Jaya,A,Podsolik Merah Kuning,Berbukit,20-40,5.34,2.5,0.202,16.2,0.38,0.387,19.7,28.3,Pasir berlempung
TN-0229,2026,RKJ-B-001,RKJ,Estate Rokan Jaya,B,Mineral,Bergelombang,0-20,4.89,2.21,0.15,10.4,0.334,0.479,11.8,26.0,Liat berdebu
TN-0230,2026,RKJ-B-004,RKJ,Estate Rokan Jaya,B,Gambut,Bergelombang,0-20,4.7,12.09,0.179,15.2,0.346,0.586,10.1,29.0,Lempung berpasir
TN-0231,2026,RKJ-B-005,RKJ,Estate Rokan Jaya,B,Gambut,Bergelombang,20-40,4.4,12.68,0.159,12.5,0.265,0.446,13.6,30.6,Organik
TN-0232,2026,RKJ-B-008,RKJ,Estate Rokan Jaya,B,Gambut,Datar,20-40,4.84,12.59,0.161,16.2,0.32,0.416,13.8,35.2,Lempung berpasir
TN-0233,2026,RKJ-B-021,RKJ,Estate Rokan Jaya,B,Podsolik Merah Kuning,Bergelombang,20-40,5.29,2.11,0.104,17.7,0.307,0.444,18.8,30.4,Liat berdebu
TN-0234,2026,RKJ-C-001,RKJ,Estate Rokan Jaya,C,Podsolik Merah Kuning,Berbukit,0-20,4.64,2.8,0.26,14.8,0.363,0.463,12.7,35.0,Pasir berlempung
TN-0235,2026,RKJ-C-002,RKJ,Estate Rokan Jaya,C,Mineral,Bergelombang,20-40,5.46,2.05,0.218,15.8,0.33,0.337,16.9,29.5,Liat berdebu
TN-0236,2026,RKJ-C-003,RKJ,Estate Rokan Jaya,C,Podsolik Merah Kuning,Datar,0-20,5.21,2.88,0.138,10.4,0.285,0.634,16.4,15.8,Pasir berlempung
TN-0237,2026,RKJ-C-006,RKJ,Estate Rokan Jaya,C,Mineral,Bergelombang,0-20,5.21,1.59,0.171,9.2,0.353,0.636,23.2,33.5,Pasir berlempung
TN-0238,2026,RKJ-C-007,RKJ,Estate Rokan Jaya,C,Mineral,Berbukit,20-40,4.97,1.45,0.222,9.3,0.302,0.502,22.7,36.9,Pasir berlempung
TN-0239,2026,RKJ-C-011,RKJ,Estate Rokan Jaya,C,Podsolik Merah Kuning,Datar,20-40,4.95,1.86,0.213,12.1,0.462,0.517,10.8,20.0,Organik
TN-0240,2026,RKJ-C-012,RKJ,Estate Rokan Jaya,C,Aluvial,Bergelombang,0-20,4.91,2.19,0.215,8.8,0.246,0.582,13.4,25.1,Pasir berlempung
TN-0241,2026,RKJ-C-017,RKJ,Estate Rokan Jaya,C,Gambut,Bergelombang,0-20,4.6,12.44,0.193,14.3,0.243,0.286,9.8,23.8,Organik
TN-0242,2026,RKJ-C-019,RKJ,Estate Rokan Jaya,C,Mineral,Datar,20-40,4.75,1.59,0.219,14.8,0.356,0.494,11.8,25.1,Pasir berlempung
TN-0243,2026,RKJ-C-020,RKJ,Estate Rokan Jaya,C,Gambut,Datar,0-20,4.6,12.92,0.195,8.7,0.398,0.428,14.4,30.3,Organik
TN-0244,2026,RKJ-C-022,RKJ,Estate Rokan Jaya,C,Gambut,Datar,0-20,4.71,12.59,0.175,7.5,0.39,0.642,15.7,39.6,Pasir berlempung
TN-0245,2026,RKJ-C-023,RKJ,Estate Rokan Jaya,C,Podsolik Merah Kuning,Bergelombang,20-40,5.16,1.44,0.176,12.9,0.327,0.662,13.6,23.6,Liat berdebu
TN-0246,2026,RKJ-D-001,RKJ,Estate Rokan Jaya,D,Mineral,Datar,20-40,5.01,2.82,0.221,13.5,0.295,0.414,17.7,27.1,Pasir berlempung
TN-0247,2026,RKJ-D-002,RKJ,Estate Rokan Jaya,D,Podsolik Merah Kuning,Datar,20-40,4.67,1.63,0.178,12.8,0.365,0.538,21.1,18.9,Organik
TN-0248,2026,RKJ-D-005,RKJ,Estate Rokan Jaya,D,Mineral,Datar,20-40,5.05,1.76,0.196,11.6,0.238,0.547,18.1,14.0,Organik
TN-0249,2026,RKJ-D-008,RKJ,Estate Rokan Jaya,D,Podsolik Merah Kuning,Bergelombang,0-20,5.27,2.3,0.211,15.6,0.308,0.424,22.2,22.4,Liat berdebu
TN-0250,2026,RKJ-D-009,RKJ,Estate Rokan Jaya,D,Gambut,Datar,20-40,4.57,12.07,0.243,10.1,0.365,0.447,7.9,36.4,Liat berdebu
TN-0251,2026,RKJ-D-014,RKJ,Estate Rokan Jaya,D,Podsolik Merah Kuning,Datar,20-40,4.73,0.94,0.22,10.5,0.352,0.463,17.5,31.1,Pasir berlempung
TN-0252,2026,RKJ-D-019,RKJ,Estate Rokan Jaya,D,Mineral,Bergelombang,0-20,5.47,1.37,0.162,11.5,0.286,0.485,9.1,21.9,Pasir berlempung
TN-0253,2026,RKJ-E-003,RKJ,Estate Rokan Jaya,E,Podsolik Merah Kuning,Datar,0-20,5.14,1.93,0.305,7.5,0.276,0.577,16.4,28.7,Lempung berpasir
TN-0254,2026,RKJ-E-005,RKJ,Estate Rokan Jaya,E,Aluvial,Berbukit,20-40,4.8,2.02,0.176,17.0,0.279,0.482,19.8,30.6,Liat berdebu
TN-0255,2026,RKJ-E-011,RKJ,Estate Rokan Jaya,E,Mineral,Bergelombang,0-20,5.37,2.31,0.198,15.3,0.349,0.318,13.7,31.9,Organik
TN-0256,2026,RKJ-E-012,RKJ,Estate Rokan Jaya,E,Aluvial,Datar,0-20,4.5,2.42,0.184,7.6,0.51,0.663,18.9,22.9,Pasir berlempung
TN-0257,2026,RKJ-E-013,RKJ,Estate Rokan Jaya,E,Mineral,Berbukit,0-20,4.99,2.08,0.278,8.7,0.411,0.514,13.4,23.7,Liat berdebu
TN-0258,2026,RKJ-E-014,RKJ,Estate Rokan Jaya,E,Podsolik Merah Kuning,Datar,20-40,4.98,2.64,0.243,5.4,0.357,0.27,25.6,30.3,Liat berdebu
TN-0259,2026,RKJ-E-020,RKJ,Estate Rokan Jaya,E,Mineral,Berbukit,20-40,5.17,2.15,0.197,10.9,0.3,0.317,16.5,29.0,Pasir berlempung
TN-0260,2026,RKJ-E-023,RKJ,Estate Rokan Jaya,E,Podsolik Merah Kuning,Berbukit,0-20,5.25,1.84,0.181,11.3,0.227,0.466,12.8,26.9,Pasir berlempung
TN-0261,2026,RKJ-F-001,RKJ,Estate Rokan Jaya,F,Podsolik Merah Kuning,Datar,0-20,5.17,0.57,0.159,11.3,0.315,0.456,19.7,28.3,Pasir berlempung
TN-0262,2026,RKJ-F-002,RKJ,Estate Rokan Jaya,F,Aluvial,Datar,20-40,5.1,2.89,0.259,7.5,0.374,0.423,22.6,33.2,Organik
TN-0263,2026,RKJ-F-009,RKJ,Estate Rokan Jaya,F,Mineral,Datar,20-40,4.91,1.65,0.204,8.4,0.326,0.619,26.5,26.2,Liat berdebu
TN-0264,2026,RKJ-F-012,RKJ,Estate Rokan Jaya,F,Podsolik Merah Kuning,Datar,20-40,5.08,1.43,0.145,14.6,0.329,0.464,16.6,26.4,Organik
TN-0265,2026,RKJ-F-016,RKJ,Estate Rokan Jaya,F,Podsolik Merah Kuning,Bergelombang,20-40,4.94,0.9,0.16,6.1,0.244,0.589,19.1,22.7,Liat berdebu
TN-0266,2026,RKJ-F-020,RKJ,Estate Rokan Jaya,F,Podsolik Merah Kuning,Datar,20-40,5.42,0.73,0.181,14.0,0.305,0.643,21.7,25.6,Pasir berlempung
TN-0267,2026,RKJ-F-021,RKJ,Estate Rokan Jaya,F,Gambut,Bergelombang,0-20,4.71,11.7,0.171,10.6,0.4,0.484,19.5,25.4,Organik
TN-0268,2026,KPS-A-001,KPS,Estate Kampar Sentosa,A,Mineral,Bergelombang,20-40,4.95,1.15,0.2,12.3,0.32,0.425,12.7,26.0,Organik
TN-0269,2026,KPS-A-008,KPS,Estate Kampar Sentosa,A,Aluvial,Datar,20-40,4.72,1.62,0.228,13.3,0.388,0.599,15.6,17.0,Pasir berlempung
TN-0270,2026,KPS-A-011,KPS,Estate Kampar Sentosa,A,Mineral,Datar,20-40,5.14,1.52,0.264,7.1,0.376,0.425,18.2,28.3,Pasir berlempung
TN-0271,2026,KPS-A-016,KPS,Estate Kampar Sentosa,A,Mineral,Bergelombang,20-40,5.17,1.1,0.249,9.4,0.316,0.679,14.4,19.5,Liat berdebu
TN-0272,2026,KPS-A-022,KPS,Estate Kampar Sentosa,A,Aluvial,Bergelombang,20-40,5.34,1.96,0.176,6.6,0.264,0.61,7.1,19.0,Liat berdebu
TN-0273,2026,KPS-B-007,KPS,Estate Kampar Sentosa,B,Podsolik Merah Kuning,Bergelombang,20-40,5.33,2.37,0.186,11.9,0.268,0.485,22.1,32.2,Lempung berpasir
TN-0274,2026,KPS-B-008,KPS,Estate Kampar Sentosa,B,Mineral,Berbukit,20-40,5.42,1.83,0.214,13.6,0.273,0.342,12.5,26.9,Organik
TN-0275,2026,KPS-B-019,KPS,Estate Kampar Sentosa,B,Podsolik Merah Kuning,Datar,0-20,5.15,1.22,0.261,8.4,0.366,0.332,13.0,30.1,Pasir berlempung
TN-0276,2026,KPS-C-008,KPS,Estate Kampar Sentosa,C,Mineral,Datar,20-40,5.08,2.8,0.179,5.9,0.291,0.352,10.1,23.8,Liat berdebu
TN-0277,2026,KPS-C-010,KPS,Estate Kampar Sentosa,C,Podsolik Merah Kuning,Datar,20-40,4.97,2.36,0.197,11.4,0.384,0.633,14.8,32.7,Organik
TN-0278,2026,KPS-C-011,KPS,Estate Kampar Sentosa,C,Mineral,Datar,20-40,5.25,0.88,0.184,7.7,0.229,0.627,10.4,33.6,Lempung berpasir
TN-0279,2026,KPS-C-013,KPS,Estate Kampar Sentosa,C,Gambut,Datar,20-40,4.62,12.94,0.156,7.2,0.383,0.54,8.4,26.3,Lempung berpasir
TN-0280,2026,KPS-C-015,KPS,Estate Kampar Sentosa,C,Gambut,Datar,20-40,4.28,12.5,0.122,10.1,0.379,0.467,19.7,28.0,Liat berdebu
TN-0281,2026,KPS-C-018,KPS,Estate Kampar Sentosa,C,Gambut,Datar,0-20,4.6,11.36,0.24,12.4,0.39,0.528,16.2,15.0,Lempung berpasir
TN-0282,2026,KPS-C-019,KPS,Estate Kampar Sentosa,C,Mineral,Bergelombang,20-40,5.26,2.32,0.252,12.3,0.447,0.519,17.9,36.6,Liat berdebu
TN-0283,2026,KPS-C-020,KPS,Estate Kampar Sentosa,C,Aluvial,Berbukit,0-20,5.35,2.07,0.161,2.7,0.391,0.586,20.8,21.4,Pasir berlempung
TN-0284,2026,KPS-C-023,KPS,Estate Kampar Sentosa,C,Aluvial,Datar,20-40,5.38,1.68,0.122,11.5,0.474,0.573,13.4,30.1,Organik
TN-0285,2026,KPS-D-001,KPS,Estate Kampar Sentosa,D,Mineral,Datar,0-20,5.24,1.33,0.166,8.2,0.219,0.401,12.4,35.6,Pasir berlempung
TN-0286,2026,KPS-D-002,KPS,Estate Kampar Sentosa,D,Aluvial,Datar,20-40,5.62,2.02,0.18,11.5,0.27,0.517,15.9,20.8,Organik
TN-0287,2026,KPS-D-007,KPS,Estate Kampar Sentosa,D,Podsolik Merah Kuning,Bergelombang,20-40,4.77,2.95,0.19,11.1,0.371,0.37,16.0,30.7,Pasir berlempung
TN-0288,2026,KPS-D-008,KPS,Estate Kampar Sentosa,D,Gambut,Datar,0-20,4.88,13.06,0.124,18.5,0.24,0.312,13.3,23.6,Lempung berpasir
TN-0289,2026,KPS-D-009,KPS,Estate Kampar Sentosa,D,Mineral,Berbukit,0-20,4.88,2.58,0.207,15.4,0.359,0.47,24.5,26.6,Liat berdebu
TN-0290,2026,KPS-D-010,KPS,Estate Kampar Sentosa,D,Gambut,Datar,0-20,4.38,12.7,0.203,10.6,0.25,0.241,19.4,35.4,Organik
TN-0291,2026,KPS-D-011,KPS,Estate Kampar Sentosa,D,Gambut,Bergelombang,0-20,4.11,12.34,0.221,9.9,0.37,0.485,12.9,20.5,Pasir berlempung
TN-0292,2026,KPS-D-012,KPS,Estate Kampar Sentosa,D,Podsolik Merah Kuning,Berbukit,20-40,4.81,2.58,0.165,10.3,0.331,0.582,10.2,33.6,Pasir berlempung
TN-0293,2026,KPS-D-017,KPS,Estate Kampar Sentosa,D,Podsolik Merah Kuning,Berbukit,0-20,5.2,2.17,0.157,7.7,0.225,0.618,15.3,34.0,Pasir berlempung
TN-0294,2026,KPS-D-022,KPS,Estate Kampar Sentosa,D,Mineral,Bergelombang,0-20,5.33,2.24,0.284,5.6,0.352,0.562,19.8,24.9,Lempung berpasir
TN-0295,2026,KPS-D-023,KPS,Estate Kampar Sentosa,D,Podsolik Merah Kuning,Bergelombang,20-40,4.84,0.77,0.121,13.0,0.417,0.571,11.8,28.6,Lempung berpasir
TN-0296,2026,KPS-E-005,KPS,Estate Kampar Sentosa,E,Gambut,Bergelombang,20-40,4.13,12.68,0.15,10.5,0.223,0.52,16.6,25.5,Pasir berlempung
TN-0297,2026,KPS-E-007,KPS,Estate Kampar Sentosa,E,Gambut,Berbukit,0-20,4.45,12.34,0.22,7.6,0.216,0.558,18.6,22.2,Pasir berlempung
TN-0298,2026,KPS-E-009,KPS,Estate Kampar Sentosa,E,Mineral,Berbukit,20-40,5.16,1.39,0.243,10.8,0.324,0.476,20.0,32.2,Lempung berpasir
TN-0299,2026,KPS-E-014,KPS,Estate Kampar Sentosa,E,Gambut,Datar,20-40,4.92,12.3,0.253,9.5,0.427,0.419,18.7,33.1,Lempung berpasir
TN-0300,2026,KPS-E-015,KPS,Estate Kampar Sentosa,E,Mineral,Bergelombang,0-20,4.61,1.88,0.27,12.2,0.238,0.34,17.8,25.2,Liat berdebu
