EstateKode,Estate,Wilayah,Tahun,Bulan,NamaBulan,Periode,CurahHujan_mm,HariHujan,HariKerjaEfektif,Evapotranspirasi_mm,DefisitAir_mm,DefisitAirKumulatif12Bulan_mm,CurahHujan12Bulan_mm,BulanKering,StatusIklim
LDP,Estate Landak Permai,Kalimantan Barat,2025,9,Sep,Sep-2025,239.9,9,30,150.0,0.0,85.9,3045.9,0,Normal
LDP,Estate Landak Permai,Kalimantan Barat,2025,10,Okt,Okt-2025,221.3,9,31,150.0,0.0,85.9,2924.3,0,Normal
LDP,Estate Landak Permai,Kalimantan Barat,2025,11,Nov,Nov-2025,439.6,17,29,150.0,0.0,85.9,3005.2,0,Normal
LDP,Estate Landak Permai,Kalimantan Barat,2025,12,Des,Des-2025,480.6,19,31,150.0,0.0,85.9,3180.3,0,Normal
LDP,Estate Landak Permai,Kalimantan Barat,2026,1,Jan,Jan-2026,466.1,18,31,150.0,0.0,85.9,3322.9,0,Normal
LDP,Estate Landak Permai,Kalimantan Barat,2026,2,Feb,Feb-2026,296.5,11,28,150.0,0.0,85.9,3355.7,0,Normal
LDP,Estate Landak Permai,Kalimantan Barat,2026,3,Mar,Mar-2026,173.4,11,31,150.0,0.0,85.9,3321.4,0,Normal
LDP,Estate Landak Permai,Kalimantan Barat,2026,4,Apr,Apr-2026,340.6,15,30,150.0,0.0,85.9,3323.6,0,Normal
LDP,Estate Landak Permai,Kalimantan Barat,2026,5,Mei,Mei-2026,188.4,10,31,150.0,0.0,85.9,3295.5,0,Normal
LDP,Estate Landak Permai,Kalimantan Barat,2026,6,Jun,Jun-2026,390.8,14,30,150.0,0.0,0.0,3622.2,0,Normal
LDP,Estate Landak Permai,Kalimantan Barat,2026,7,Jul,Jul-2026,85.3,4,31,150.0,64.7,64.7,3502.7,1,Normal
LDP,Estate Landak Permai,Kalimantan Barat,2026,8,Agu,Agu-2026,153.0,6,31,150.0,0.0,64.7,3475.5,0,Normal
MRA,Estate Muara Alam,Kalimantan Tengah,2021,1,Jan,Jan-2021,344.9,13,31,150.0,0.0,0.0,344.9,0,Normal
MRA,Estate Muara Alam,Kalimantan Tengah,2021,2,Feb,Feb-2021,314.7,14,28,150.0,0.0,0.0,659.6,0,Normal
MRA,Estate Muara Alam,Kalimantan Tengah,2021,3,Mar,Mar-2021,590.2,19,31,150.0,0.0,0.0,1249.8,0,Normal
MRA,Estate Muara Alam,Kalimantan Tengah,2021,4,Apr,Apr-2021,260.5,10,30,150.0,0.0,0.0,1510.3,0,Normal
MRA,Estate Muara Alam,Kalimantan Tengah,2021,5,Mei,Mei-2021,343.2,10,31,150.0,0.0,0.0,1853.5,0,Normal
MRA,Estate Muara Alam,Kalimantan Tengah,2021,6,Jun,Jun-2021,242.2,10,30,150.0,0.0,0.0,2095.7,0,Normal
MRA,Estate Muara Alam,Kalimantan Tengah,2021,7,Jul,Jul-2021,110.8,6,31,150.0,39.2,39.2,2206.5,0,Normal
MRA,Estate Muara Alam,Kalimantan Tengah,2021,8,Agu,Agu-2021,163.7,5,31,150.0,0.0,39.2,2370.2,0,Normal
MRA,Estate Muara Alam,Kalimantan Tengah,2021,9,Sep,Sep-2021,233.5,9,30,150.0,0.0,39.2,2603.7,0,Normal
MRA,Estate Muara Alam,Kalimantan Tengah,2021,10,Okt,Okt-2021,513.2,22,31,150.0,0.0,39.2,3116.9,0,Normal
MRA,Estate Muara Alam,Kalimantan Tengah,2021,11,Nov,Nov-2021,330.9,17,30,150.0,0.0,39.2,3447.8,0,Normal
MRA,Estate Muara Alam,Kalimantan Tengah,2021,12,Des,Des-2021,429.5,18,31,150.0,0.0,39.2,3877.3,0,Normal
MRA,Estate Muara Alam,Kalimantan Tengah,2022,1,Jan,Jan-2022,298.3,13,31,150.0,0.0,39.2,3830.7,0,Normal
MRA,Estate Muara Alam,Kalimantan Tengah,2022,2,Feb,Feb-2022,278.1,11,28,150.0,0.0,39.2,3794.1,0,Normal
MRA,Estate Muara Alam,Kalimantan Tengah,2022,3,Mar,Mar-2022,432.5,17,31,150.0,0.0,39.2,3636.4,0,Normal
MRA,Estate Muara Alam,Kalimantan Tengah,2022,4,Apr,Apr-2022,209.6,8,30,150.0,0.0,39.2,3585.5,0,Normal
MRA,Estate Muara Alam,Kalimantan Tengah,2022,5,Mei,Mei-2022,214.0,9,30,150.0,0.0,39.2,3456.3,0,Normal
MRA,Estate Muara Alam,Kalimantan Tengah,2022,6,Jun,Jun-2022,191.8,9,30,150.0,0.0,39.2,3405.9,0,Normal
MRA,Estate Muara Alam,Kalimantan Tengah,2022,7,Jul,Jul-2022,103.3,4,31,150.0,46.7,46.7,3398.4,0,Normal
MRA,Estate Muara Alam,Kalimantan Tengah,2022,8,Agu,Agu-2022,142.7,6,31,150.0,7.3,54.0,3377.4,0,Normal
MRA,Estate Muara Alam,Kalimantan Tengah,2022,9,Sep,Sep-2022,228.2,10,30,150.0,0.0,54.0,3372.1,0,Normal
MRA,Estate Muara Alam,Kalimantan Tengah,2022,10,Okt,Okt-2022,300.4,12,31,150.0,0.0,54.0,3159.3,0,Normal
MRA,Estate Muara Alam,Kalimantan Tengah,2022,11,Nov,Nov-2022,444.1,15,29,150.0,0.0,54.0,3272.5,0,Normal
MRA,Estate Muara Alam,Kalimantan Tengah,2022,12,Des,Des-2022,285.3,16,31,150.0,0.0,54.0,3128.3,0,Normal
MRA,Estate Muara Alam,Kalimantan Tengah,2023,1,Jan,Jan-2023,497.6,19,31,150.0,0.0,54.0,3327.6,0,Normal
MRA,Estate Muara Alam,Kalimantan Tengah,2023,2,Feb,Feb-2023,320.6,12,27,150.0,0.0,54.0,3370.1,0,Normal
MRA,Estate Muara Alam,Kalimantan Tengah,2023,3,Mar,Mar-2023,311.1,13,31,150.0,0.0,54.0,3248.7,0,Normal
MRA,Estate Muara Alam,Kalimantan Tengah,2023,4,Apr,Apr-2023,169.1,10,30,150.0,0.0,54.0,3208.2,0,Normal
MRA,Estate Muara Alam,Kalimantan Tengah,2023,5,Mei,Mei-2023,84.9,4,31,150.0,65.1,119.1,3079.1,1,Normal
MRA,Estate Muara Alam,Kalimantan Tengah,2023,6,Jun,Jun-2023,215.6,7,30,150.0,0.0,119.1,3102.9,0,Normal
MRA,Estate Muara Alam,Kalimantan Tengah,2023,7,Jul,Jul-2023,47.0,2,31,150.0,103.0,175.4,3046.6,1,Normal
MRA,Estate Muara Alam,Kalimantan Tengah,2023,8,Agu,Agu-2023,41.2,2,31,150.0,108.8,276.9,2945.1,1,Kering
MRA,Estate Muara Alam,Kalimantan Tengah,2023,9,Sep,Sep-2023,48.7,2,30,150.0,101.3,378.2,2765.6,1,Kering
MRA,Estate Muara Alam,Kalimantan Tengah,2023,10,Okt,Okt-2023,138.5,5,31,150.0,11.5,389.7,2603.7,0,Kering
MRA,Estate Muara Alam,Kalimantan Tengah,2023,11,Nov,Nov-2023,59.7,2,30,150.0,90.3,480.0,2219.3,1,Kekeringan
MRA,Estate Muara Alam,Kalimantan Tengah,2023,12,Des,Des-2023,109.5,5,31,150.0,40.5,520.5,2043.5,0,Kekeringan
MRA,Estate Muara Alam,Kalimantan Tengah,2024,1,Jan,Jan-2024,233.4,9,31,150.0,0.0,520.5,1779.3,0,Kekeringan
MRA,Estate Muara Alam,Kalimantan Tengah,2024,2,Feb,Feb-2024,440.9,19,29,150.0,0.0,520.5,1899.6,0,Kekeringan
MRA,Estate Muara Alam,Kalimantan Tengah,2024,3,Mar,Mar-2024,282.8,12,31,150.0,0.0,520.5,1871.3,0,Kekeringan
MRA,Estate Muara Alam,Kalimantan Tengah,2024,4,Apr,Apr-2024,467.6,16,30,150.0,0.0,520.5,2169.8,0,Kekeringan
MRA,Estate Muara Alam,Kalimantan Tengah,2024,5,Mei,Mei-2024,225.4,6,30,150.0,0.0,455.4,2310.3,0,Kekeringan
MRA,Estate Muara Alam,Kalimantan Tengah,2024,6,Jun,Jun-2024,140.2,8,30,150.0,9.8,465.2,2234.9,0,Kekeringan
MRA,Estate Muara Alam,Kalimantan Tengah,2024,7,Jul,Jul-2024,159.7,6,31,150.0,0.0,362.2,2347.6,0,Kering
MRA,Estate Muara Alam,Kalimantan Tengah,2024,8,Agu,Agu-2024,380.1,11,30,150.0,0.0,253.4,2686.5,0,Kering
MRA,Estate Muara Alam,Kalimantan Tengah,2024,9,Sep,Sep-2024,212.8,9,30,150.0,0.0,152.1,2850.6,0,Normal
MRA,Estate Muara Alam,Kalimantan Tengah,2024,10,Okt,Okt-2024,283.3,11,31,150.0,0.0,140.6,2995.4,0,Normal
MRA,Estate Muara Alam,Kalimantan Tengah,2024,11,Nov,Nov-2024,390.9,13,30,150.0,0.0,50.3,3326.6,0,Normal
MRA,Estate Muara Alam,Kalimantan Tengah,2024,12,Des,Des-2024,406.3,17,31,150.0,0.0,9.8,3623.4,0,Normal
MRA,Estate Muara Alam,Kalimantan Tengah,2025,1,Jan,Jan-2025,253.3,11,31,150.0,0.0,9.8,3643.3,0,Normal
MRA,Estate Muara Alam,Kalimantan Tengah,2025,2,Feb,Feb-2025,395.5,17,28,150.0,0.0,9.8,3597.9,0,Normal
MRA,Estate Muara Alam,Kalimantan Tengah,2025,3,Mar,Mar-2025,215.7,10,31,150.0,0.0,9.8,3530.8,0,Normal
MRA,Estate Muara Alam,Kalimantan Tengah,2025,4,Apr,Apr-2025,435.7,17,29,150.0,0.0,9.8,3498.9,0,Normal
MRA,Estate Muara Alam,Kalimantan Tengah,2025,5,Mei,Mei-2025,260.4,10,31,150.0,0.0,9.8,3533.9,0,Normal
MRA,Estate Muara Alam,Kalimantan Tengah,2025,6,Jun,Jun-2025,314.3,10,30,150.0,0.0,0.0,3708.0,0,Normal
MRA,Estate Muara Alam,Kalimantan Tengah,2025,7,Jul,Jul-2025,93.1,5,31,150.0,56.9,56.9,3641.4,1,Normal
MRA,Estate Muara Alam,Kalimantan Tengah,2025,8,Agu,Agu-2025,82.1,5,31,150.0,67.9,124.8,3343.4,1,Normal
MRA,Estate Muara Alam,Kalimantan Tengah,2025,9,Sep,Sep-2025,145.2,6,30,150.0,4.8,129.6,3275.8,0,Normal
MRA,Estate Muara Alam,Kalimantan Tengah,2025,10,Okt,Okt-2025,187.0,8,31,150.0,0.0,129.6,3179.5,0,Normal
MRA,Estate Muara Alam,Kalimantan Tengah,2025,11,Nov,Nov-2025,287.1,13,29,150.0,0.0,129.6,3075.7,0,Normal
MRA,Estate Muara Alam,Kalimantan Tengah,2025,12,Des,Des-2025,445.5,18,30,150.0,0.0,129.6,3114.9,0,Normal
MRA,Estate Muara Alam,Kalimantan Tengah,2026,1,Jan,Jan-2026,556.9,19,30,150.0,0.0,129.6,3418.5,0,Normal
MRA,Estate Muara Alam,Kalimantan Tengah,2026,2,Feb,Feb-2026,449.2,17,28,150.0,0.0,129.6,3472.2,0,Normal
MRA,Estate Muara Alam,Kalimantan Tengah,2026,3,Mar,Mar-2026,334.7,13,31,150.0,0.0,129.6,3591.2,0,Normal
MRA,Estate Muara Alam,Kalimantan Tengah,2026,4,Apr,Apr-2026,405.5,17,30,150.0,0.0,129.6,3561.0,0,Normal
MRA,Estate Muara Alam,Kalimantan Tengah,2026,5,Mei,Mei-2026,378.4,15,31,150.0,0.0,129.6,3679.0,0,Normal
MRA,Estate Muara Alam,Kalimantan Tengah,2026,6,Jun,Jun-2026,125.4,5,30,150.0,24.6,154.2,3490.1,0,Normal
MRA,Estate Muara Alam,Kalimantan Tengah,2026,7,Jul,Jul-2026,142.5,5,31,150.0,7.5,104.8,3539.5,0,Normal
MRA,Estate Muara Alam,Kalimantan Tengah,2026,8,Agu,Agu-2026,106.3,7,31,150.0,43.7,80.6,3563.7,0,Normal
RKJ,Estate Rokan Jaya,Riau,2021,1,Jan,Jan-2021,229.6,12,31,150.0,0.0,0.0,229.6,0,Normal
RKJ,Estate Rokan Jaya,Riau,2021,2,Feb,Feb-2021,205.2,7,28,150.0,0.0,0.0,434.8,0,Normal
RKJ,Estate Rokan Jaya,Riau,2021,3,Mar,Mar-2021,478.0,16,31,150.0,0.0,0.0,912.8,0,Normal
RKJ,Estate Rokan Jaya,Riau,2021,4,Apr,Apr-2021,204.8,12,30,150.0,0.0,0.0,1117.6,0,Normal
RKJ,Estate Rokan Jaya,Riau,2021,5,Mei,Mei-2021,229.3,7,31,150.0,0.0,0.0,1346.9,0,Normal
RKJ,Estate Rokan Jaya,Riau,2021,6,Jun,Jun-2021,99.3,3,30,150.0,50.7,50.7,1446.2,1,Normal
RKJ,Estate Rokan Jaya,Riau,2021,7,Jul,Jul-2021,106.1,6,31,150.0,43.9,94.6,1552.3,0,Normal
RKJ,Estate Rokan Jaya,Riau,2021,8,Agu,Agu-2021,37.1,1,31,150.0,112.9,207.5,1589.4,1,Kering
RKJ,Estate Rokan Jaya,Riau,2021,9,Sep,Sep-2021,109.0,5,30,150.0,41.0,248.5,1698.4,0,Kering
RKJ,Estate Rokan Jaya,Riau,2021,10,Okt,Okt-2021,166.9,8,31,150.0,0.0,248.5,1865.3,0,Kering
RKJ,Estate Rokan Jaya,Riau,2021,11,Nov,Nov-2021,202.6,9,30,150.0,0.0,248.5,2067.9,0,Kering
RKJ,Estate Rokan Jaya,Riau,2021,12,Des,Des-2021,322.5,16,31,150.0,0.0,248.5,2390.4,0,Kering
RKJ,Estate Rokan Jaya,Riau,2022,1,Jan,Jan-2022,360.7,13,31,150.0,0.0,248.5,2521.5,0,Kering
RKJ,Estate Rokan Jaya,Riau,2022,2,Feb,Feb-2022,340.9,15,28,150.0,0.0,248.5,2657.2,0,Kering
RKJ,Estate Rokan Jaya,Riau,2022,3,Mar,Mar-2022,404.1,14,31,150.0,0.0,248.5,2583.3,0,Kering
RKJ,Estate Rokan Jaya,Riau,2022,4,Apr,Apr-2022,242.8,7,30,150.0,0.0,248.5,2621.3,0,Kering
RKJ,Estate Rokan Jaya,Riau,2022,5,Mei,Mei-2022,184.2,7,31,150.0,0.0,248.5,2576.2,0,Kering
RKJ,Estate Rokan Jaya,Riau,2022,6,Jun,Jun-2022,346.8,13,30,150.0,0.0,197.8,2823.7,0,Normal
RKJ,Estate Rokan Jaya,Riau,2022,7,Jul,Jul-2022,161.4,5,31,150.0,0.0,153.9,2879.0,0,Normal
RKJ,Estate Rokan Jaya,Riau,2022,8,Agu,Agu-2022,121.6,4,31,150.0,28.4,69.4,2963.5,0,Normal
RKJ,Estate Rokan Jaya,Riau,2022,9,Sep,Sep-2022,157.8,7,30,150.0,0.0,28.4,3012.3,0,Normal
RKJ,Estate Rokan Jaya,Riau,2022,10,Okt,Okt-2022,326.1,10,28,150.0,0.0,28.4,3171.5,0,Normal
RKJ,Estate Rokan Jaya,Riau,2022,11,Nov,Nov-2022,219.8,8,30,150.0,0.0,28.4,3188.7,0,Normal
RKJ,Estate Rokan Jaya,Riau,2022,12,Des,Des-2022,384.2,14,31,150.0,0.0,28.4,3250.4,0,Normal
RKJ,Estate Rokan Jaya,Riau,2023,1,Jan,Jan-2023,464.5,17,29,150.0,0.0,28.4,3354.2,0,Normal
RKJ,Estate Rokan Jaya,Riau,2023,2,Feb,Feb-2023,84.7,5,28,150.0,65.3,93.7,3098.0,1,Normal
RKJ,Estate Rokan Jaya,Riau,2023,3,Mar,Mar-2023,308.4,12,31,150.0,0.0,93.7,3002.3,0,Normal
RKJ,Estate Rokan Jaya,Riau,2023,4,Apr,Apr-2023,226.6,11,30,150.0,0.0,93.7,2986.1,0,Normal
RKJ,Estate Rokan Jaya,Riau,2023,5,Mei,Mei-2023,186.4,7,31,150.0,0.0,93.7,2988.3,0,Normal
RKJ,Estate Rokan Jaya,Riau,2023,6,Jun,Jun-2023,230.5,9,29,150.0,0.0,93.7,2872.0,0,Normal
RKJ,Estate Rokan Jaya,Riau,2023,7,Jul,Jul-2023,176.7,5,31,150.0,0.0,93.7,2887.3,0,Normal
RKJ,Estate Rokan Jaya,Riau,2023,8,Agu,Agu-2023,111.2,5,31,150.0,38.8,104.1,2876.9,0,Normal
RKJ,Estate Rokan Jaya,Riau,2023,9,Sep,Sep-2023,17.6,1,30,150.0,132.4,236.5,2736.7,1,Kering
RKJ,Estate Rokan Jaya,Riau,2023,10,Okt,Okt-2023,41.1,2,31,150.0,108.9,345.4,2451.7,1,Kering
RKJ,Estate Rokan Jaya,Riau,2023,11,Nov,Nov-2023,257.1,9,30,150.0,0.0,345.4,2489.0,0,Kering
RKJ,Estate Rokan Jaya,Riau,2023,12,Des,Des-2023,265.7,10,31,150.0,0.0,345.4,2370.5,0,Kering
RKJ,Estate Rokan Jaya,Riau,2024,1,Jan,Jan-2024,195.0,9,31,150.0,0.0,345.4,2101.0,0,Kering
RKJ,Estate Rokan Jaya,Riau,2024,2,Feb,Feb-2024,184.2,5,29,150.0,0.0,280.1,2200.5,0,Kering
RKJ,Estate Rokan Jaya,Riau,2024,3,Mar,Mar-2024,315.0,14,31,150.0,0.0,280.1,2207.1,0,Kering
RKJ,Estate Rokan Jaya,Riau,2024,4,Apr,Apr-2024,298.7,10,29,150.0,0.0,280.1,2279.2,0,Kering
RKJ,Estate Rokan Jaya,Riau,2024,5,Mei,Mei-2024,291.9,12,31,150.0,0.0,280.1,2384.7,0,Kering
RKJ,Estate Rokan Jaya,Riau,2024,6,Jun,Jun-2024,193.6,8,30,150.0,0.0,280.1,2347.8,0,Kering
RKJ,Estate Rokan Jaya,Riau,2024,7,Jul,Jul-2024,125.1,4,31,150.0,24.9,305.0,2296.2,0,Kering
RKJ,Estate Rokan Jaya,Riau,2024,8,Agu,Agu-2024,47.7,3,31,150.0,102.3,368.5,2232.7,1,Kering
RKJ,Estate Rokan Jaya,Riau,2024,9,Sep,Sep-2024,139.1,9,30,150.0,10.9,247.0,2354.2,0,Kering
RKJ,Estate Rokan Jaya,Riau,2024,10,Okt,Okt-2024,386.0,11,29,150.0,0.0,138.1,2699.1,0,Normal
RKJ,Estate Rokan Jaya,Riau,2024,11,Nov,Nov-2024,192.9,8,30,150.0,0.0,138.1,2634.9,0,Normal
RKJ,Estate Rokan Jaya,Riau,2024,12,Des,Des-2024,226.8,11,31,150.0,0.0,138.1,2596.0,0,Normal
RKJ,Estate Rokan Jaya,Riau,2025,1,Jan,Jan-2025,433.5,16,31,150.0,0.0,138.1,2834.5,0,Normal
RKJ,Estate Rokan Jaya,Riau,2025,2,Feb,Feb-2025,218.6,9,28,150.0,0.0,138.1,2868.9,0,Normal
RKJ,Estate Rokan Jaya,Riau,2025,3,Mar,Mar-2025,283.3,12,31,150.0,0.0,138.1,2837.2,0,Normal
RKJ,Estate Rokan Jaya,Riau,2025,4,Apr,Apr-2025,131.7,6,30,150.0,18.3,156.4,2670.2,0,Normal
RKJ,Estate Rokan Jaya,Riau,2025,5,Mei,Mei-2025,253.5,11,31,150.0,0.0,156.4,2631.8,0,Normal
RKJ,Estate Rokan Jaya,Riau,2025,6,Jun,Jun-2025,123.4,5,30,150.0,26.6,183.0,2561.6,0,Normal
RKJ,Estate Rokan Jaya,Riau,2025,7,Jul,Jul-2025,156.8,7,31,150.0,0.0,158.1,2593.3,0,Normal
RKJ,Estate Rokan Jaya,Riau,2025,8,Agu,Agu-2025,96.0,5,31,150.0,54.0,109.8,2641.6,1,Normal
RKJ,Estate Rokan Jaya,Riau,2025,9,Sep,Sep-2025,203.1,9,30,150.0,0.0,98.9,2705.6,0,Normal
RKJ,Estate Rokan Jaya,Riau,2025,10,Okt,Okt-2025,248.5,8,31,150.0,0.0,98.9,2568.1,0,Normal
RKJ,Estate Rokan Jaya,Riau,2025,11,Nov,Nov-2025,306.1,14,30,150.0,0.0,98.9,2681.3,0,Normal
RKJ,Estate Rokan Jaya,Riau,2025,12,Des,Des-2025,477.0,15,30,150.0,0.0,98.9,2931.5,0,Normal
RKJ,Estate Rokan Jaya,Riau,2026,1,Jan,Jan-2026,192.5,10,31,150.0,0.0,98.9,2690.5,0,Normal
RKJ,Estate Rokan Jaya,Riau,2026,2,Feb,Feb-2026,419.0,17,28,150.0,0.0,98.9,2890.9,0,Normal
RKJ,Estate Rokan Jaya,Riau,2026,3,Mar,Mar-2026,258.2,10,31,150.0,0.0,98.9,2865.8,0,Normal
RKJ,Estate Rokan Jaya,Riau,2026,4,Apr,Apr-2026,114.5,6,30,150.0,35.5,116.1,2848.6,0,Normal
RKJ,Estate Rokan Jaya,Riau,2026,5,Mei,Mei-2026,231.2,11,31,150.0,0.0,116.1,2826.3,0,Normal
RKJ,Estate Rokan Jaya,Riau,2026,6,Jun,Jun-2026,137.5,6,30,150.0,12.5,102.0,2840.4,0,Normal
RKJ,Estate Rokan Jaya,Riau,2026,7,Jul,Jul-2026,136.8,6,31,150.0,13.2,115.2,2820.4,0,Normal
RKJ,Estate Rokan Jaya,Riau,2026,8,Agu,Agu-2026,59.8,2,31,150.0,90.2,151.4,2784.2,1,Normal
SRK,Estate Sungai Rangkat,Kalimantan Barat,2021,1,Jan,Jan-2021,306.5,13,31,150.0,0.0,0.0,306.5,0,Normal
SRK,Estate Sungai Rangkat,Kalimantan Barat,2021,2,Feb,Feb-2021,265.4,16,28,150.0,0.0,0.0,571.9,0,Normal
SRK,Estate Sungai Rangkat,Kalimantan Barat,2021,3,Mar,Mar-2021,284.2,10,31,150.0,0.0,0.0,856.1,0,Normal
SRK,Estate Sungai Rangkat,Kalimantan Barat,2021,4,Apr,Apr-2021,199.8,11,30,150.0,0.0,0.0,1055.9,0,Normal
SRK,Estate Sungai Rangkat,Kalimantan Barat,2021,5,Mei,Mei-2021,95.1,6,31,150.0,54.9,54.9,1151.0,1,Normal
SRK,Estate Sungai Rangkat,Kalimantan Barat,2021,6,Jun,Jun-2021,395.9,11,29,150.0,0.0,54.9,1546.9,0,Normal
SRK,Estate Sungai Rangkat,Kalimantan Barat,2021,7,Jul,Jul-2021,177.7,8,31,150.0,0.0,54.9,1724.6,0,Normal
SRK,Estate Sungai Rangkat,Kalimantan Barat,2021,8,Agu,Agu-2021,131.1,4,31,150.0,18.9,73.8,1855.7,0,Normal
SRK,Estate Sungai Rangkat,Kalimantan Barat,2021,9,Sep,Sep-2021,157.8,6,30,150.0,0.0,73.8,2013.5,0,Normal
SRK,Estate Sungai Rangkat,Kalimantan Barat,2021,10,Okt,Okt-2021,255.5,12,31,150.0,0.0,73.8,2269.0,0,Normal
SRK,Estate Sungai Rangkat,Kalimantan Barat,2021,11,Nov,Nov-2021,466.6,15,28,150.0,0.0,73.8,2735.6,0,Normal
SRK,Estate Sungai Rangkat,Kalimantan Barat,2021,12,Des,Des-2021,524.9,21,31,150.0,0.0,73.8,3260.5,0,Normal
SRK,Estate Sungai Rangkat,Kalimantan Barat,2022,1,Jan,Jan-2022,506.4,18,30,150.0,0.0,73.8,3460.4,0,Normal
SRK,Estate Sungai Rangkat,Kalimantan Barat,2022,2,Feb,Feb-2022,418.0,16,28,150.0,0.0,73.8,3613.0,0,Normal
SRK,Estate Sungai Rangkat,Kalimantan Barat,2022,3,Mar,Mar-2022,242.7,10,31,150.0,0.0,73.8,3571.5,0,Normal
SRK,Estate Sungai Rangkat,Kalimantan Barat,2022,4,Apr,Apr-2022,250.4,9,30,150.0,0.0,73.8,3622.1,0,Normal
SRK,Estate Sungai Rangkat,Kalimantan Barat,2022,5,Mei,Mei-2022,287.3,10,31,150.0,0.0,18.9,3814.3,0,Normal
SRK,Estate Sungai Rangkat,Kalimantan Barat,2022,6,Jun,Jun-2022,105.5,7,30,150.0,44.5,63.4,3523.9,0,Normal
SRK,Estate Sungai Rangkat,Kalimantan Barat,2022,7,Jul,Jul-2022,92.1,4,31,150.0,57.9,121.3,3438.3,1,Normal
SRK,Estate Sungai Rangkat,Kalimantan Barat,2022,8,Agu,Agu-2022,107.2,6,31,150.0,42.8,145.2,3414.4,0,Normal
SRK,Estate Sungai Rangkat,Kalimantan Barat,2022,9,Sep,Sep-2022,140.3,5,30,150.0,9.7,154.9,3396.9,0,Normal
SRK,Estate Sungai Rangkat,Kalimantan Barat,2022,10,Okt,Okt-2022,231.7,8,31,150.0,0.0,154.9,3373.1,0,Normal
SRK,Estate Sungai Rangkat,Kalimantan Barat,2022,11,Nov,Nov-2022,262.5,13,30,150.0,0.0,154.9,3169.0,0,Normal
SRK,Estate Sungai Rangkat,Kalimantan Barat,2022,12,Des,Des-2022,452.5,15,31,150.0,0.0,154.9,3096.6,0,Normal
SRK,Estate Sungai Rangkat,Kalimantan Barat,2023,1,Jan,Jan-2023,541.6,19,30,150.0,0.0,154.9,3131.8,0,Normal
SRK,Estate Sungai Rangkat,Kalimantan Barat,2023,2,Feb,Feb-2023,158.5,8,28,150.0,0.0,154.9,2872.3,0,Normal
SRK,Estate Sungai Rangkat,Kalimantan Barat,2023,3,Mar,Mar-2023,283.4,12,31,150.0,0.0,154.9,2913.0,0,Normal
SRK,Estate Sungai Rangkat,Kalimantan Barat,2023,4,Apr,Apr-2023,317.7,11,30,150.0,0.0,154.9,2980.3,0,Normal
SRK,Estate Sungai Rangkat,Kalimantan Barat,2023,5,Mei,Mei-2023,307.1,11,31,150.0,0.0,154.9,3000.1,0,Normal
SRK,Estate Sungai Rangkat,Kalimantan Barat,2023,6,Jun,Jun-2023,259.8,8,29,150.0,0.0,110.4,3154.4,0,Normal
SRK,Estate Sungai Rangkat,Kalimantan Barat,2023,7,Jul,Jul-2023,0.0,0,31,150.0,150.0,202.5,3062.3,1,Kering
SRK,Estate Sungai Rangkat,Kalimantan Barat,2023,8,Agu,Agu-2023,53.7,3,31,150.0,96.3,256.0,3008.8,1,Kering
SRK,Estate Sungai Rangkat,Kalimantan Barat,2023,9,Sep,Sep-2023,24.2,1,30,150.0,125.8,372.1,2892.7,1,Kering
SRK,Estate Sungai Rangkat,Kalimantan Barat,2023,10,Okt,Okt-2023,115.2,3,31,150.0,34.8,406.9,2776.2,0,Kekeringan
SRK,Estate Sungai Rangkat,Kalimantan Barat,2023,11,Nov,Nov-2023,179.1,7,30,150.0,0.0,406.9,2692.8,0,Kekeringan
SRK,Estate Sungai Rangkat,Kalimantan Barat,2023,12,Des,Des-2023,217.8,6,30,150.0,0.0,406.9,2458.1,0,Kekeringan
SRK,Estate Sungai Rangkat,Kalimantan Barat,2024,1,Jan,Jan-2024,289.0,11,31,150.0,0.0,406.9,2205.5,0,Kekeringan
SRK,Estate Sungai Rangkat,Kalimantan Barat,2024,2,Feb,Feb-2024,188.4,10,29,150.0,0.0,406.9,2235.4,0,Kekeringan
SRK,Estate Sungai Rangkat,Kalimantan Barat,2024,3,Mar,Mar-2024,275.0,12,31,150.0,0.0,406.9,2227.0,0,Kekeringan
SRK,Estate Sungai Rangkat,Kalimantan Barat,2024,4,Apr,Apr-2024,210.5,8,30,150.0,0.0,406.9,2119.8,0,Kekeringan
SRK,Estate Sungai Rangkat,Kalimantan Barat,2024,5,Mei,Mei-2024,247.6,11,31,150.0,0.0,406.9,2060.3,0,Kekeringan
SRK,Estate Sungai Rangkat,Kalimantan Barat,2024,6,Jun,Jun-2024,175.4,5,29,150.0,0.0,406.9,1975.9,0,Kekeringan
SRK,Estate Sungai Rangkat,Kalimantan Barat,2024,7,Jul,Jul-2024,140.8,5,31,150.0,9.2,266.1,2116.7,0,Kering
SRK,Estate Sungai Rangkat,Kalimantan Barat,2024,8,Agu,Agu-2024,124.3,3,31,150.0,25.7,195.5,2187.3,0,Normal
SRK,Estate Sungai Rangkat,Kalimantan Barat,2024,9,Sep,Sep-2024,209.8,8,30,150.0,0.0,69.7,2372.9,0,Normal
SRK,Estate Sungai Rangkat,Kalimantan Barat,2024,10,Okt,Okt-2024,316.4,15,31,150.0,0.0,34.9,2574.1,0,Normal
SRK,Estate Sungai Rangkat,Kalimantan Barat,2024,11,Nov,Nov-2024,362.2,12,30,150.0,0.0,34.9,2757.2,0,Normal
