Tahun,Bulan,NamaBulan,Periode,BlokID,EstateKode,Estate,Wilayah,Afdeling,StatusKebun,LuasHa,UmurTanaman,JenisTanah,TBS_Ton,TonPerHa,JumlahJanjang,BJR_Kg,PotensiTonPerHa_Bulan,YieldGap_TonPerHa,PencapaianPotensi_Persen,CurahHujanBulanIni_mm,DefisitAirBulanIni_mm,CurahHujanLag24_32Bulan_mm,DefisitAirLag5_6Bulan_mm,K_Daun_Persen,RealisasiPupukSem1_Persen
2024,12,Des,Des-2024,TJL-A-024,TJL,Estate Tanjung Lestari,Kalimantan Tengah,A,Inti,30.5,17,Mineral,49.24,1.614,2720,18.1,1.563,0.052,103.3,398.9,0.0,271.9,11.1,1.012,52.9
2025,1,Jan,Jan-2025,TJL-A-024,TJL,Estate Tanjung Lestari,Kalimantan Tengah,A,Inti,30.5,18,Mineral,45.94,1.506,2343,19.6,1.61,-0.104,93.6,285.5,0.0,285.3,11.1,1.012,52.9
2025,2,Feb,Feb-2025,TJL-A-024,TJL,Estate Tanjung Lestari,Kalimantan Tengah,A,Inti,30.5,18,Mineral,55.41,1.817,2770,20.0,1.763,0.053,103.0,247.5,0.0,288.4,0.0,1.012,52.9
2025,3,Mar,Mar-2025,TJL-A-024,TJL,Estate Tanjung Lestari,Kalimantan Tengah,A,Inti,30.5,18,Mineral,59.75,1.959,3095,19.3,1.917,0.042,102.2,382.6,0.0,305.8,0.0,1.012,52.9
2025,4,Apr,Apr-2025,TJL-A-024,TJL,Estate Tanjung Lestari,Kalimantan Tengah,A,Inti,30.5,18,Mineral,60.67,1.989,3095,19.6,2.029,-0.04,98.0,431.1,0.0,326.6,0.0,1.012,52.9
2025,5,Mei,Mei-2025,TJL-A-024,TJL,Estate Tanjung Lestari,Kalimantan Tengah,A,Inti,30.5,18,Mineral,62.52,2.05,3173,19.7,2.07,-0.02,99.0,149.9,0.1,336.3,0.0,1.012,52.9
2025,6,Jun,Jun-2025,TJL-A-024,TJL,Estate Tanjung Lestari,Kalimantan Tengah,A,Inti,30.5,18,Mineral,64.7,2.121,3478,18.6,2.029,0.092,104.6,262.5,0.0,318.4,0.0,1.012,52.9
2025,7,Jul,Jul-2025,TJL-A-024,TJL,Estate Tanjung Lestari,Kalimantan Tengah,A,Inti,30.5,18,Mineral,59.12,1.938,2828,20.9,1.917,0.022,101.1,326.7,0.0,291.5,0.0,1.012,52.9
2025,8,Agu,Agu-2025,TJL-A-024,TJL,Estate Tanjung Lestari,Kalimantan Tengah,A,Inti,30.5,18,Mineral,49.95,1.638,2522,19.8,1.763,-0.126,92.9,236.5,0.0,261.9,0.0,1.012,52.9
2025,9,Sep,Sep-2025,TJL-A-024,TJL,Estate Tanjung Lestari,Kalimantan Tengah,A,Inti,30.5,18,Mineral,43.38,1.422,2271,19.1,1.61,-0.188,88.3,274.9,0.0,221.2,0.0,1.012,52.9
2025,10,Okt,Okt-2025,TJL-A-024,TJL,Estate Tanjung Lestari,Kalimantan Tengah,A,Inti,30.5,18,Mineral,37.27,1.222,1921,19.4,1.498,-0.276,81.6,364.6,0.0,193.0,0.1,1.012,52.9
2025,11,Nov,Nov-2025,TJL-A-024,TJL,Estate Tanjung Lestari,Kalimantan Tengah,A,Inti,30.5,18,Mineral,34.61,1.135,1730,20.0,1.457,-0.322,77.9,400.9,0.0,182.4,0.1,1.012,52.9
2025,12,Des,Des-2025,TJL-A-024,TJL,Estate Tanjung Lestari,Kalimantan Tengah,A,Inti,30.5,18,Mineral,32.05,1.051,1555,20.6,1.498,-0.447,70.2,373.8,0.0,172.3,0.0,1.012,52.9
2026,1,Jan,Jan-2026,TJL-A-024,TJL,Estate Tanjung Lestari,Kalimantan Tengah,A,Inti,30.5,19,Mineral,33.2,1.088,1747,19.0,1.54,-0.452,70.7,428.2,0.0,159.3,0.0,1.012,52.9
2026,2,Feb,Feb-2026,TJL-A-024,TJL,Estate Tanjung Lestari,Kalimantan Tengah,A,Inti,30.5,19,Mineral,40.01,1.312,1887,21.2,1.687,-0.375,77.8,281.3,0.0,174.2,0.0,1.012,52.9
2026,3,Mar,Mar-2026,TJL-A-024,TJL,Estate Tanjung Lestari,Kalimantan Tengah,A,Inti,30.5,19,Mineral,40.06,1.314,2177,18.4,1.833,-0.52,71.7,246.4,0.0,179.5,0.0,1.012,52.9
2026,4,Apr,Apr-2026,TJL-A-024,TJL,Estate Tanjung Lestari,Kalimantan Tengah,A,Inti,30.5,19,Mineral,50.48,1.655,2588,19.5,1.941,-0.286,85.3,368.5,0.0,202.8,0.0,1.012,52.9
2026,5,Mei,Mei-2026,TJL-A-024,TJL,Estate Tanjung Lestari,Kalimantan Tengah,A,Inti,30.5,19,Mineral,52.51,1.722,2512,20.9,1.98,-0.258,86.9,251.0,0.0,214.0,0.0,1.012,52.9
2026,6,Jun,Jun-2026,TJL-A-024,TJL,Estate Tanjung Lestari,Kalimantan Tengah,A,Inti,30.5,19,Mineral,51.06,1.674,2618,19.5,1.941,-0.267,86.3,197.0,0.0,229.0,0.0,1.012,52.9
2026,7,Jul,Jul-2026,TJL-A-024,TJL,Estate Tanjung Lestari,Kalimantan Tengah,A,Inti,30.5,19,Mineral,52.0,1.705,2418,21.5,1.833,-0.128,93.0,221.3,0.0,234.5,0.0,1.012,52.9
2024,1,Jan,Jan-2024,TJL-B-001,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,26.7,17,Mineral,31.68,1.187,1703,18.6,1.68,-0.493,70.6,244.7,0.0,219.3,70.2,0.781,61.7
2024,2,Feb,Feb-2024,TJL-B-001,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,26.7,17,Mineral,38.38,1.437,2168,17.7,1.84,-0.403,78.1,352.7,0.0,250.4,105.0,0.781,61.7
2024,3,Mar,Mar-2024,TJL-B-001,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,26.7,17,Mineral,41.62,1.559,2299,18.1,2.0,-0.441,77.9,271.7,0.0,279.9,100.5,0.781,61.7
2024,4,Apr,Apr-2024,TJL-B-001,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,26.7,17,Mineral,48.9,1.832,2716,18.0,2.117,-0.285,86.5,299.7,0.0,287.7,35.8,0.781,61.7
2024,5,Mei,Mei-2024,TJL-B-001,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,26.7,17,Mineral,50.19,1.88,2742,18.3,2.16,-0.28,87.0,170.2,0.0,301.7,0.0,0.781,61.7
2024,6,Jun,Jun-2024,TJL-B-001,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,26.7,17,Mineral,52.24,1.957,2793,18.7,2.117,-0.16,92.4,155.6,0.0,314.0,0.0,0.781,61.7
2024,7,Jul,Jul-2024,TJL-B-001,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,26.7,17,Mineral,45.96,1.721,2497,18.4,2.0,-0.279,86.1,127.9,22.1,309.5,0.0,0.781,61.7
2024,8,Agu,Agu-2024,TJL-B-001,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,26.7,17,Mineral,41.33,1.548,2210,18.7,1.84,-0.292,84.1,183.3,0.0,286.2,0.0,0.781,61.7
2024,9,Sep,Sep-2024,TJL-B-001,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,26.7,17,Mineral,39.04,1.462,2076,18.8,1.68,-0.218,87.0,169.9,0.0,287.4,0.0,0.781,61.7
2024,10,Okt,Okt-2024,TJL-B-001,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,26.7,17,Mineral,37.82,1.416,1990,19.0,1.563,-0.147,90.6,280.4,0.0,281.9,0.0,0.781,61.7
2024,11,Nov,Nov-2024,TJL-B-001,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,26.7,17,Mineral,33.46,1.253,1751,19.1,1.52,-0.267,82.5,469.4,0.0,276.7,0.0,0.781,61.7
2024,12,Des,Des-2024,TJL-B-001,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,26.7,17,Mineral,37.66,1.41,2080,18.1,1.563,-0.152,90.2,398.9,0.0,271.9,11.1,0.781,61.7
2025,1,Jan,Jan-2025,TJL-B-001,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,26.7,18,Mineral,38.41,1.439,1882,20.4,1.61,-0.171,89.4,285.5,0.0,285.3,11.1,0.781,61.7
2025,2,Feb,Feb-2025,TJL-B-001,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,26.7,18,Mineral,43.21,1.619,2182,19.8,1.763,-0.145,91.8,247.5,0.0,288.4,0.0,0.781,61.7
2025,3,Mar,Mar-2025,TJL-B-001,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,26.7,18,Mineral,47.11,1.764,2440,19.3,1.917,-0.152,92.1,382.6,0.0,305.8,0.0,0.781,61.7
2025,4,Apr,Apr-2025,TJL-B-001,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,26.7,18,Mineral,48.84,1.829,2406,20.3,2.029,-0.2,90.2,431.1,0.0,326.6,0.0,0.781,61.7
2025,5,Mei,Mei-2025,TJL-B-001,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,26.7,18,Mineral,45.97,1.722,2357,19.5,2.07,-0.348,83.2,149.9,0.1,336.3,0.0,0.781,61.7
2025,6,Jun,Jun-2025,TJL-B-001,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,26.7,18,Mineral,47.37,1.774,2321,20.4,2.029,-0.255,87.4,262.5,0.0,318.4,0.0,0.781,61.7
2025,7,Jul,Jul-2025,TJL-B-001,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,26.7,18,Mineral,47.34,1.773,2491,19.0,1.917,-0.144,92.5,326.7,0.0,291.5,0.0,0.781,61.7
2025,8,Agu,Agu-2025,TJL-B-001,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,26.7,18,Mineral,38.46,1.441,2079,18.5,1.763,-0.323,81.7,236.5,0.0,261.9,0.0,0.781,61.7
2025,9,Sep,Sep-2025,TJL-B-001,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,26.7,18,Mineral,34.62,1.297,1891,18.3,1.61,-0.313,80.5,274.9,0.0,221.2,0.0,0.781,61.7
2025,10,Okt,Okt-2025,TJL-B-001,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,26.7,18,Mineral,27.75,1.039,1373,20.2,1.498,-0.458,69.4,364.6,0.0,193.0,0.1,0.781,61.7
2025,11,Nov,Nov-2025,TJL-B-001,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,26.7,18,Mineral,27.86,1.043,1406,19.8,1.457,-0.413,71.6,400.9,0.0,182.4,0.1,0.781,61.7
2025,12,Des,Des-2025,TJL-B-001,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,26.7,18,Mineral,26.15,0.979,1320,19.8,1.498,-0.518,65.4,373.8,0.0,172.3,0.0,0.781,61.7
2026,1,Jan,Jan-2026,TJL-B-001,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,26.7,19,Mineral,25.69,0.962,1241,20.7,1.54,-0.578,62.5,428.2,0.0,159.3,0.0,0.781,61.7
2026,2,Feb,Feb-2026,TJL-B-001,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,26.7,19,Mineral,29.14,1.091,1517,19.2,1.687,-0.595,64.7,281.3,0.0,174.2,0.0,0.781,61.7
2026,3,Mar,Mar-2026,TJL-B-001,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,26.7,19,Mineral,34.75,1.302,1678,20.7,1.833,-0.532,71.0,246.4,0.0,179.5,0.0,0.781,61.7
2026,4,Apr,Apr-2026,TJL-B-001,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,26.7,19,Mineral,37.08,1.389,1791,20.7,1.941,-0.552,71.6,368.5,0.0,202.8,0.0,0.781,61.7
2026,5,Mei,Mei-2026,TJL-B-001,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,26.7,19,Mineral,38.47,1.441,1895,20.3,1.98,-0.539,72.8,251.0,0.0,214.0,0.0,0.781,61.7
2026,6,Jun,Jun-2026,TJL-B-001,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,26.7,19,Mineral,40.0,1.498,2009,19.9,1.941,-0.443,77.2,197.0,0.0,229.0,0.0,0.781,61.7
2026,7,Jul,Jul-2026,TJL-B-001,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,26.7,19,Mineral,37.52,1.405,1848,20.3,1.833,-0.428,76.6,221.3,0.0,234.5,0.0,0.781,61.7
2024,1,Jan,Jan-2024,TJL-B-002,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,29.1,7,Podsolik Merah Kuning,40.04,1.376,4710,8.5,1.68,-0.304,81.9,244.7,0.0,219.3,70.2,1.002,68.5
2024,2,Feb,Feb-2024,TJL-B-002,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,29.1,7,Podsolik Merah Kuning,45.04,1.548,5629,8.0,1.84,-0.292,84.1,352.7,0.0,250.4,105.0,1.002,68.5
2024,3,Mar,Mar-2024,TJL-B-002,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,29.1,7,Podsolik Merah Kuning,52.13,1.791,5487,9.5,2.0,-0.209,89.6,271.7,0.0,279.9,100.5,1.002,68.5
2024,4,Apr,Apr-2024,TJL-B-002,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,29.1,7,Podsolik Merah Kuning,56.34,1.936,5469,10.3,2.117,-0.181,91.4,299.7,0.0,287.7,35.8,1.002,68.5
2024,5,Mei,Mei-2024,TJL-B-002,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,29.1,7,Podsolik Merah Kuning,61.29,2.106,7661,8.0,2.16,-0.054,97.5,170.2,0.0,301.7,0.0,1.002,68.5
2024,6,Jun,Jun-2024,TJL-B-002,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,29.1,7,Podsolik Merah Kuning,65.0,2.234,6372,10.2,2.117,0.116,105.5,155.6,0.0,314.0,0.0,1.002,68.5
2024,7,Jul,Jul-2024,TJL-B-002,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,29.1,7,Podsolik Merah Kuning,54.78,1.883,5533,9.9,2.0,-0.117,94.1,127.9,22.1,309.5,0.0,1.002,68.5
2024,8,Agu,Agu-2024,TJL-B-002,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,29.1,7,Podsolik Merah Kuning,54.36,1.868,5973,9.1,1.84,0.028,101.5,183.3,0.0,286.2,0.0,1.002,68.5
2024,9,Sep,Sep-2024,TJL-B-002,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,29.1,7,Podsolik Merah Kuning,48.71,1.674,5352,9.1,1.68,-0.006,99.6,169.9,0.0,287.4,0.0,1.002,68.5
2024,10,Okt,Okt-2024,TJL-B-002,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,29.1,7,Podsolik Merah Kuning,43.41,1.492,4617,9.4,1.563,-0.071,95.4,280.4,0.0,281.9,0.0,1.002,68.5
2024,11,Nov,Nov-2024,TJL-B-002,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,29.1,7,Podsolik Merah Kuning,42.93,1.475,4380,9.8,1.52,-0.045,97.1,469.4,0.0,276.7,0.0,1.002,68.5
2024,12,Des,Des-2024,TJL-B-002,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,29.1,7,Podsolik Merah Kuning,45.69,1.57,5375,8.5,1.563,0.007,100.5,398.9,0.0,271.9,11.1,1.002,68.5
2025,1,Jan,Jan-2025,TJL-B-002,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,29.1,8,Podsolik Merah Kuning,52.76,1.813,5439,9.7,1.82,-0.007,99.6,285.5,0.0,285.3,11.1,1.002,68.5
2025,2,Feb,Feb-2025,TJL-B-002,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,29.1,8,Podsolik Merah Kuning,56.48,1.941,5592,10.1,1.993,-0.052,97.4,247.5,0.0,288.4,0.0,1.002,68.5
2025,3,Mar,Mar-2025,TJL-B-002,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,29.1,8,Podsolik Merah Kuning,62.0,2.13,5848,10.6,2.167,-0.036,98.3,382.6,0.0,305.8,0.0,1.002,68.5
2025,4,Apr,Apr-2025,TJL-B-002,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,29.1,8,Podsolik Merah Kuning,68.99,2.371,6633,10.4,2.294,0.077,103.4,431.1,0.0,326.6,0.0,1.002,68.5
2025,5,Mei,Mei-2025,TJL-B-002,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,29.1,8,Podsolik Merah Kuning,65.8,2.261,6036,10.9,2.34,-0.079,96.6,149.9,0.1,336.3,0.0,1.002,68.5
2025,6,Jun,Jun-2025,TJL-B-002,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,29.1,8,Podsolik Merah Kuning,67.19,2.309,6220,10.8,2.294,0.015,100.7,262.5,0.0,318.4,0.0,1.002,68.5
2025,7,Jul,Jul-2025,TJL-B-002,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,29.1,8,Podsolik Merah Kuning,63.12,2.169,7425,8.5,2.167,0.002,100.1,326.7,0.0,291.5,0.0,1.002,68.5
2025,8,Agu,Agu-2025,TJL-B-002,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,29.1,8,Podsolik Merah Kuning,58.25,2.002,6544,8.9,1.993,0.008,100.4,236.5,0.0,261.9,0.0,1.002,68.5
2025,9,Sep,Sep-2025,TJL-B-002,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,29.1,8,Podsolik Merah Kuning,43.87,1.508,4476,9.8,1.82,-0.312,82.8,274.9,0.0,221.2,0.0,1.002,68.5
2025,10,Okt,Okt-2025,TJL-B-002,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,29.1,8,Podsolik Merah Kuning,41.15,1.414,4242,9.7,1.693,-0.279,83.5,364.6,0.0,193.0,0.1,1.002,68.5
2025,11,Nov,Nov-2025,TJL-B-002,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,29.1,8,Podsolik Merah Kuning,36.46,1.253,3574,10.2,1.647,-0.394,76.1,400.9,0.0,182.4,0.1,1.002,68.5
2025,12,Des,Des-2025,TJL-B-002,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,29.1,8,Podsolik Merah Kuning,37.99,1.306,3876,9.8,1.693,-0.388,77.1,373.8,0.0,172.3,0.0,1.002,68.5
2026,1,Jan,Jan-2026,TJL-B-002,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,29.1,9,Podsolik Merah Kuning,41.22,1.417,3817,10.8,1.89,-0.473,75.0,428.2,0.0,159.3,0.0,1.002,68.5
2026,2,Feb,Feb-2026,TJL-B-002,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,29.1,9,Podsolik Merah Kuning,48.08,1.652,4493,10.7,2.07,-0.418,79.8,281.3,0.0,174.2,0.0,1.002,68.5
2026,3,Mar,Mar-2026,TJL-B-002,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,29.1,9,Podsolik Merah Kuning,48.53,1.668,4147,11.7,2.25,-0.582,74.1,246.4,0.0,179.5,0.0,1.002,68.5
2026,4,Apr,Apr-2026,TJL-B-002,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,29.1,9,Podsolik Merah Kuning,54.51,1.873,5142,10.6,2.382,-0.509,78.6,368.5,0.0,202.8,0.0,1.002,68.5
2026,5,Mei,Mei-2026,TJL-B-002,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,29.1,9,Podsolik Merah Kuning,57.99,1.993,4999,11.6,2.43,-0.437,82.0,251.0,0.0,214.0,0.0,1.002,68.5
2026,6,Jun,Jun-2026,TJL-B-002,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,29.1,9,Podsolik Merah Kuning,60.29,2.072,5023,12.0,2.382,-0.31,87.0,197.0,0.0,229.0,0.0,1.002,68.5
2026,7,Jul,Jul-2026,TJL-B-002,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,29.1,9,Podsolik Merah Kuning,57.13,1.963,6078,9.4,2.25,-0.287,87.3,221.3,0.0,234.5,0.0,1.002,68.5
2024,1,Jan,Jan-2024,TJL-B-003,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,25.6,12,Mineral,40.78,1.593,2891,14.1,1.96,-0.367,81.3,244.7,0.0,219.3,70.2,1.057,70.8
2024,2,Feb,Feb-2024,TJL-B-003,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,25.6,12,Mineral,47.99,1.874,3528,13.6,2.147,-0.272,87.3,352.7,0.0,250.4,105.0,1.057,70.8
2024,3,Mar,Mar-2024,TJL-B-003,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,25.6,12,Mineral,57.52,2.247,3939,14.6,2.333,-0.086,96.3,271.7,0.0,279.9,100.5,1.057,70.8
2024,4,Apr,Apr-2024,TJL-B-003,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,25.6,12,Mineral,61.06,2.385,4522,13.5,2.47,-0.085,96.6,299.7,0.0,287.7,35.8,1.057,70.8
2024,5,Mei,Mei-2024,TJL-B-003,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,25.6,12,Mineral,62.23,2.431,4148,15.0,2.52,-0.089,96.5,170.2,0.0,301.7,0.0,1.057,70.8
2024,6,Jun,Jun-2024,TJL-B-003,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,25.6,12,Mineral,61.68,2.409,4253,14.5,2.47,-0.061,97.5,155.6,0.0,314.0,0.0,1.057,70.8
2024,7,Jul,Jul-2024,TJL-B-003,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,25.6,12,Mineral,58.69,2.293,4514,13.0,2.333,-0.041,98.3,127.9,22.1,309.5,0.0,1.057,70.8
2024,8,Agu,Agu-2024,TJL-B-003,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,25.6,12,Mineral,51.65,2.018,3611,14.3,2.147,-0.129,94.0,183.3,0.0,286.2,0.0,1.057,70.8
2024,9,Sep,Sep-2024,TJL-B-003,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,25.6,12,Mineral,51.68,2.019,4068,12.7,1.96,0.059,103.0,169.9,0.0,287.4,0.0,1.057,70.8
2024,10,Okt,Okt-2024,TJL-B-003,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,25.6,12,Mineral,43.87,1.714,2905,15.1,1.823,-0.11,94.0,280.4,0.0,281.9,0.0,1.057,70.8
2024,11,Nov,Nov-2024,TJL-B-003,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,25.6,12,Mineral,46.71,1.824,3336,14.0,1.773,0.051,102.9,469.4,0.0,276.7,0.0,1.057,70.8
2024,12,Des,Des-2024,TJL-B-003,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,25.6,12,Mineral,44.77,1.749,3153,14.2,1.823,-0.074,95.9,398.9,0.0,271.9,11.1,1.057,70.8
2025,1,Jan,Jan-2025,TJL-B-003,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,25.6,13,Mineral,49.36,1.928,3357,14.7,1.89,0.038,102.0,285.5,0.0,285.3,11.1,1.057,70.8
2025,2,Feb,Feb-2025,TJL-B-003,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,25.6,13,Mineral,51.36,2.006,3170,16.2,2.07,-0.064,96.9,247.5,0.0,288.4,0.0,1.057,70.8
2025,3,Mar,Mar-2025,TJL-B-003,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,25.6,13,Mineral,60.31,2.356,4020,15.0,2.25,0.106,104.7,382.6,0.0,305.8,0.0,1.057,70.8
2025,4,Apr,Apr-2025,TJL-B-003,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,25.6,13,Mineral,58.94,2.302,3903,15.1,2.382,-0.079,96.7,431.1,0.0,326.6,0.0,1.057,70.8
2025,5,Mei,Mei-2025,TJL-B-003,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,25.6,13,Mineral,64.52,2.52,4449,14.5,2.43,0.09,103.7,149.9,0.1,336.3,0.0,1.057,70.8
2025,6,Jun,Jun-2025,TJL-B-003,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,25.6,13,Mineral,58.78,2.296,4081,14.4,2.382,-0.086,96.4,262.5,0.0,318.4,0.0,1.057,70.8
2025,7,Jul,Jul-2025,TJL-B-003,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,25.6,13,Mineral,60.15,2.35,4091,14.7,2.25,0.1,104.4,326.7,0.0,291.5,0.0,1.057,70.8
2025,8,Agu,Agu-2025,TJL-B-003,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,25.6,13,Mineral,54.11,2.114,3757,14.4,2.07,0.044,102.1,236.5,0.0,261.9,0.0,1.057,70.8
2025,9,Sep,Sep-2025,TJL-B-003,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,25.6,13,Mineral,41.08,1.605,3042,13.5,1.89,-0.285,84.9,274.9,0.0,221.2,0.0,1.057,70.8
2025,10,Okt,Okt-2025,TJL-B-003,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,25.6,13,Mineral,35.06,1.37,2385,14.7,1.758,-0.389,77.9,364.6,0.0,193.0,0.1,1.057,70.8
2025,11,Nov,Nov-2025,TJL-B-003,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,25.6,13,Mineral,34.94,1.365,2298,15.2,1.71,-0.345,79.8,400.9,0.0,182.4,0.1,1.057,70.8
2025,12,Des,Des-2025,TJL-B-003,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,25.6,13,Mineral,34.64,1.353,2249,15.4,1.758,-0.405,77.0,373.8,0.0,172.3,0.0,1.057,70.8
2026,1,Jan,Jan-2026,TJL-B-003,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,25.6,14,Mineral,34.63,1.353,2371,14.6,1.89,-0.537,71.6,428.2,0.0,159.3,0.0,1.057,70.8
2026,2,Feb,Feb-2026,TJL-B-003,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,25.6,14,Mineral,39.72,1.552,2529,15.7,2.07,-0.518,75.0,281.3,0.0,174.2,0.0,1.057,70.8
2026,3,Mar,Mar-2026,TJL-B-003,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,25.6,14,Mineral,43.28,1.691,2721,15.9,2.25,-0.559,75.1,246.4,0.0,179.5,0.0,1.057,70.8
2026,4,Apr,Apr-2026,TJL-B-003,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,25.6,14,Mineral,47.34,1.849,2784,17.0,2.382,-0.533,77.6,368.5,0.0,202.8,0.0,1.057,70.8
2026,5,Mei,Mei-2026,TJL-B-003,TJL,Estate Tanjung Lestari,Kalimantan Tengah,B,Inti,25.6,14,Mineral,50.66,1.979,3107,16.3,2.43,-0.451,81.4,251.0,0.0,214.0,0.0,1.057,70.8
