LSU_ID,Tahun,TanggalSampling,BlokID,EstateKode,Estate,Wilayah,Afdeling,StatusKebun,LuasHa,TahunTanam,UmurTanaman,JenisTanah,Topografi,SPH,N_Persen,P_Persen,K_Persen,Mg_Persen,Ca_Persen,B_ppm,KritisN,KritisP,KritisK,KritisMg,KritisB,StatusN,StatusP,StatusK,StatusMg,StatusB,Laboratorium
LSU-00448,2026,2026-03-25,TJL-D-008,TJL,Estate Tanjung Lestari,Kalimantan Tengah,D,Inti,24.4,2008,18,Podsolik Merah Kuning,Bergelombang,135,2.547,0.1421,1.081,0.235,0.718,20.4,2.5,0.15,1.0,0.24,15.0,Optimum,Defisit,Optimum,Defisit,Optimum,Lab Independen Nusa Analitika
LSU-00449,2025,2025-04-21,TJL-D-009,TJL,Estate Tanjung Lestari,Kalimantan Tengah,D,Inti,25.0,2008,17,Mineral,Bergelombang,130,2.465,0.1509,1.003,0.235,0.64,14.2,2.5,0.15,1.0,0.24,15.0,Defisit,Optimum,Optimum,Defisit,Defisit,Lab Agronomi Pusat Palmaraya
LSU-00450,2026,2026-03-28,TJL-D-009,TJL,Estate Tanjung Lestari,Kalimantan Tengah,D,Inti,25.0,2008,18,Mineral,Bergelombang,130,2.638,0.1614,0.99,0.21,0.605,12.2,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Defisit,Defisit,Defisit,Lab Agronomi Pusat Palmaraya
LSU-00451,2025,2025-03-04,TJL-D-010,TJL,Estate Tanjung Lestari,Kalimantan Tengah,D,Inti,25.7,2007,18,Gambut,Datar,143,2.674,0.1487,1.068,0.213,0.541,13.2,2.5,0.15,1.0,0.24,15.0,Optimum,Defisit,Optimum,Defisit,Defisit,Lab Independen Nusa Analitika
LSU-00452,2026,2026-03-12,TJL-D-010,TJL,Estate Tanjung Lestari,Kalimantan Tengah,D,Inti,25.7,2007,19,Gambut,Datar,143,2.612,0.1386,0.868,0.254,0.638,10.4,2.5,0.15,1.0,0.24,15.0,Optimum,Defisit,Defisit,Optimum,Defisit,Lab Independen Nusa Analitika
LSU-00453,2025,2025-04-09,TJL-D-011,TJL,Estate Tanjung Lestari,Kalimantan Tengah,D,Inti,26.5,2007,18,Podsolik Merah Kuning,Berbukit,136,2.782,0.1656,0.892,0.238,0.524,14.2,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Defisit,Defisit,Defisit,Lab Independen Nusa Analitika
LSU-00454,2026,2026-03-25,TJL-D-011,TJL,Estate Tanjung Lestari,Kalimantan Tengah,D,Inti,26.5,2007,19,Podsolik Merah Kuning,Berbukit,136,2.649,0.1661,0.919,0.244,0.568,20.0,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Defisit,Optimum,Optimum,Lab Independen Nusa Analitika
LSU-00455,2025,2025-03-27,TJL-D-012,TJL,Estate Tanjung Lestari,Kalimantan Tengah,D,Inti,25.4,2012,13,Podsolik Merah Kuning,Bergelombang,143,2.631,0.1588,0.944,0.25,0.562,20.0,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Defisit,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-00456,2026,2026-04-04,TJL-D-012,TJL,Estate Tanjung Lestari,Kalimantan Tengah,D,Inti,25.4,2012,14,Podsolik Merah Kuning,Bergelombang,143,2.623,0.146,1.053,0.257,0.721,12.3,2.5,0.15,1.0,0.24,15.0,Optimum,Defisit,Optimum,Optimum,Defisit,Lab Independen Nusa Analitika
LSU-00457,2025,2025-04-15,TJL-D-013,TJL,Estate Tanjung Lestari,Kalimantan Tengah,D,Inti,25.8,2012,13,Gambut,Datar,130,2.533,0.1683,1.031,0.266,0.629,14.3,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Optimum,Defisit,Lab Agronomi Pusat Palmaraya
LSU-00458,2026,2026-03-03,TJL-D-013,TJL,Estate Tanjung Lestari,Kalimantan Tengah,D,Inti,25.8,2012,14,Gambut,Datar,130,2.695,0.1568,1.198,0.169,0.566,20.2,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Defisit,Optimum,Lab Independen Nusa Analitika
LSU-00459,2025,2025-03-01,TJL-D-014,TJL,Estate Tanjung Lestari,Kalimantan Tengah,D,Inti,29.8,2013,12,Mineral,Bergelombang,130,2.731,0.1291,1.134,0.26,0.586,17.0,2.5,0.15,1.0,0.24,15.0,Optimum,Defisit,Optimum,Optimum,Optimum,Lab Independen Nusa Analitika
LSU-00460,2026,2026-03-20,TJL-D-014,TJL,Estate Tanjung Lestari,Kalimantan Tengah,D,Inti,29.8,2013,13,Mineral,Bergelombang,130,2.681,0.1649,0.881,0.199,0.624,22.2,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Defisit,Defisit,Optimum,Lab Agronomi Pusat Palmaraya
LSU-00461,2025,2025-04-20,TJL-D-015,TJL,Estate Tanjung Lestari,Kalimantan Tengah,D,Inti,29.1,2007,18,Mineral,Datar,143,2.484,0.1638,1.184,0.265,0.61,17.7,2.5,0.15,1.0,0.24,15.0,Defisit,Optimum,Optimum,Optimum,Optimum,Lab Independen Nusa Analitika
LSU-00462,2026,2026-04-13,TJL-D-015,TJL,Estate Tanjung Lestari,Kalimantan Tengah,D,Inti,29.1,2007,19,Mineral,Datar,143,2.608,0.1568,0.971,0.203,0.634,16.1,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Defisit,Defisit,Optimum,Lab Independen Nusa Analitika
LSU-00463,2025,2025-03-22,TJL-D-016,TJL,Estate Tanjung Lestari,Kalimantan Tengah,D,Inti,25.5,2008,17,Aluvial,Datar,132,2.595,0.1617,1.011,0.248,0.634,19.4,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Optimum,Optimum,Lab Independen Nusa Analitika
LSU-00464,2026,2026-04-25,TJL-D-016,TJL,Estate Tanjung Lestari,Kalimantan Tengah,D,Inti,25.5,2008,18,Aluvial,Datar,132,2.743,0.1518,0.955,0.251,0.648,25.1,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Defisit,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-00465,2025,2025-03-20,TJL-D-017,TJL,Estate Tanjung Lestari,Kalimantan Tengah,D,Inti,28.4,2007,18,Podsolik Merah Kuning,Datar,130,2.616,0.1462,1.176,0.221,0.733,16.6,2.5,0.15,1.0,0.24,15.0,Optimum,Defisit,Optimum,Defisit,Optimum,Lab Agronomi Pusat Palmaraya
LSU-00466,2026,2026-04-12,TJL-D-017,TJL,Estate Tanjung Lestari,Kalimantan Tengah,D,Inti,28.4,2007,19,Podsolik Merah Kuning,Datar,130,2.718,0.1533,1.045,0.253,0.751,22.1,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-00467,2025,2025-04-02,TJL-D-018,TJL,Estate Tanjung Lestari,Kalimantan Tengah,D,Inti,26.1,2007,18,Podsolik Merah Kuning,Datar,140,2.522,0.16,0.98,0.26,0.665,19.5,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Defisit,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-00468,2026,2026-03-12,TJL-D-018,TJL,Estate Tanjung Lestari,Kalimantan Tengah,D,Inti,26.1,2007,19,Podsolik Merah Kuning,Datar,140,2.538,0.1575,0.797,0.279,0.791,16.1,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Defisit,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-00469,2025,2025-03-08,TJL-D-019,TJL,Estate Tanjung Lestari,Kalimantan Tengah,D,Inti,29.4,2005,20,Mineral,Bergelombang,140,2.751,0.1624,0.849,0.277,0.631,16.9,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Defisit,Optimum,Optimum,Lab Independen Nusa Analitika
LSU-00470,2026,2026-04-01,TJL-D-019,TJL,Estate Tanjung Lestari,Kalimantan Tengah,D,Inti,29.4,2005,21,Mineral,Bergelombang,140,2.557,0.1588,0.878,0.242,0.604,15.9,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Defisit,Optimum,Optimum,Lab Independen Nusa Analitika
LSU-00471,2025,2025-04-17,TJL-D-020,TJL,Estate Tanjung Lestari,Kalimantan Tengah,D,Inti,29.2,2012,13,Podsolik Merah Kuning,Bergelombang,132,2.817,0.1387,0.962,0.241,0.732,11.4,2.5,0.15,1.0,0.24,15.0,Optimum,Defisit,Defisit,Optimum,Defisit,Lab Independen Nusa Analitika
LSU-00472,2026,2026-04-19,TJL-D-020,TJL,Estate Tanjung Lestari,Kalimantan Tengah,D,Inti,29.2,2012,14,Podsolik Merah Kuning,Bergelombang,132,2.541,0.1315,1.09,0.208,0.568,17.2,2.5,0.15,1.0,0.24,15.0,Optimum,Defisit,Optimum,Defisit,Optimum,Lab Agronomi Pusat Palmaraya
LSU-00473,2025,2025-04-08,TJL-D-021,TJL,Estate Tanjung Lestari,Kalimantan Tengah,D,Inti,27.3,2007,18,Gambut,Datar,130,2.611,0.1518,0.947,0.223,0.546,11.6,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Defisit,Defisit,Defisit,Lab Agronomi Pusat Palmaraya
LSU-00474,2026,2026-04-25,TJL-D-021,TJL,Estate Tanjung Lestari,Kalimantan Tengah,D,Inti,27.3,2007,19,Gambut,Datar,130,2.59,0.1545,0.853,0.266,0.512,19.7,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Defisit,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-00475,2025,2025-04-06,TJL-D-022,TJL,Estate Tanjung Lestari,Kalimantan Tengah,D,Inti,31.5,2012,13,Podsolik Merah Kuning,Datar,136,2.671,0.1745,0.854,0.239,0.675,16.3,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Defisit,Defisit,Optimum,Lab Agronomi Pusat Palmaraya
LSU-00476,2026,2026-03-06,TJL-D-022,TJL,Estate Tanjung Lestari,Kalimantan Tengah,D,Inti,31.5,2012,14,Podsolik Merah Kuning,Datar,136,2.648,0.1602,1.058,0.194,0.676,15.3,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Defisit,Optimum,Lab Agronomi Pusat Palmaraya
LSU-00477,2025,2025-03-16,TJL-D-023,TJL,Estate Tanjung Lestari,Kalimantan Tengah,D,Inti,30.9,2015,10,Gambut,Bergelombang,132,2.555,0.146,1.097,0.237,0.588,15.6,2.5,0.15,1.0,0.24,15.0,Optimum,Defisit,Optimum,Defisit,Optimum,Lab Agronomi Pusat Palmaraya
LSU-00478,2026,2026-03-22,TJL-D-023,TJL,Estate Tanjung Lestari,Kalimantan Tengah,D,Inti,30.9,2015,11,Gambut,Bergelombang,132,2.301,0.1766,0.878,0.234,0.637,17.7,2.5,0.15,1.0,0.24,15.0,Defisit,Optimum,Defisit,Defisit,Optimum,Lab Agronomi Pusat Palmaraya
LSU-00479,2025,2025-03-25,TJL-D-024,TJL,Estate Tanjung Lestari,Kalimantan Tengah,D,Inti,27.6,2012,13,Aluvial,Bergelombang,135,2.71,0.1576,0.776,0.295,0.742,16.6,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Defisit,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-00480,2026,2026-04-07,TJL-D-024,TJL,Estate Tanjung Lestari,Kalimantan Tengah,D,Inti,27.6,2012,14,Aluvial,Bergelombang,135,2.561,0.1643,0.863,0.208,0.614,14.1,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Defisit,Defisit,Defisit,Lab Agronomi Pusat Palmaraya
LSU-00481,2025,2025-04-12,TJL-E-001,TJL,Estate Tanjung Lestari,Kalimantan Tengah,E,Inti,30.7,2013,12,Podsolik Merah Kuning,Datar,132,2.551,0.1622,1.129,0.247,0.625,15.4,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-00482,2026,2026-03-11,TJL-E-001,TJL,Estate Tanjung Lestari,Kalimantan Tengah,E,Inti,30.7,2013,13,Podsolik Merah Kuning,Datar,132,2.755,0.1634,0.788,0.229,0.691,19.8,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Defisit,Defisit,Optimum,Lab Independen Nusa Analitika
LSU-00483,2025,2025-04-08,TJL-E-002,TJL,Estate Tanjung Lestari,Kalimantan Tengah,E,Inti,24.5,2015,10,Mineral,Berbukit,135,2.834,0.1429,0.95,0.209,0.478,15.8,2.5,0.15,1.0,0.24,15.0,Optimum,Defisit,Defisit,Defisit,Optimum,Lab Agronomi Pusat Palmaraya
LSU-00484,2026,2026-03-26,TJL-E-002,TJL,Estate Tanjung Lestari,Kalimantan Tengah,E,Inti,24.5,2015,11,Mineral,Berbukit,135,2.423,0.1346,1.032,0.254,0.513,17.9,2.5,0.15,1.0,0.24,15.0,Defisit,Defisit,Optimum,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-00485,2025,2025-03-02,TJL-E-003,TJL,Estate Tanjung Lestari,Kalimantan Tengah,E,Inti,26.8,2008,17,Mineral,Bergelombang,140,2.739,0.1502,0.968,0.211,0.589,12.7,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Defisit,Defisit,Defisit,Lab Agronomi Pusat Palmaraya
LSU-00486,2026,2026-04-10,TJL-E-003,TJL,Estate Tanjung Lestari,Kalimantan Tengah,E,Inti,26.8,2008,18,Mineral,Bergelombang,140,2.668,0.138,1.039,0.317,0.481,21.6,2.5,0.15,1.0,0.24,15.0,Optimum,Defisit,Optimum,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-00487,2025,2025-04-16,TJL-E-004,TJL,Estate Tanjung Lestari,Kalimantan Tengah,E,Inti,28.6,2009,16,Gambut,Datar,130,2.52,0.1651,0.964,0.291,0.742,16.3,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Defisit,Optimum,Optimum,Lab Independen Nusa Analitika
LSU-00488,2026,2026-04-25,TJL-E-004,TJL,Estate Tanjung Lestari,Kalimantan Tengah,E,Inti,28.6,2009,17,Gambut,Datar,130,2.603,0.1434,0.976,0.253,0.517,10.7,2.5,0.15,1.0,0.24,15.0,Optimum,Defisit,Defisit,Optimum,Defisit,Lab Agronomi Pusat Palmaraya
LSU-00489,2025,2025-03-12,TJL-E-005,TJL,Estate Tanjung Lestari,Kalimantan Tengah,E,Inti,25.4,2019,6,Gambut,Datar,135,2.554,0.1594,1.002,0.26,0.568,13.7,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Optimum,Defisit,Lab Agronomi Pusat Palmaraya
LSU-00490,2026,2026-04-13,TJL-E-005,TJL,Estate Tanjung Lestari,Kalimantan Tengah,E,Inti,25.4,2019,7,Gambut,Datar,135,2.611,0.1568,0.837,0.254,0.642,14.9,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Defisit,Optimum,Defisit,Lab Independen Nusa Analitika
LSU-00491,2025,2025-04-19,TJL-E-006,TJL,Estate Tanjung Lestari,Kalimantan Tengah,E,Inti,25.8,2015,10,Podsolik Merah Kuning,Bergelombang,132,2.438,0.1544,1.08,0.272,0.592,23.8,2.5,0.15,1.0,0.24,15.0,Defisit,Optimum,Optimum,Optimum,Optimum,Lab Independen Nusa Analitika
LSU-00492,2026,2026-03-09,TJL-E-006,TJL,Estate Tanjung Lestari,Kalimantan Tengah,E,Inti,25.8,2015,11,Podsolik Merah Kuning,Bergelombang,132,2.421,0.1589,0.888,0.208,0.508,13.7,2.5,0.15,1.0,0.24,15.0,Defisit,Optimum,Defisit,Defisit,Defisit,Lab Agronomi Pusat Palmaraya
LSU-00493,2025,2025-03-27,TJL-E-007,TJL,Estate Tanjung Lestari,Kalimantan Tengah,E,Inti,26.8,2016,9,Mineral,Berbukit,128,2.527,0.147,1.204,0.235,0.502,14.5,2.5,0.15,1.0,0.24,15.0,Optimum,Defisit,Optimum,Defisit,Defisit,Lab Independen Nusa Analitika
LSU-00494,2026,2026-04-21,TJL-E-007,TJL,Estate Tanjung Lestari,Kalimantan Tengah,E,Inti,26.8,2016,10,Mineral,Berbukit,128,2.622,0.1555,0.925,0.246,0.716,14.5,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Defisit,Optimum,Defisit,Lab Independen Nusa Analitika
LSU-00495,2025,2025-03-17,TJL-E-008,TJL,Estate Tanjung Lestari,Kalimantan Tengah,E,Inti,31.5,2015,10,Gambut,Datar,138,2.544,0.1726,1.078,0.27,0.608,8.6,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Optimum,Defisit,Lab Agronomi Pusat Palmaraya
LSU-00496,2026,2026-03-26,TJL-E-008,TJL,Estate Tanjung Lestari,Kalimantan Tengah,E,Inti,31.5,2015,11,Gambut,Datar,138,2.512,0.1455,0.787,0.199,0.739,16.3,2.5,0.15,1.0,0.24,15.0,Optimum,Defisit,Defisit,Defisit,Optimum,Lab Agronomi Pusat Palmaraya
LSU-00497,2025,2025-04-08,TJL-E-009,TJL,Estate Tanjung Lestari,Kalimantan Tengah,E,Inti,26.9,2015,10,Podsolik Merah Kuning,Datar,140,2.724,0.128,1.133,0.232,0.528,16.8,2.5,0.15,1.0,0.24,15.0,Optimum,Defisit,Optimum,Defisit,Optimum,Lab Agronomi Pusat Palmaraya
LSU-00498,2026,2026-03-07,TJL-E-009,TJL,Estate Tanjung Lestari,Kalimantan Tengah,E,Inti,26.9,2015,11,Podsolik Merah Kuning,Datar,140,2.589,0.1641,0.718,0.204,0.487,15.2,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Defisit,Defisit,Optimum,Lab Independen Nusa Analitika
LSU-00499,2025,2025-04-05,TJL-E-010,TJL,Estate Tanjung Lestari,Kalimantan Tengah,E,Inti,31.0,2009,16,Mineral,Datar,135,2.747,0.1466,1.103,0.264,0.629,16.9,2.5,0.15,1.0,0.24,15.0,Optimum,Defisit,Optimum,Optimum,Optimum,Lab Independen Nusa Analitika
LSU-00500,2026,2026-04-15,TJL-E-010,TJL,Estate Tanjung Lestari,Kalimantan Tengah,E,Inti,31.0,2009,17,Mineral,Datar,135,2.484,0.1387,0.813,0.277,0.611,16.3,2.5,0.15,1.0,0.24,15.0,Defisit,Defisit,Defisit,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-00501,2025,2025-03-23,TJL-E-011,TJL,Estate Tanjung Lestari,Kalimantan Tengah,E,Inti,24.3,2011,14,Podsolik Merah Kuning,Datar,128,2.534,0.1584,1.014,0.226,0.522,18.9,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Defisit,Optimum,Lab Agronomi Pusat Palmaraya
LSU-00502,2026,2026-03-13,TJL-E-011,TJL,Estate Tanjung Lestari,Kalimantan Tengah,E,Inti,24.3,2011,15,Podsolik Merah Kuning,Datar,128,2.597,0.1345,0.963,0.287,0.625,19.9,2.5,0.15,1.0,0.24,15.0,Optimum,Defisit,Defisit,Optimum,Optimum,Lab Independen Nusa Analitika
LSU-00503,2025,2025-04-14,TJL-E-012,TJL,Estate Tanjung Lestari,Kalimantan Tengah,E,Inti,25.1,2019,6,Podsolik Merah Kuning,Berbukit,138,2.471,0.1618,0.972,0.266,0.682,15.3,2.5,0.15,1.0,0.24,15.0,Defisit,Optimum,Defisit,Optimum,Optimum,Lab Independen Nusa Analitika
LSU-00504,2026,2026-03-09,TJL-E-012,TJL,Estate Tanjung Lestari,Kalimantan Tengah,E,Inti,25.1,2019,7,Podsolik Merah Kuning,Berbukit,138,2.517,0.1615,0.797,0.295,0.653,17.5,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Defisit,Optimum,Optimum,Lab Independen Nusa Analitika
LSU-00505,2025,2025-03-11,TJL-E-013,TJL,Estate Tanjung Lestari,Kalimantan Tengah,E,Inti,27.1,2016,9,Podsolik Merah Kuning,Bergelombang,132,2.611,0.1714,0.966,0.274,0.472,13.2,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Defisit,Optimum,Defisit,Lab Independen Nusa Analitika
LSU-00506,2026,2026-04-01,TJL-E-013,TJL,Estate Tanjung Lestari,Kalimantan Tengah,E,Inti,27.1,2016,10,Podsolik Merah Kuning,Bergelombang,132,2.371,0.155,0.914,0.229,0.769,19.4,2.5,0.15,1.0,0.24,15.0,Defisit,Optimum,Defisit,Defisit,Optimum,Lab Independen Nusa Analitika
LSU-00507,2025,2025-04-13,TJL-E-014,TJL,Estate Tanjung Lestari,Kalimantan Tengah,E,Inti,31.8,2007,18,Gambut,Bergelombang,138,2.483,0.1689,1.126,0.264,0.535,15.0,2.5,0.15,1.0,0.24,15.0,Defisit,Optimum,Optimum,Optimum,Optimum,Lab Independen Nusa Analitika
LSU-00508,2026,2026-04-23,TJL-E-014,TJL,Estate Tanjung Lestari,Kalimantan Tengah,E,Inti,31.8,2007,19,Gambut,Bergelombang,138,2.554,0.1619,1.091,0.235,0.651,15.2,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Defisit,Optimum,Lab Independen Nusa Analitika
LSU-00509,2025,2025-03-22,TJL-E-015,TJL,Estate Tanjung Lestari,Kalimantan Tengah,E,Inti,31.4,2013,12,Aluvial,Bergelombang,132,2.585,0.1564,1.225,0.181,0.643,15.6,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Defisit,Optimum,Lab Independen Nusa Analitika
LSU-00510,2026,2026-03-27,TJL-E-015,TJL,Estate Tanjung Lestari,Kalimantan Tengah,E,Inti,31.4,2013,13,Aluvial,Bergelombang,132,2.523,0.1469,0.979,0.253,0.633,10.3,2.5,0.15,1.0,0.24,15.0,Optimum,Defisit,Defisit,Optimum,Defisit,Lab Independen Nusa Analitika
LSU-00511,2025,2025-03-27,TJL-E-016,TJL,Estate Tanjung Lestari,Kalimantan Tengah,E,Inti,24.6,2018,7,Gambut,Bergelombang,132,2.801,0.1408,0.861,0.218,0.58,19.1,2.5,0.15,1.0,0.24,15.0,Optimum,Defisit,Defisit,Defisit,Optimum,Lab Agronomi Pusat Palmaraya
LSU-00512,2026,2026-04-07,TJL-E-016,TJL,Estate Tanjung Lestari,Kalimantan Tengah,E,Inti,24.6,2018,8,Gambut,Bergelombang,132,2.524,0.126,0.959,0.274,0.653,14.2,2.5,0.15,1.0,0.24,15.0,Optimum,Defisit,Defisit,Optimum,Defisit,Lab Agronomi Pusat Palmaraya
LSU-00513,2025,2025-03-13,TJL-E-017,TJL,Estate Tanjung Lestari,Kalimantan Tengah,E,Inti,29.1,2019,6,Podsolik Merah Kuning,Datar,140,2.713,0.1475,0.948,0.226,0.719,16.1,2.5,0.15,1.0,0.24,15.0,Optimum,Defisit,Defisit,Defisit,Optimum,Lab Independen Nusa Analitika
LSU-00514,2026,2026-03-05,TJL-E-017,TJL,Estate Tanjung Lestari,Kalimantan Tengah,E,Inti,29.1,2019,7,Podsolik Merah Kuning,Datar,140,2.677,0.1505,0.882,0.207,0.513,17.4,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Defisit,Defisit,Optimum,Lab Independen Nusa Analitika
LSU-00515,2025,2025-04-02,TJL-E-018,TJL,Estate Tanjung Lestari,Kalimantan Tengah,E,Inti,30.3,2018,7,Mineral,Datar,140,2.407,0.1868,1.019,0.226,0.61,17.2,2.5,0.15,1.0,0.24,15.0,Defisit,Optimum,Optimum,Defisit,Optimum,Lab Independen Nusa Analitika
LSU-00516,2026,2026-03-01,TJL-E-018,TJL,Estate Tanjung Lestari,Kalimantan Tengah,E,Inti,30.3,2018,8,Mineral,Datar,140,2.645,0.1513,0.944,0.258,0.58,13.1,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Defisit,Optimum,Defisit,Lab Independen Nusa Analitika
LSU-00517,2025,2025-03-01,TJL-E-019,TJL,Estate Tanjung Lestari,Kalimantan Tengah,E,Inti,24.6,2015,10,Podsolik Merah Kuning,Berbukit,135,2.851,0.1713,0.998,0.247,0.647,15.8,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Defisit,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-00518,2026,2026-04-05,TJL-E-019,TJL,Estate Tanjung Lestari,Kalimantan Tengah,E,Inti,24.6,2015,11,Podsolik Merah Kuning,Berbukit,135,2.523,0.1709,0.795,0.252,0.684,11.4,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Defisit,Optimum,Defisit,Lab Independen Nusa Analitika
LSU-00519,2025,2025-04-08,TJL-E-020,TJL,Estate Tanjung Lestari,Kalimantan Tengah,E,Inti,25.7,2016,9,Mineral,Bergelombang,128,2.65,0.1617,1.213,0.277,0.556,24.1,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-00520,2026,2026-04-23,TJL-E-020,TJL,Estate Tanjung Lestari,Kalimantan Tengah,E,Inti,25.7,2016,10,Mineral,Bergelombang,128,2.836,0.1428,0.994,0.24,0.725,18.7,2.5,0.15,1.0,0.24,15.0,Optimum,Defisit,Defisit,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-00521,2025,2025-03-08,TJL-E-021,TJL,Estate Tanjung Lestari,Kalimantan Tengah,E,Inti,29.6,2011,14,Aluvial,Bergelombang,140,2.683,0.164,0.987,0.224,0.693,12.5,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Defisit,Defisit,Defisit,Lab Agronomi Pusat Palmaraya
LSU-00522,2026,2026-03-13,TJL-E-021,TJL,Estate Tanjung Lestari,Kalimantan Tengah,E,Inti,29.6,2011,15,Aluvial,Bergelombang,140,2.582,0.143,1.117,0.281,0.632,15.9,2.5,0.15,1.0,0.24,15.0,Optimum,Defisit,Optimum,Optimum,Optimum,Lab Independen Nusa Analitika
LSU-00523,2025,2025-03-18,TJL-E-022,TJL,Estate Tanjung Lestari,Kalimantan Tengah,E,Inti,25.3,2018,7,Mineral,Bergelombang,128,2.448,0.1687,0.858,0.18,0.483,15.6,2.5,0.15,1.0,0.24,15.0,Defisit,Optimum,Defisit,Defisit,Optimum,Lab Agronomi Pusat Palmaraya
LSU-00524,2026,2026-04-18,TJL-E-022,TJL,Estate Tanjung Lestari,Kalimantan Tengah,E,Inti,25.3,2018,8,Mineral,Bergelombang,128,2.457,0.1603,0.977,0.246,0.526,16.1,2.5,0.15,1.0,0.24,15.0,Defisit,Optimum,Defisit,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-00525,2025,2025-04-25,TJL-E-023,TJL,Estate Tanjung Lestari,Kalimantan Tengah,E,Inti,29.1,2009,16,Mineral,Bergelombang,130,2.63,0.1764,1.183,0.28,0.531,10.9,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Optimum,Defisit,Lab Agronomi Pusat Palmaraya
LSU-00526,2026,2026-04-15,TJL-E-023,TJL,Estate Tanjung Lestari,Kalimantan Tengah,E,Inti,29.1,2009,17,Mineral,Bergelombang,130,2.43,0.1534,0.813,0.242,0.566,18.3,2.5,0.15,1.0,0.24,15.0,Defisit,Optimum,Defisit,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-00527,2025,2025-04-15,TJL-E-024,TJL,Estate Tanjung Lestari,Kalimantan Tengah,E,Inti,26.4,2014,11,Mineral,Berbukit,132,2.585,0.1449,1.012,0.295,0.662,20.9,2.5,0.15,1.0,0.24,15.0,Optimum,Defisit,Optimum,Optimum,Optimum,Lab Independen Nusa Analitika
